Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-05
Horizontal Delay,0.0007568
Sample Interval,4e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,0
,
,
,
Label,
TIME,CH3
5.568e-04,0.0610625
5.572e-04,0.0611938
5.576e-04,0.0611469
5.580e-04,0.0611125
5.584e-04,0.0611
5.588e-04,0.0609125
5.592e-04,0.0608344
5.596e-04,0.0608938
5.600e-04,0.0611875
5.604e-04,0.061025
5.608e-04,0.06095
5.612e-04,0.0607156
5.616e-04,0.0609938
5.620e-04,0.0610719
5.624e-04,0.0609875
5.628e-04,0.0607156
5.632e-04,0.0608313
5.636e-04,0.0606344
5.640e-04,0.0607281
5.644e-04,0.0609094
5.648e-04,0.0606156
5.652e-04,0.0605313
5.656e-04,0.0608063
5.660e-04,0.0605281
5.664e-04,0.0606875
5.668e-04,0.0605313
5.672e-04,0.0608063
5.676e-04,0.0606719
5.680e-04,0.0604438
5.684e-04,0.0606156
5.688e-04,0.0604219
5.692e-04,0.0606594
5.696e-04,0.0603594
5.700e-04,0.0604031
5.704e-04,0.0606281
5.708e-04,0.0604563
5.712e-04,0.0604188
5.716e-04,0.0603469
5.720e-04,0.0604031
5.724e-04,0.0605938
5.728e-04,0.0603063
5.732e-04,0.0603781
5.736e-04,0.0604375
5.740e-04,0.0602719
5.744e-04,0.060425
5.748e-04,0.0602656
5.752e-04,0.0601969
5.756e-04,0.0601719
5.760e-04,0.0604563
5.764e-04,0.0603813
5.768e-04,0.0603125
5.772e-04,0.0604406
5.776e-04,0.0604094
5.780e-04,0.0602
5.784e-04,0.060125
5.788e-04,0.0600406
5.792e-04,0.0599719
5.796e-04,0.0603719
5.800e-04,0.0601656
5.804e-04,0.0601344
5.808e-04,0.0604906
5.812e-04,0.0598406
5.816e-04,0.0600125
5.820e-04,0.0601406
5.824e-04,0.0601594
5.828e-04,0.0600625
5.832e-04,0.0601219
5.836e-04,0.0601
5.840e-04,0.0597031
5.844e-04,0.0600281
5.848e-04,0.0597688
5.852e-04,0.0600813
5.856e-04,0.059925
5.860e-04,0.0597969
5.864e-04,0.0598031
5.868e-04,0.0598313
5.872e-04,0.0599969
5.876e-04,0.0596844
5.880e-04,0.0598
5.884e-04,0.0597375
5.888e-04,0.0596531
5.892e-04,0.0596969
5.896e-04,0.05975
5.900e-04,0.0594219
5.904e-04,0.0597531
5.908e-04,0.0596813
5.912e-04,0.0597438
5.916e-04,0.0597188
5.920e-04,0.0597531
5.924e-04,0.0594594
5.928e-04,0.059625
5.932e-04,0.0595688
5.936e-04,0.0593188
5.940e-04,0.0592938
5.944e-04,0.0595437
5.948e-04,0.0593781
5.952e-04,0.059425
5.956e-04,0.0593375
5.960e-04,0.0593063
5.964e-04,0.0595437
5.968e-04,0.05945
5.972e-04,0.0591594
5.976e-04,0.0594281
5.980e-04,0.0592063
5.984e-04,0.0594094
5.988e-04,0.0591688
5.992e-04,0.059175
5.996e-04,0.0589344
6.000e-04,0.059325
6.004e-04,0.0592438
6.008e-04,0.0590813
6.012e-04,0.0591781
6.016e-04,0.0591156
6.020e-04,0.0589031
6.024e-04,0.0590594
6.028e-04,0.0591438
6.032e-04,0.0591219
6.036e-04,0.0589719
6.040e-04,0.0590594
6.044e-04,0.0592281
6.048e-04,0.0588406
6.052e-04,0.0590063
6.056e-04,0.0588156
6.060e-04,0.0590813
6.064e-04,0.0589313
6.068e-04,0.0588563
6.072e-04,0.0586719
6.076e-04,0.058925
6.080e-04,0.0587
6.084e-04,0.0588063
6.088e-04,0.0587938
6.092e-04,0.0585438
6.096e-04,0.0584938
6.100e-04,0.0585031
6.104e-04,0.0585
6.108e-04,0.0587844
6.112e-04,0.0586031
6.116e-04,0.0587594
6.120e-04,0.0584188
6.124e-04,0.0586406
6.128e-04,0.0585531
6.132e-04,0.0586
6.136e-04,0.0585594
6.140e-04,0.0584625
6.144e-04,0.0586531
6.148e-04,0.0587438
6.152e-04,0.0584844
6.156e-04,0.0584719
6.160e-04,0.0586281
6.164e-04,0.0584719
6.168e-04,0.0583594
6.172e-04,0.0584219
6.176e-04,0.0582094
6.180e-04,0.058425
6.184e-04,0.0585219
6.188e-04,0.0583406
6.192e-04,0.0582594
6.196e-04,0.0583063
6.200e-04,0.0581344
6.204e-04,0.0584719
6.208e-04,0.0582031
6.212e-04,0.0582812
6.216e-04,0.0582563
6.220e-04,0.0582531
6.224e-04,0.0581781
6.228e-04,0.0580125
6.232e-04,0.05825
6.236e-04,0.0582063
6.240e-04,0.0582969
6.244e-04,0.0582719
6.248e-04,0.0580688
6.252e-04,0.0580594
6.256e-04,0.0580688
6.260e-04,0.0578656
6.264e-04,0.05815
6.268e-04,0.0581688
6.272e-04,0.0581188
6.276e-04,0.0579469
6.280e-04,0.0580406
6.284e-04,0.0579969
6.288e-04,0.0581781
6.292e-04,0.0581063
6.296e-04,0.0581469
6.300e-04,0.0576625
6.304e-04,0.0579125
6.308e-04,0.0578125
6.312e-04,0.0578156
6.316e-04,0.0577625
6.320e-04,0.0576031
6.324e-04,0.0577719
6.328e-04,0.0576813
6.332e-04,0.0579031
6.336e-04,0.0577938
6.340e-04,0.0576938
6.344e-04,0.0577375
6.348e-04,0.0576875
6.352e-04,0.0575469
6.356e-04,0.0575531
6.360e-04,0.0578313
6.364e-04,0.0577063
6.368e-04,0.0577406
6.372e-04,0.0575719
6.376e-04,0.0576688
6.380e-04,0.0573688
6.384e-04,0.0576969
6.388e-04,0.0573906
6.392e-04,0.0575938
6.396e-04,0.0574219
6.400e-04,0.0574719
6.404e-04,0.0574469
6.408e-04,0.0575
6.412e-04,0.0575125
6.416e-04,0.0576625
6.420e-04,0.057375
6.424e-04,0.0574563
6.428e-04,0.0574188
6.432e-04,0.0572781
6.436e-04,0.0573531
6.440e-04,0.0574469
6.444e-04,0.0573469
6.448e-04,0.0572188
6.452e-04,0.0573375
6.456e-04,0.05715
6.460e-04,0.0571063
6.464e-04,0.0572531
6.468e-04,0.0571313
6.472e-04,0.0573438
6.476e-04,0.0574969
6.480e-04,0.0570781
6.484e-04,0.0571375
6.488e-04,0.0571375
6.492e-04,0.0569156
6.496e-04,0.057125
6.500e-04,0.0568781
6.504e-04,0.0571
6.508e-04,0.0570031
6.512e-04,0.057075
6.516e-04,0.0569844
6.520e-04,0.0568281
6.524e-04,0.0569281
6.528e-04,0.0568625
6.532e-04,0.0570375
6.536e-04,0.0567344
6.540e-04,0.056925
6.544e-04,0.0567656
6.548e-04,0.0568188
6.552e-04,0.0568219
6.556e-04,0.0567062
6.560e-04,0.0566563
6.564e-04,0.0567094
6.568e-04,0.05685
6.572e-04,0.0565031
6.576e-04,0.0565969
6.580e-04,0.0565563
6.584e-04,0.0567125
6.588e-04,0.056775
6.592e-04,0.0565187
6.596e-04,0.0563906
6.600e-04,0.0566219
6.604e-04,0.0567094
6.608e-04,0.0565187
6.612e-04,0.0565125
6.616e-04,0.0564
6.620e-04,0.0563531
6.624e-04,0.0566094
6.628e-04,0.0564031
6.632e-04,0.0564656
6.636e-04,0.0565281
6.640e-04,0.0564781
6.644e-04,0.0562844
6.648e-04,0.0563125
6.652e-04,0.0562625
6.656e-04,0.0563469
6.660e-04,0.056275
6.664e-04,0.0563063
6.668e-04,0.0563344
6.672e-04,0.0561375
6.676e-04,0.0563781
6.680e-04,0.0561938
6.684e-04,0.0561125
6.688e-04,0.0561906
6.692e-04,0.0563438
6.696e-04,0.0562813
6.700e-04,0.0560844
6.704e-04,0.0563781
6.708e-04,0.056
6.712e-04,0.0561281
6.716e-04,0.0562563
6.720e-04,0.0559313
6.724e-04,0.0560781
6.728e-04,0.0559656
6.732e-04,0.0559781
6.736e-04,0.0561125
6.740e-04,0.0561
6.744e-04,0.0558
6.748e-04,0.0559938
6.752e-04,0.0558531
6.756e-04,0.0558906
6.760e-04,0.0556906
6.764e-04,0.0560563
6.768e-04,0.0559656
6.772e-04,0.0558219
6.776e-04,0.0557719
6.780e-04,0.0559531
6.784e-04,0.0557094
6.788e-04,0.0559094
6.792e-04,0.0557313
6.796e-04,0.0559188
6.800e-04,0.0558469
6.804e-04,0.0557719
6.808e-04,0.0555094
6.812e-04,0.0557906
6.816e-04,0.0560219
6.820e-04,0.0554469
6.824e-04,0.0559156
6.828e-04,0.0554719
6.832e-04,0.0554063
6.836e-04,0.0556375
6.840e-04,0.0555438
6.844e-04,0.0555156
6.848e-04,0.0555625
6.852e-04,0.0555563
6.856e-04,0.0555406
6.860e-04,0.0553531
6.864e-04,0.0555313
6.868e-04,0.0553656
6.872e-04,0.0553625
6.876e-04,0.0555531
6.880e-04,0.0552531
6.884e-04,0.0553344
6.888e-04,0.0550344
6.892e-04,0.0552125
6.896e-04,0.0555188
6.900e-04,0.0553969
6.904e-04,0.0551375
6.908e-04,0.0553812
6.912e-04,0.0553187
6.916e-04,0.0551688
6.920e-04,0.0549437
6.924e-04,0.0550094
6.928e-04,0.0553875
6.932e-04,0.0551656
6.936e-04,0.0551469
6.940e-04,0.0550531
6.944e-04,0.0552031
6.948e-04,0.0550625
6.952e-04,0.0551781
6.956e-04,0.0551063
6.960e-04,0.0550062
6.964e-04,0.0549719
6.968e-04,0.0550313
6.972e-04,0.0549875
6.976e-04,0.0551469
6.980e-04,0.0549188
6.984e-04,0.0550813
6.988e-04,0.055
6.992e-04,0.0547313
6.996e-04,0.0550563
7.000e-04,0.0548531
7.004e-04,0.0549906
7.008e-04,0.0546937
7.012e-04,0.0547875
7.016e-04,0.0549219
7.020e-04,0.054525
7.024e-04,0.0547781
7.028e-04,0.0546156
7.032e-04,0.05475
7.036e-04,0.0547156
7.040e-04,0.0548219
7.044e-04,0.0546625
7.048e-04,0.0547156
7.052e-04,0.0546125
7.056e-04,0.0546844
7.060e-04,0.0546969
7.064e-04,0.0547844
7.068e-04,0.0544531
7.072e-04,0.0548906
7.076e-04,0.0545906
7.080e-04,0.0546594
7.084e-04,0.0544875
7.088e-04,0.0545188
7.092e-04,0.0545563
7.096e-04,0.0545031
7.100e-04,0.0545313
7.104e-04,0.0545969
7.108e-04,0.0543813
7.112e-04,0.0543625
7.116e-04,0.05435
7.120e-04,0.0542875
7.124e-04,0.05465
7.128e-04,0.0543906
7.132e-04,0.0543719
7.136e-04,0.054475
7.140e-04,0.054325
7.144e-04,0.0543438
7.148e-04,0.0544156
7.152e-04,0.0546438
7.156e-04,0.0541625
7.160e-04,0.0543844
7.164e-04,0.0541813
7.168e-04,0.0542063
7.172e-04,0.0543906
7.176e-04,0.054025
7.180e-04,0.0542469
7.184e-04,0.0541719
7.188e-04,0.0541625
7.192e-04,0.0540719
7.196e-04,0.0541844
7.200e-04,0.0540563
7.204e-04,0.0541281
7.208e-04,0.05425
7.212e-04,0.05375
7.216e-04,0.0539063
7.220e-04,0.0541375
7.224e-04,0.0538813
7.228e-04,0.0539063
7.232e-04,0.0540281
7.236e-04,0.0540531
7.240e-04,0.0537938
7.244e-04,0.0540375
7.248e-04,0.05385
7.252e-04,0.0539156
7.256e-04,0.0537531
7.260e-04,0.0537719
7.264e-04,0.0537969
7.268e-04,0.0536625
7.272e-04,0.0537
7.276e-04,0.0539375
7.280e-04,0.0536812
7.284e-04,0.0538375
7.288e-04,0.0536594
7.292e-04,0.0536594
7.296e-04,0.053775
7.300e-04,0.053525
7.304e-04,0.0534188
7.308e-04,0.0537313
7.312e-04,0.0536375
7.316e-04,0.0536125
7.320e-04,0.0535375
7.324e-04,0.0536063
7.328e-04,0.0534031
7.332e-04,0.0533844
7.336e-04,0.0536344
7.340e-04,0.0535031
7.344e-04,0.0535531
7.348e-04,0.0535906
7.352e-04,0.0534625
7.356e-04,0.053375
