Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.0002,,,Horizontal Scale,0.0002
Horizontal Delay,0.000218,,,Horizontal Delay,0.000218
Sample Interval,2e-06,,,Sample Interval,2e-06
Record Length,1000,,,Record Length,1000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.01,,,Vertical Scale,0.002
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH2,CH3,,TIME,"MATH<CH2-CH3>"
-3.600e-05,0.00614219,0.00882656,,-3.600e-05,-0.00268438
-3.400e-05,0.00610156,0.00887656,,-3.400e-05,-0.002775
-3.200e-05,0.00608906,0.00887188,,-3.200e-05,-0.00278281
-3.000e-05,0.00606406,0.00897812,,-3.000e-05,-0.00291406
-2.800e-05,0.00605313,0.00903594,,-2.800e-05,-0.00298281
-2.600e-05,0.00603594,0.00900156,,-2.600e-05,-0.00296563
-2.400e-05,0.006,0.00895781,,-2.400e-05,-0.00295781
-2.200e-05,0.0059625,0.00890156,,-2.200e-05,-0.00293906
-2.000e-05,0.00593438,0.00863281,,-2.000e-05,-0.00269844
-1.800e-05,0.00590156,0.00840938,,-1.800e-05,-0.00250781
-1.600e-05,0.00707188,0.00873906,,-1.600e-05,-0.00166719
-1.400e-05,0.00751094,0.00882031,,-1.400e-05,-0.00130938
-1.200e-05,0.00781094,0.0088125,,-1.200e-05,-0.00100156
-1.000e-05,0.00805625,0.00880313,,-1.000e-05,-0.000746875
-8.000e-06,0.00832031,0.00884063,,-8.000e-06,-0.000520313
-6.000e-06,0.00855938,0.00875156,,-6.000e-06,-0.000192188
-4.000e-06,0.00879844,0.00877031,,-4.000e-06,2.8125e-05
-2.000e-06,0.00902656,0.00879062,,-2.000e-06,0.000235938
0.000e+00,0.00921719,0.008775,,0.000e+00,0.000442188
2.000e-06,0.00946563,0.00914063,,2.000e-06,0.000325
4.000e-06,0.00968125,0.0091375,,4.000e-06,0.00054375
6.000e-06,0.0099,0.00920625,,6.000e-06,0.00069375
8.000e-06,0.0100984,0.0093,,8.000e-06,0.000798438
1.000e-05,0.0102859,0.00933906,,1.000e-05,0.000946875
1.200e-05,0.0105141,0.00944844,,1.200e-05,0.00106563
1.400e-05,0.0107,0.0094125,,1.400e-05,0.0012875
1.600e-05,0.0109125,0.00938906,,1.600e-05,0.00152344
1.800e-05,0.0110953,0.00933438,,1.800e-05,0.00176094
2.000e-05,0.0112859,0.00956406,,2.000e-05,0.00172188
2.200e-05,0.0114563,0.00948906,,2.200e-05,0.00196719
2.400e-05,0.0116156,0.00947813,,2.400e-05,0.0021375
2.600e-05,0.0118016,0.00947344,,2.600e-05,0.00232813
2.800e-05,0.0119438,0.0093875,,2.800e-05,0.00255625
3.000e-05,0.0121094,0.00934844,,3.000e-05,0.00276094
3.200e-05,0.0122609,0.0094,,3.200e-05,0.00286094
3.400e-05,0.0124281,0.00940156,,3.400e-05,0.00302656
3.600e-05,0.0125813,0.00952656,,3.600e-05,0.00305469
3.800e-05,0.0127359,0.00965313,,3.800e-05,0.00308281
4.000e-05,0.0128625,0.00960313,,4.000e-05,0.00325938
4.200e-05,0.0130156,0.00956719,,4.200e-05,0.00344844
4.400e-05,0.0131703,0.00963125,,4.400e-05,0.00353906
4.600e-05,0.0133172,0.00967969,,4.600e-05,0.0036375
4.800e-05,0.0134672,0.00982188,,4.800e-05,0.00364531
5.000e-05,0.0136141,0.00995625,,5.000e-05,0.00365781
5.200e-05,0.0137641,0.0101813,,5.200e-05,0.00358281
5.400e-05,0.0139016,0.0102828,,5.400e-05,0.00361875
5.600e-05,0.0140328,0.0102047,,5.600e-05,0.00382813
5.800e-05,0.0141484,0.0102219,,5.800e-05,0.00392656
6.000e-05,0.0143031,0.0101391,,6.000e-05,0.00416406
6.200e-05,0.0144047,0.0100859,,6.200e-05,0.00431875
6.400e-05,0.0145891,0.0101328,,6.400e-05,0.00445625
6.600e-05,0.0146891,0.0101688,,6.600e-05,0.00452031
6.800e-05,0.014825,0.0103141,,6.800e-05,0.00451094
7.000e-05,0.0149625,0.0103828,,7.000e-05,0.00457969
7.200e-05,0.0150719,0.0104234,,7.200e-05,0.00464844
7.400e-05,0.0152047,0.0104578,,7.400e-05,0.00474688
7.600e-05,0.0153313,0.0102547,,7.600e-05,0.00507656
7.800e-05,0.0154484,0.0103141,,7.800e-05,0.00513438
8.000e-05,0.015575,0.0104078,,8.000e-05,0.00516719
8.200e-05,0.0156781,0.0103422,,8.200e-05,0.00533594
8.400e-05,0.0158141,0.0104969,,8.400e-05,0.00531719
8.600e-05,0.0159359,0.0107172,,8.600e-05,0.00521875
8.800e-05,0.0160438,0.0106812,,8.800e-05,0.0053625
9.000e-05,0.0161453,0.0108109,,9.000e-05,0.00533438
9.200e-05,0.0162547,0.0107703,,9.200e-05,0.00548438
9.400e-05,0.0163688,0.0107172,,9.400e-05,0.00565156
9.600e-05,0.0164859,0.0110266,,9.600e-05,0.00545938
9.800e-05,0.0166062,0.0111594,,9.800e-05,0.00544688
1.000e-04,0.0167047,0.0111484,,1.000e-04,0.00555625
1.020e-04,0.0168109,0.0112578,,1.020e-04,0.00555313
1.040e-04,0.0169,0.0113625,,1.040e-04,0.0055375
1.060e-04,0.017025,0.0114328,,1.060e-04,0.00559219
1.080e-04,0.0171156,0.0112703,,1.080e-04,0.00584531
1.100e-04,0.0171953,0.0113016,,1.100e-04,0.00589375
1.120e-04,0.0173109,0.0113516,,1.120e-04,0.00595938
1.140e-04,0.0174,0.0114938,,1.140e-04,0.00590625
1.160e-04,0.0175094,0.0115078,,1.160e-04,0.00600156
1.180e-04,0.0175984,0.011575,,1.180e-04,0.00602344
1.200e-04,0.0176797,0.0116031,,1.200e-04,0.00607656
1.220e-04,0.0177766,0.0117172,,1.220e-04,0.00605938
1.240e-04,0.0178672,0.0116359,,1.240e-04,0.00623125
1.260e-04,0.0179609,0.0116562,,1.260e-04,0.00630469
1.280e-04,0.0180531,0.0119594,,1.280e-04,0.00609375
1.300e-04,0.0181391,0.012025,,1.300e-04,0.00611406
1.320e-04,0.0182484,0.0120781,,1.320e-04,0.00617031
1.340e-04,0.018325,0.0122484,,1.340e-04,0.00607656
1.360e-04,0.0184,0.0125031,,1.360e-04,0.00589688
1.380e-04,0.0184594,0.012375,,1.380e-04,0.00608438
1.400e-04,0.0185484,0.0123375,,1.400e-04,0.00621094
1.420e-04,0.0186234,0.0124219,,1.420e-04,0.00620156
1.440e-04,0.0187078,0.0125078,,1.440e-04,0.0062
1.460e-04,0.0187688,0.0124547,,1.460e-04,0.00631406
1.480e-04,0.01885,0.0126266,,1.480e-04,0.00622344
1.500e-04,0.0189438,0.0126187,,1.500e-04,0.006325
1.520e-04,0.0190203,0.0127516,,1.520e-04,0.00626875
1.540e-04,0.0190703,0.0126781,,1.540e-04,0.00639219
1.560e-04,0.0191453,0.0127109,,1.560e-04,0.00643438
1.580e-04,0.0192109,0.0127641,,1.580e-04,0.00644688
1.600e-04,0.0193,0.0127563,,1.600e-04,0.00654375
1.620e-04,0.0193828,0.0128828,,1.620e-04,0.0065
1.640e-04,0.0194625,0.0131188,,1.640e-04,0.00634375
1.660e-04,0.0195078,0.0131453,,1.660e-04,0.0063625
1.680e-04,0.0195719,0.0131094,,1.680e-04,0.0064625
1.700e-04,0.0196328,0.0131781,,1.700e-04,0.00645469
1.720e-04,0.0196984,0.0132266,,1.720e-04,0.00647188
1.740e-04,0.0197672,0.0132359,,1.740e-04,0.00653125
1.760e-04,0.0198531,0.0133609,,1.760e-04,0.00649219
1.780e-04,0.0199109,0.0135516,,1.780e-04,0.00635938
1.800e-04,0.0199875,0.0137391,,1.800e-04,0.00624844
1.820e-04,0.0200484,0.0137313,,1.820e-04,0.00631719
1.840e-04,0.0200938,0.0137844,,1.840e-04,0.00630938
1.860e-04,0.0201469,0.0138609,,1.860e-04,0.00628594
1.880e-04,0.0202219,0.0137953,,1.880e-04,0.00642656
1.900e-04,0.0202766,0.0137719,,1.900e-04,0.00650469
1.920e-04,0.0203578,0.0138406,,1.920e-04,0.00651719
1.940e-04,0.0204187,0.0139141,,1.940e-04,0.00650469
1.960e-04,0.0204875,0.0139906,,1.960e-04,0.00649688
1.980e-04,0.0205406,0.0140688,,1.980e-04,0.00647188
2.000e-04,0.0206047,0.0139656,,2.000e-04,0.00663906
2.020e-04,0.0206609,0.0140438,,2.020e-04,0.00661719
2.040e-04,0.0207297,0.0141578,,2.040e-04,0.00657188
2.060e-04,0.0207969,0.0141813,,2.060e-04,0.00661563
2.080e-04,0.0208531,0.0142641,,2.080e-04,0.00658906
2.100e-04,0.0209141,0.0145359,,2.100e-04,0.00637813
2.120e-04,0.0209672,0.0147437,,2.120e-04,0.00622344
2.140e-04,0.0210391,0.0148359,,2.140e-04,0.00620313
2.160e-04,0.0210844,0.0148109,,2.160e-04,0.00627344
2.180e-04,0.02115,0.0149047,,2.180e-04,0.00624531
2.200e-04,0.0212016,0.0149859,,2.200e-04,0.00621563
2.220e-04,0.0212594,0.0149703,,2.220e-04,0.00628906
2.240e-04,0.0212984,0.0149422,,2.240e-04,0.00635625
2.260e-04,0.0213563,0.0151375,,2.260e-04,0.00621875
2.280e-04,0.0214125,0.0152375,,2.280e-04,0.006175
2.300e-04,0.0214625,0.0152828,,2.300e-04,0.00617969
2.320e-04,0.0215422,0.0153063,,2.320e-04,0.00623594
2.340e-04,0.0215844,0.0151891,,2.340e-04,0.00639531
2.360e-04,0.0216094,0.0151813,,2.360e-04,0.00642813
2.380e-04,0.0216703,0.0151359,,2.380e-04,0.00653438
2.400e-04,0.0217375,0.0153672,,2.400e-04,0.00637031
2.420e-04,0.0218078,0.0153891,,2.420e-04,0.00641875
2.440e-04,0.0218469,0.0155703,,2.440e-04,0.00627656
2.460e-04,0.0219016,0.0155953,,2.460e-04,0.00630625
2.480e-04,0.0219656,0.0156656,,2.480e-04,0.0063
2.500e-04,0.0220109,0.0156406,,2.500e-04,0.00637031
2.520e-04,0.0220297,0.0156734,,2.520e-04,0.00635625
2.540e-04,0.0221031,0.015775,,2.540e-04,0.00632813
2.560e-04,0.0221453,0.0159016,,2.560e-04,0.00624375
2.580e-04,0.0222016,0.0161891,,2.580e-04,0.0060125
2.600e-04,0.02225,0.0161516,,2.600e-04,0.00609844
2.620e-04,0.0222938,0.0163109,,2.620e-04,0.00598281
2.640e-04,0.0223547,0.0162047,,2.640e-04,0.00615
2.660e-04,0.0223797,0.0162016,,2.660e-04,0.00617813
2.680e-04,0.0224203,0.0162547,,2.680e-04,0.00616563
2.700e-04,0.0224688,0.0161656,,2.700e-04,0.00630313
2.720e-04,0.0225031,0.0162937,,2.720e-04,0.00620938
2.740e-04,0.0225641,0.0163234,,2.740e-04,0.00624063
2.760e-04,0.0226328,0.0163281,,2.760e-04,0.00630469
2.780e-04,0.0226641,0.0164156,,2.780e-04,0.00624844
2.800e-04,0.0226859,0.0165516,,2.800e-04,0.00613438
2.820e-04,0.0227406,0.0164281,,2.820e-04,0.0063125
2.840e-04,0.0227828,0.0165141,,2.840e-04,0.00626875
2.860e-04,0.0228422,0.0165047,,2.860e-04,0.0063375
2.880e-04,0.0228953,0.0167016,,2.880e-04,0.00619375
2.900e-04,0.0229047,0.0167734,,2.900e-04,0.00613125
2.920e-04,0.0229703,0.0168156,,2.920e-04,0.00615469
2.940e-04,0.0230188,0.0170578,,2.940e-04,0.00596094
2.960e-04,0.0230391,0.0170219,,2.960e-04,0.00601719
2.980e-04,0.0230906,0.0171609,,2.980e-04,0.00592969
3.000e-04,0.0231359,0.0172828,,3.000e-04,0.00585313
3.020e-04,0.0231688,0.0172859,,3.020e-04,0.00588281
3.040e-04,0.0232281,0.0172828,,3.040e-04,0.00594531
3.060e-04,0.0232484,0.0174719,,3.060e-04,0.00577656
3.080e-04,0.0232812,0.0175094,,3.080e-04,0.00577188
3.100e-04,0.0233266,0.0175469,,3.100e-04,0.00577969
3.120e-04,0.0233672,0.0175953,,3.120e-04,0.00577188
3.140e-04,0.0234156,0.0174516,,3.140e-04,0.00596406
3.160e-04,0.0234578,0.0175094,,3.160e-04,0.00594844
3.180e-04,0.0234969,0.0175547,,3.180e-04,0.00594219
3.200e-04,0.0235375,0.0176766,,3.200e-04,0.00586094
3.220e-04,0.0235906,0.0177234,,3.220e-04,0.00586719
3.240e-04,0.0236344,0.0178984,,3.240e-04,0.00573594
3.260e-04,0.0236609,0.0178266,,3.260e-04,0.00583438
3.280e-04,0.0237016,0.0178703,,3.280e-04,0.00583125
3.300e-04,0.0237406,0.0178703,,3.300e-04,0.00587031
3.320e-04,0.0237625,0.0180688,,3.320e-04,0.00569375
3.340e-04,0.0238313,0.0181875,,3.340e-04,0.00564375
3.360e-04,0.02385,0.0181672,,3.360e-04,0.00568281
3.380e-04,0.0238906,0.0183594,,3.380e-04,0.00553125
3.400e-04,0.0239281,0.0183828,,3.400e-04,0.00554531
3.420e-04,0.0239516,0.01855,,3.420e-04,0.00540156
3.440e-04,0.0239844,0.0185781,,3.440e-04,0.00540625
3.460e-04,0.0240328,0.0184875,,3.460e-04,0.00554531
3.480e-04,0.0240578,0.0183781,,3.480e-04,0.00567969
3.500e-04,0.0240828,0.0184766,,3.500e-04,0.00560625
3.520e-04,0.0241281,0.0184891,,3.520e-04,0.00563906
3.540e-04,0.0241563,0.0185703,,3.540e-04,0.00558594
3.560e-04,0.0241922,0.0186422,,3.560e-04,0.00555
3.580e-04,0.0242203,0.0186141,,3.580e-04,0.00560625
3.600e-04,0.0242813,0.0185578,,3.600e-04,0.00572344
3.620e-04,0.0242938,0.0185828,,3.620e-04,0.00571094
3.640e-04,0.0243313,0.0186906,,3.640e-04,0.00564063
3.660e-04,0.024375,0.0186953,,3.660e-04,0.00567969
3.680e-04,0.0243875,0.0188547,,3.680e-04,0.00553281
3.700e-04,0.0244234,0.0189188,,3.700e-04,0.00550469
3.720e-04,0.0244734,0.0190125,,3.720e-04,0.00546094
3.740e-04,0.0244891,0.0191906,,3.740e-04,0.00529844
3.760e-04,0.0245281,0.0191672,,3.760e-04,0.00536094
3.780e-04,0.0245688,0.0192812,,3.780e-04,0.0052875
3.800e-04,0.0245688,0.0192156,,3.800e-04,0.00535313
3.820e-04,0.0246156,0.0192969,,3.820e-04,0.00531875
3.840e-04,0.0246469,0.0192609,,3.840e-04,0.00538594
3.860e-04,0.0246594,0.0194469,,3.860e-04,0.0052125
3.880e-04,0.0246828,0.0195109,,3.880e-04,0.00517188
3.900e-04,0.0247234,0.0195312,,3.900e-04,0.00519219
3.920e-04,0.0247781,0.0194141,,3.920e-04,0.00536406
3.940e-04,0.0247969,0.0194031,,3.940e-04,0.00539375
3.960e-04,0.024825,0.0194062,,3.960e-04,0.00541875
3.980e-04,0.0248422,0.0193953,,3.980e-04,0.00544688
4.000e-04,0.0248938,0.0195047,,4.000e-04,0.00538906
4.020e-04,0.0249203,0.0196094,,4.020e-04,0.00531094
4.040e-04,0.0249469,0.0197438,,4.040e-04,0.00520313
4.060e-04,0.0249812,0.0196266,,4.060e-04,0.00535469
4.080e-04,0.0250094,0.0196703,,4.080e-04,0.00533906
4.100e-04,0.0250422,0.0197141,,4.100e-04,0.00532813
4.120e-04,0.0250734,0.0196422,,4.120e-04,0.00543125
4.140e-04,0.0251063,0.0197156,,4.140e-04,0.00539063
4.160e-04,0.0251219,0.0199016,,4.160e-04,0.00522031
4.180e-04,0.0251594,0.0200359,,4.180e-04,0.00512344
4.200e-04,0.0251781,0.0203359,,4.200e-04,0.00484219
4.220e-04,0.0252188,0.0203734,,4.220e-04,0.00484531
4.240e-04,0.0252328,0.0203891,,4.240e-04,0.00484375
4.260e-04,0.0252719,0.0202953,,4.260e-04,0.00497656
4.280e-04,0.0253,0.0202266,,4.280e-04,0.00507344
4.300e-04,0.0252891,0.0202266,,4.300e-04,0.0050625
4.320e-04,0.025325,0.0203766,,4.320e-04,0.00494844
4.340e-04,0.0253578,0.0204187,,4.340e-04,0.00493906
4.360e-04,0.0253828,0.0203031,,4.360e-04,0.00507969
4.380e-04,0.0254266,0.0204172,,4.380e-04,0.00500938
4.400e-04,0.0254438,0.0204187,,4.400e-04,0.005025
4.420e-04,0.025475,0.0204219,,4.420e-04,0.00505313
4.440e-04,0.0254922,0.0203453,,4.440e-04,0.00514688
4.460e-04,0.0255078,0.0204344,,4.460e-04,0.00507344
4.480e-04,0.0255453,0.0205188,,4.480e-04,0.00502656
4.500e-04,0.0255781,0.0207719,,4.500e-04,0.00480625
4.520e-04,0.0256172,0.0209063,,4.520e-04,0.00471094
4.540e-04,0.0256313,0.0209656,,4.540e-04,0.00466563
4.560e-04,0.0256453,0.0208641,,4.560e-04,0.00478125
4.580e-04,0.0256656,0.0209656,,4.580e-04,0.0047
4.600e-04,0.0257078,0.0210031,,4.600e-04,0.00470469
4.620e-04,0.0257281,0.0212516,,4.620e-04,0.00447656
4.640e-04,0.0257563,0.0212922,,4.640e-04,0.00446406
4.660e-04,0.0257875,0.0213609,,4.660e-04,0.00442656
4.680e-04,0.0258016,0.0214266,,4.680e-04,0.004375
4.700e-04,0.0257969,0.0213813,,4.700e-04,0.00441563
4.720e-04,0.0258281,0.0213563,,4.720e-04,0.00447188
4.740e-04,0.0258578,0.02125,,4.740e-04,0.00460781
4.760e-04,0.0258703,0.021325,,4.760e-04,0.00454531
4.780e-04,0.0259141,0.0212016,,4.780e-04,0.0047125
4.800e-04,0.0259234,0.0213797,,4.800e-04,0.00454375
4.820e-04,0.0258219,0.0213641,,4.820e-04,0.00445781
4.840e-04,0.0243953,0.0210969,,4.840e-04,0.00329844
4.860e-04,0.0239359,0.0210359,,4.860e-04,0.0029
4.880e-04,0.0235797,0.0209906,,4.880e-04,0.00258906
4.900e-04,0.0232609,0.0210141,,4.900e-04,0.00224688
4.920e-04,0.0229281,0.0208609,,4.920e-04,0.00206719
4.940e-04,0.0226109,0.0209219,,4.940e-04,0.00168906
4.960e-04,0.0222984,0.0209578,,4.960e-04,0.00134063
4.980e-04,0.0220219,0.0209016,,4.980e-04,0.00112031
5.000e-04,0.021725,0.020925,,5.000e-04,0.0008
5.020e-04,0.0214297,0.0209391,,5.020e-04,0.000490625
5.040e-04,0.0211766,0.0209328,,5.040e-04,0.00024375
5.060e-04,0.0208891,0.0209094,,5.060e-04,-2.03125e-05
5.080e-04,0.0205922,0.0208438,,5.080e-04,-0.000251562
5.100e-04,0.0203281,0.0207438,,5.100e-04,-0.000415625
5.120e-04,0.0200719,0.0206578,,5.120e-04,-0.000585938
5.140e-04,0.0197969,0.0205969,,5.140e-04,-0.0008
5.160e-04,0.0195641,0.0206906,,5.160e-04,-0.00112656
5.180e-04,0.0193344,0.0205531,,5.180e-04,-0.00121875
5.200e-04,0.0191109,0.0204109,,5.200e-04,-0.0013
5.220e-04,0.0188938,0.0202547,,5.220e-04,-0.00136094
5.240e-04,0.0186844,0.0201625,,5.240e-04,-0.00147813
5.260e-04,0.0185328,0.0202063,,5.260e-04,-0.00167344
5.280e-04,0.0185203,0.0201094,,5.280e-04,-0.00158906
5.300e-04,0.0184344,0.0201297,,5.300e-04,-0.00169531
5.320e-04,0.0183219,0.0203203,,5.320e-04,-0.00199844
5.340e-04,0.0182031,0.0202562,,5.340e-04,-0.00205313
5.360e-04,0.0180813,0.0202797,,5.360e-04,-0.00219844
5.380e-04,0.0179359,0.0202391,,5.380e-04,-0.00230313
5.400e-04,0.0177891,0.0202625,,5.400e-04,-0.00247344
5.420e-04,0.0176594,0.020275,,5.420e-04,-0.00261563
5.440e-04,0.0175141,0.0202641,,5.440e-04,-0.00275
5.460e-04,0.0173906,0.0203172,,5.460e-04,-0.00292656
5.480e-04,0.0172703,0.0203375,,5.480e-04,-0.00306719
5.500e-04,0.0171469,0.0201672,,5.500e-04,-0.00302031
5.520e-04,0.0169984,0.0200891,,5.520e-04,-0.00309063
5.540e-04,0.0168969,0.0199437,,5.540e-04,-0.00304688
5.560e-04,0.0167406,0.0197469,,5.560e-04,-0.00300625
5.580e-04,0.0166328,0.0197547,,5.580e-04,-0.00312188
5.600e-04,0.0165172,0.0195859,,5.600e-04,-0.00306875
5.620e-04,0.0163844,0.0195938,,5.620e-04,-0.00320938
5.640e-04,0.0162953,0.0194875,,5.640e-04,-0.00319219
5.660e-04,0.0161844,0.0195,,5.660e-04,-0.00331563
5.680e-04,0.0160875,0.0194391,,5.680e-04,-0.00335156
5.700e-04,0.0159625,0.0192406,,5.700e-04,-0.00327813
5.720e-04,0.0158406,0.01915,,5.720e-04,-0.00330938
5.740e-04,0.0157375,0.0190563,,5.740e-04,-0.00331875
5.760e-04,0.015625,0.018975,,5.760e-04,-0.00335
5.780e-04,0.0155438,0.0190641,,5.780e-04,-0.00352031
5.800e-04,0.0154375,0.0191047,,5.800e-04,-0.00366719
5.820e-04,0.0153359,0.0189844,,5.820e-04,-0.00364844
5.840e-04,0.0152266,0.0191063,,5.840e-04,-0.00387969
5.860e-04,0.0151172,0.0189875,,5.860e-04,-0.00387031
5.880e-04,0.0150031,0.0189469,,5.880e-04,-0.00394375
5.900e-04,0.0149172,0.01885,,5.900e-04,-0.00393281
5.920e-04,0.0148234,0.0187078,,5.920e-04,-0.00388438
5.940e-04,0.0147172,0.0186641,,5.940e-04,-0.00394688
5.960e-04,0.0146359,0.0186641,,5.960e-04,-0.00402813
5.980e-04,0.0145266,0.0185656,,5.980e-04,-0.00403906
6.000e-04,0.0144344,0.0185484,,6.000e-04,-0.00411406
6.020e-04,0.0143484,0.0182781,,6.020e-04,-0.00392969
6.040e-04,0.0142703,0.018225,,6.040e-04,-0.00395469
6.060e-04,0.0141734,0.0182203,,6.060e-04,-0.00404688
6.080e-04,0.0141047,0.0180891,,6.080e-04,-0.00398438
6.100e-04,0.0140156,0.018,,6.100e-04,-0.00398438
6.120e-04,0.0139344,0.0181266,,6.120e-04,-0.00419219
6.140e-04,0.0138484,0.0180453,,6.140e-04,-0.00419688
6.160e-04,0.0137516,0.0179609,,6.160e-04,-0.00420938
6.180e-04,0.0136703,0.0177609,,6.180e-04,-0.00409063
6.200e-04,0.0135937,0.0177906,,6.200e-04,-0.00419688
6.220e-04,0.0135328,0.0176828,,6.220e-04,-0.00415
6.240e-04,0.0134469,0.0177984,,6.240e-04,-0.00435156
6.260e-04,0.0133703,0.0177906,,6.260e-04,-0.00442031
6.280e-04,0.0132922,0.0178781,,6.280e-04,-0.00458594
6.300e-04,0.0132312,0.0176672,,6.300e-04,-0.00443594
6.320e-04,0.0131547,0.0175625,,6.320e-04,-0.00440781
6.340e-04,0.0130688,0.0174797,,6.340e-04,-0.00441094
6.360e-04,0.0129969,0.0173984,,6.360e-04,-0.00440156
6.380e-04,0.0129297,0.0173063,,6.380e-04,-0.00437656
6.400e-04,0.0128625,0.0171203,,6.400e-04,-0.00425781
6.420e-04,0.0128,0.0170453,,6.420e-04,-0.00424531
6.440e-04,0.0127437,0.0171641,,6.440e-04,-0.00442031
6.460e-04,0.0126625,0.0170297,,6.460e-04,-0.00436719
6.480e-04,0.0126219,0.0168828,,6.480e-04,-0.00426094
6.500e-04,0.0125578,0.0167781,,6.500e-04,-0.00422031
6.520e-04,0.012475,0.0165984,,6.520e-04,-0.00412344
6.540e-04,0.0124109,0.0164906,,6.540e-04,-0.00407969
6.560e-04,0.0123453,0.0165859,,6.560e-04,-0.00424063
6.580e-04,0.0122859,0.0165375,,6.580e-04,-0.00425156
6.600e-04,0.0122281,0.0165141,,6.600e-04,-0.00428594
6.620e-04,0.012175,0.0164859,,6.620e-04,-0.00431094
6.640e-04,0.0121141,0.0161844,,6.640e-04,-0.00407031
6.660e-04,0.0120578,0.0162937,,6.660e-04,-0.00423594
6.680e-04,0.0119813,0.0162828,,6.680e-04,-0.00430156
6.700e-04,0.0119406,0.0161844,,6.700e-04,-0.00424375
6.720e-04,0.0119063,0.0162063,,6.720e-04,-0.0043
6.740e-04,0.0118188,0.0161969,,6.740e-04,-0.00437813
6.760e-04,0.0117641,0.0161531,,6.760e-04,-0.00438906
6.780e-04,0.0117078,0.0160297,,6.780e-04,-0.00432188
6.800e-04,0.0116469,0.0158719,,6.800e-04,-0.004225
6.820e-04,0.0115656,0.0156937,,6.820e-04,-0.00412813
6.840e-04,0.0115328,0.0155719,,6.840e-04,-0.00403906
6.860e-04,0.0114719,0.0154141,,6.860e-04,-0.00394219
6.880e-04,0.0114078,0.0155156,,6.880e-04,-0.00410781
6.900e-04,0.0113453,0.0153875,,6.900e-04,-0.00404219
6.920e-04,0.0113094,0.0153594,,6.920e-04,-0.00405
6.940e-04,0.0112531,0.0154078,,6.940e-04,-0.00415469
6.960e-04,0.0112047,0.0153,,6.960e-04,-0.00409531
6.980e-04,0.0111438,0.0152781,,6.980e-04,-0.00413438
7.000e-04,0.0110813,0.0151844,,7.000e-04,-0.00410313
7.020e-04,0.0110016,0.0151375,,7.020e-04,-0.00413594
7.040e-04,0.0109656,0.0151359,,7.040e-04,-0.00417031
7.060e-04,0.0109,0.0151281,,7.060e-04,-0.00422813
7.080e-04,0.0108594,0.0152312,,7.080e-04,-0.00437188
7.100e-04,0.0108141,0.0152312,,7.100e-04,-0.00441719
7.120e-04,0.01075,0.0151078,,7.120e-04,-0.00435781
7.140e-04,0.0106766,0.0149578,,7.140e-04,-0.00428125
7.160e-04,0.0106344,0.0149578,,7.160e-04,-0.00432344
7.180e-04,0.0105797,0.0148688,,7.180e-04,-0.00428906
7.200e-04,0.0105188,0.0147391,,7.200e-04,-0.00422031
7.220e-04,0.0104891,0.0147781,,7.220e-04,-0.00428906
7.240e-04,0.0104453,0.0146281,,7.240e-04,-0.00418281
7.260e-04,0.0103875,0.0145766,,7.260e-04,-0.00418906
7.280e-04,0.0103438,0.0144672,,7.280e-04,-0.00412344
7.300e-04,0.0102906,0.0143922,,7.300e-04,-0.00410156
7.320e-04,0.0102344,0.0141906,,7.320e-04,-0.00395625
7.340e-04,0.0101937,0.0142969,,7.340e-04,-0.00410313
7.360e-04,0.0101437,0.0142438,,7.360e-04,-0.0041
7.380e-04,0.0100859,0.01425,,7.380e-04,-0.00416406
7.400e-04,0.0100453,0.0142094,,7.400e-04,-0.00416406
7.420e-04,0.0100109,0.0141578,,7.420e-04,-0.00414688
7.440e-04,0.00997031,0.0140734,,7.440e-04,-0.00410313
7.460e-04,0.00989219,0.0140313,,7.460e-04,-0.00413906
7.480e-04,0.00984687,0.0139828,,7.480e-04,-0.00413594
7.500e-04,0.00981562,0.0140359,,7.500e-04,-0.00422031
7.520e-04,0.00975781,0.0139578,,7.520e-04,-0.0042
7.540e-04,0.00972031,0.0138734,,7.540e-04,-0.00415313
7.560e-04,0.00965625,0.0138047,,7.560e-04,-0.00414844
7.580e-04,0.00962031,0.0136672,,7.580e-04,-0.00404688
7.600e-04,0.00957031,0.013675,,7.600e-04,-0.00410469
7.620e-04,0.00950625,0.013475,,7.620e-04,-0.00396875
7.640e-04,0.00948594,0.0134297,,7.640e-04,-0.00394375
7.660e-04,0.00941563,0.0133906,,7.660e-04,-0.003975
7.680e-04,0.0094,0.0133828,,7.680e-04,-0.00398281
7.700e-04,0.00936875,0.0133891,,7.700e-04,-0.00402031
7.720e-04,0.00930781,0.0133813,,7.720e-04,-0.00407344
7.740e-04,0.00928594,0.0133453,,7.740e-04,-0.00405938
7.760e-04,0.009225,0.0131062,,7.760e-04,-0.00388125
7.780e-04,0.00917656,0.0130969,,7.780e-04,-0.00392031
