Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.002
Horizontal Delay,0
Sample Interval,2e-05
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-4
,
,
,
Label,
TIME,CH1
-1.00e-02,-9.375e-05
-9.98e-03,-0.0002625
-9.96e-03,-0.00035625
-9.94e-03,-0.00028125
-9.92e-03,-0.00034375
-9.90e-03,-0.000390625
-9.88e-03,-0.00021875
-9.86e-03,-0.000134375
-9.84e-03,-0.000571875
-9.82e-03,-0.0001625
-9.80e-03,-0.000446875
-9.78e-03,-0.00038125
-9.76e-03,-0.00039375
-9.74e-03,-0.000278125
-9.72e-03,-0.000471875
-9.70e-03,-0.000228125
-9.68e-03,-0.0002625
-9.66e-03,-0.000303125
-9.64e-03,-0.0002125
-9.62e-03,-0.0003625
-9.60e-03,-0.0004125
-9.58e-03,-0.000175
-9.56e-03,-0.00026875
-9.54e-03,-0.000271875
-9.52e-03,-0.00026875
-9.50e-03,-0.00036875
-9.48e-03,-0.000315625
-9.46e-03,-0.000359375
-9.44e-03,-0.000375
-9.42e-03,-0.00024375
-9.40e-03,-9.6875e-05
-9.38e-03,-0.00035625
-9.36e-03,-0.00020625
-9.34e-03,-0.00031875
-9.32e-03,-0.000275
-9.30e-03,-0.000459375
-9.28e-03,-0.00036875
-9.26e-03,-0.000521875
-9.24e-03,-0.000275
-9.22e-03,-0.00034375
-9.20e-03,-0.000215625
-9.18e-03,-0.000309375
-9.16e-03,-0.00035
-9.14e-03,-0.00034375
-9.12e-03,-0.0003
-9.10e-03,-0.000503125
-9.08e-03,-0.0002375
-9.06e-03,-0.000240625
-9.04e-03,-0.000390625
-9.02e-03,-0.000421875
-9.00e-03,-4.375e-05
-8.98e-03,-0.000346875
-8.96e-03,-0.000284375
-8.94e-03,-0.000215625
-8.92e-03,-0.00016875
-8.90e-03,-0.00025
-8.88e-03,-0.0003375
-8.86e-03,-4.375e-05
-8.84e-03,-0.000190625
-8.82e-03,-0.000253125
-8.80e-03,-0.000384375
-8.78e-03,-0.0003125
-8.76e-03,-0.000275
-8.74e-03,-0.000159375
-8.72e-03,-0.00035625
-8.70e-03,-0.0002875
-8.68e-03,-3.4375e-05
-8.66e-03,-0.0002375
-8.64e-03,-0.000134375
-8.62e-03,-0.000303125
-8.60e-03,-0.0002625
-8.58e-03,-0.000359375
-8.56e-03,-0.000359375
-8.54e-03,-0.000359375
-8.52e-03,-0.00043125
-8.50e-03,-0.000340625
-8.48e-03,-0.00013125
-8.46e-03,-0.000340625
-8.44e-03,-0.00044375
-8.42e-03,-0.00030625
-8.40e-03,-0.000328125
-8.38e-03,-0.000171875
-8.36e-03,-0.000240625
-8.34e-03,-0.000290625
-8.32e-03,-0.000425
-8.30e-03,-0.000296875
-8.28e-03,-0.000121875
-8.26e-03,-0.000171875
-8.24e-03,-0.00029375
-8.22e-03,-0.000334375
-8.20e-03,-0.000434375
-8.18e-03,-0.00021875
-8.16e-03,-0.000246875
-8.14e-03,-0.000396875
-8.12e-03,-0.000109375
-8.10e-03,-0.0002875
-8.08e-03,-0.00040625
-8.06e-03,-0.000290625
-8.04e-03,-0.00036875
-8.02e-03,-0.000328125
-8.00e-03,-0.000421875
-7.98e-03,-0.000315625
-7.96e-03,-0.000328125
-7.94e-03,-0.000228125
-7.92e-03,-0.000440625
-7.90e-03,-0.0002875
-7.88e-03,-0.00029375
-7.86e-03,-0.0003125
-7.84e-03,-0.000246875
-7.82e-03,-0.000321875
-7.80e-03,-0.000346875
-7.78e-03,-0.000328125
-7.76e-03,-0.000371875
-7.74e-03,-0.000284375
-7.72e-03,-0.0001375
-7.70e-03,-0.00034375
-7.68e-03,-0.000315625
-7.66e-03,-0.000275
-7.64e-03,-0.00013125
-7.62e-03,-0.00030625
-7.60e-03,-0.000178125
-7.58e-03,-0.000240625
-7.56e-03,-0.000234375
-7.54e-03,-0.00039375
-7.52e-03,-0.000321875
-7.50e-03,-0.00029375
-7.48e-03,-0.0002875
-7.46e-03,-0.000471875
-7.44e-03,-0.000209375
-7.42e-03,-0.000396875
-7.40e-03,-0.000328125
-7.38e-03,-0.000284375
-7.36e-03,-0.000471875
-7.34e-03,-0.00026875
-7.32e-03,-0.000275
-7.30e-03,-0.00029375
-7.28e-03,-0.000296875
-7.26e-03,-0.000371875
-7.24e-03,-0.000259375
-7.22e-03,-0.00023125
-7.20e-03,-0.000328125
-7.18e-03,-0.000153125
-7.16e-03,-0.00041875
-7.14e-03,-0.000346875
-7.12e-03,-0.000278125
-7.10e-03,-0.000359375
-7.08e-03,-0.000325
-7.06e-03,-0.000315625
-7.04e-03,-0.000275
-7.02e-03,-0.000340625
-7.00e-03,-0.00035625
-6.98e-03,-0.00035625
-6.96e-03,-0.000371875
-6.94e-03,-0.00015625
-6.92e-03,-0.0002375
-6.90e-03,-0.000278125
-6.88e-03,-0.000346875
-6.86e-03,-0.000340625
-6.84e-03,-0.000571875
-6.82e-03,-0.000296875
-6.80e-03,-0.00031875
-6.78e-03,-0.000315625
-6.76e-03,-0.000296875
-6.74e-03,-0.000453125
-6.72e-03,-0.000140625
-6.70e-03,-0.000253125
-6.68e-03,-0.000378125
-6.66e-03,-0.00030625
-6.64e-03,-0.000203125
-6.62e-03,-0.000315625
-6.60e-03,-0.000184375
-6.58e-03,-0.000140625
-6.56e-03,-0.00025
-6.54e-03,-0.00015
-6.52e-03,-0.00048125
-6.50e-03,-0.0001375
-6.48e-03,-0.000375
-6.46e-03,-0.00031875
-6.44e-03,-0.000184375
-6.42e-03,-0.0003125
-6.40e-03,-0.0003
-6.38e-03,-0.0002125
-6.36e-03,-0.000228125
-6.34e-03,-0.000221875
-6.32e-03,-0.00035
-6.30e-03,-0.000346875
-6.28e-03,-0.00019375
-6.26e-03,-0.0004375
-6.24e-03,-0.0003125
-6.22e-03,-0.000290625
-6.20e-03,-0.0002875
-6.18e-03,-0.00015
-6.16e-03,-0.000215625
-6.14e-03,-0.000325
-6.12e-03,-0.000378125
-6.10e-03,-0.00029375
-6.08e-03,-0.0002125
-6.06e-03,-0.000409375
-6.04e-03,-0.000309375
-6.02e-03,-0.0002875
-6.00e-03,-0.000215625
-5.98e-03,-0.00023125
-5.96e-03,-0.000346875
-5.94e-03,-0.000284375
-5.92e-03,-0.00025625
-5.90e-03,-0.00026875
-5.88e-03,-0.00033125
-5.86e-03,-0.000309375
-5.84e-03,-0.000309375
-5.82e-03,-0.000171875
-5.80e-03,-0.00015625
-5.78e-03,-0.000334375
-5.76e-03,-0.000390625
-5.74e-03,-0.000340625
-5.72e-03,-0.00030625
-5.70e-03,-0.0003
-5.68e-03,-0.000296875
-5.66e-03,-0.000396875
-5.64e-03,-0.00034375
-5.62e-03,-0.0002125
-5.60e-03,-0.000284375
-5.58e-03,-0.0003
-5.56e-03,-0.000384375
-5.54e-03,-0.000159375
-5.52e-03,-0.000175
-5.50e-03,4.0625e-05
-5.48e-03,-0.00025
-5.46e-03,-0.0001375
-5.44e-03,-0.000178125
-5.42e-03,-0.00036875
-5.40e-03,-0.000278125
-5.38e-03,-0.000390625
-5.36e-03,-0.000346875
-5.34e-03,-0.000159375
-5.32e-03,-0.000265625
-5.30e-03,-0.0005125
-5.28e-03,-0.00016875
-5.26e-03,-0.00011875
-5.24e-03,-0.00015625
-5.22e-03,-0.000371875
-5.20e-03,-0.000196875
-5.18e-03,-0.0002625
-5.16e-03,-0.000375
-5.14e-03,-0.00048125
-5.12e-03,-0.000303125
-5.10e-03,-0.000134375
-5.08e-03,-0.000309375
-5.06e-03,-0.00025625
-5.04e-03,-6.5625e-05
-5.02e-03,-0.000440625
-5.00e-03,-0.000340625
-4.98e-03,-0.000328125
-4.96e-03,-0.000221875
-4.94e-03,-0.000296875
-4.92e-03,-0.00048125
-4.90e-03,-8.125e-05
-4.88e-03,-0.000415625
-4.86e-03,-0.000446875
-4.84e-03,-0.000334375
-4.82e-03,-0.000346875
-4.80e-03,-0.00015
-4.78e-03,-0.000215625
-4.76e-03,-0.000375
-4.74e-03,-0.00041875
-4.72e-03,-0.000253125
-4.70e-03,-0.000125
-4.68e-03,-0.000253125
-4.66e-03,-0.000103125
-4.64e-03,-0.000471875
-4.62e-03,-0.00028125
-4.60e-03,-0.000303125
-4.58e-03,-0.000290625
-4.56e-03,-0.0002125
-4.54e-03,-0.000378125
-4.52e-03,-0.0002125
-4.50e-03,-5.9375e-05
-4.48e-03,-0.000340625
-4.46e-03,-0.000146875
-4.44e-03,-0.000403125
-4.42e-03,-0.000253125
-4.40e-03,-0.000221875
-4.38e-03,-0.000134375
-4.36e-03,-0.000471875
-4.34e-03,-0.000265625
-4.32e-03,-0.00048125
-4.30e-03,-0.00031875
-4.28e-03,-0.000265625
-4.26e-03,-0.000328125
-4.24e-03,-0.00026875
-4.22e-03,-0.00021875
-4.20e-03,-0.000134375
-4.18e-03,-7.8125e-05
-4.16e-03,-0.000321875
-4.14e-03,-0.000234375
-4.12e-03,-0.000178125
-4.10e-03,-0.0003875
-4.08e-03,-0.000315625
-4.06e-03,-0.000265625
-4.04e-03,-0.00041875
-4.02e-03,-0.0003375
-4.00e-03,-0.00021875
-3.98e-03,-0.000328125
-3.96e-03,-0.00024375
-3.94e-03,2.8125e-05
-3.92e-03,-0.00050625
-3.90e-03,-0.0003125
-3.88e-03,-0.00026875
-3.86e-03,-0.00039375
-3.84e-03,-0.00020625
-3.82e-03,-0.000346875
-3.80e-03,-0.000565625
-3.78e-03,-0.000240625
-3.76e-03,-0.0005625
-3.74e-03,-0.00023125
-3.72e-03,-0.000175
-3.70e-03,-0.000184375
-3.68e-03,-0.000371875
-3.66e-03,-0.0001125
-3.64e-03,-0.000153125
-3.62e-03,-0.00046875
-3.60e-03,-0.00026875
-3.58e-03,-0.00040625
-3.56e-03,-6.25e-05
-3.54e-03,-0.000321875
-3.52e-03,-0.000290625
-3.50e-03,-0.00025625
-3.48e-03,-0.00024375
-3.46e-03,-0.000203125
-3.44e-03,-0.000346875
-3.42e-03,-0.00015625
-3.40e-03,-0.000396875
-3.38e-03,-0.0003
-3.36e-03,-0.000234375
-3.34e-03,-0.00015
-3.32e-03,-0.00019375
-3.30e-03,-0.00020625
-3.28e-03,-0.000153125
-3.26e-03,-0.000421875
-3.24e-03,-0.00035625
-3.22e-03,-0.0005125
-3.20e-03,-0.000240625
-3.18e-03,-0.0002125
-3.16e-03,-0.0003375
-3.14e-03,-0.00026875
-3.12e-03,-0.00026875
-3.10e-03,-0.000371875
-3.08e-03,-0.00039375
-3.06e-03,-0.000396875
-3.04e-03,-0.000321875
-3.02e-03,-0.0001625
-3.00e-03,-0.0004
-2.98e-03,-0.000378125
-2.96e-03,-0.000259375
-2.94e-03,-0.000321875
-2.92e-03,-0.000296875
-2.90e-03,-0.0001875
-2.88e-03,-0.000278125
-2.86e-03,-0.00019375
-2.84e-03,-0.000284375
-2.82e-03,-0.000265625
-2.80e-03,-0.000365625
-2.78e-03,-0.000415625
-2.76e-03,-0.000146875
-2.74e-03,-0.00046875
-2.72e-03,-0.000215625
-2.70e-03,-0.000328125
-2.68e-03,-0.0001625
-2.66e-03,-0.000375
-2.64e-03,-0.000409375
-2.62e-03,-0.0001875
-2.60e-03,-0.000303125
-2.58e-03,-0.0002875
-2.56e-03,-0.000334375
-2.54e-03,-8.4375e-05
-2.52e-03,-0.000325
-2.50e-03,-0.0005375
-2.48e-03,-0.000303125
-2.46e-03,-0.00046875
-2.44e-03,-0.000240625
-2.42e-03,-0.000346875
-2.40e-03,-0.00039375
-2.38e-03,-0.000125
-2.36e-03,-0.0002875
-2.34e-03,-0.000121875
-2.32e-03,-0.00036875
-2.30e-03,-0.000371875
