Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,
7.640e-04,-0.00859375,0.00516406,-0.00453125
7.644e-04,-0.00878125,0.00523125,-0.0045625
7.648e-04,-0.00859375,0.00515625,-0.00460937
7.652e-04,-0.00875,0.00543125,-0.00439063
7.656e-04,-0.00940625,0.00507344,-0.00478125
7.660e-04,-0.00965625,0.00506406,-0.0055625
7.664e-04,-0.0085,0.00502656,-0.00475
7.668e-04,-0.00740625,0.00500156,-0.004
7.672e-04,-0.00834375,0.00520938,-0.00421875
7.676e-04,-0.008,0.00515781,-0.00460937
7.680e-04,-0.00903125,0.00502344,-0.00475
7.684e-04,-0.0089375,0.00509375,-0.00473437
7.688e-04,-0.007875,0.00506719,-0.00428125
7.692e-04,-0.0091875,0.00492188,-0.00492188
7.696e-04,-0.0095,0.00517188,-0.00484375
7.700e-04,-0.00853125,0.00521719,-0.004375
7.704e-04,-0.00825,0.00501563,-0.00473437
7.708e-04,-0.00940625,0.00495781,-0.0049375
7.712e-04,-0.0089375,0.00507656,-0.00451562
7.716e-04,-0.0090625,0.0049625,-0.00471875
7.720e-04,-0.00884375,0.00490938,-0.00459375
7.724e-04,-0.007875,0.00524531,-0.00401563
7.728e-04,-0.00984375,0.00479375,-0.00495313
7.732e-04,-0.00896875,0.00484219,-0.00445313
7.736e-04,-0.0096875,0.00486406,-0.00498438
7.740e-04,-0.0094375,0.00495156,-0.00454687
7.744e-04,-0.008125,0.00487813,-0.00425
7.748e-04,-0.008875,0.00480938,-0.00515625
7.752e-04,-0.00846875,0.00500469,-0.00464062
7.756e-04,-0.00909375,0.00495938,-0.00465625
7.760e-04,-0.00790625,0.00486875,-0.00459375
7.764e-04,-0.009875,0.00482969,-0.00496875
7.768e-04,-0.00878125,0.00475,-0.0044375
7.772e-04,-0.00859375,0.00487813,-0.004875
7.776e-04,-0.00815625,0.00473125,-0.00467187
7.780e-04,-0.00775,0.00489688,-0.00414063
7.784e-04,-0.0081875,0.00457969,-0.00489063
7.788e-04,-0.00984375,0.00470625,-0.00520313
7.792e-04,-0.00840625,0.00481406,-0.00471875
7.796e-04,-0.007875,0.00485,-0.004125
7.800e-04,-0.0081875,0.00465156,-0.00432813
7.804e-04,-0.00803125,0.00464375,-0.00457812
7.808e-04,-0.008875,0.00465156,-0.0048125
7.812e-04,-0.00846875,0.00479063,-0.00473437
7.816e-04,-0.00875,0.00474375,-0.0043125
7.820e-04,-0.009625,0.00469688,-0.00501563
7.824e-04,-0.00975,0.00465781,-0.00492188
7.828e-04,-0.0083125,0.00440156,-0.00442188
7.832e-04,-0.0085,0.0046875,-0.00485937
7.836e-04,-0.0088125,0.00475469,-0.00475
7.840e-04,-0.007875,0.00445469,-0.00459375
7.844e-04,-0.00925,0.00455781,-0.00503125
7.848e-04,-0.008,0.00447344,-0.004375
7.852e-04,-0.007,0.0047,-0.00415625
7.856e-04,-0.00978125,0.00452813,-0.00520313
7.860e-04,-0.0090625,0.00460781,-0.00465625
7.864e-04,-0.0095,0.00443281,-0.00489063
7.868e-04,-0.00878125,0.00451406,-0.00429688
7.872e-04,-0.00821875,0.00452187,-0.00425
7.876e-04,-0.00884375,0.0044125,-0.00489063
7.880e-04,-0.00909375,0.00452813,-0.00471875
7.884e-04,-0.00934375,0.00450625,-0.00471875
7.888e-04,-0.00771875,0.00442969,-0.00446875
7.892e-04,-0.01,0.0045375,-0.00495313
7.896e-04,-0.00878125,0.00442656,-0.00446875
7.900e-04,-0.0086875,0.00435625,-0.00417188
7.904e-04,-0.00925,0.00430313,-0.00484375
7.908e-04,-0.00825,0.00432344,-0.0041875
7.912e-04,-0.00953125,0.00447656,-0.004875
7.916e-04,-0.0096875,0.00428906,-0.00526563
7.920e-04,-0.00915625,0.00427656,-0.00464062
7.924e-04,-0.00834375,0.004425,-0.00417188
7.928e-04,-0.00834375,0.00419688,-0.00454687
7.932e-04,-0.008,0.00431094,-0.00451562
7.936e-04,-0.00959375,0.00422969,-0.00492188
7.940e-04,-0.0088125,0.004325,-0.0048125
7.944e-04,-0.0079375,0.00447188,-0.00426563
7.948e-04,-0.009375,0.00431875,-0.00507813
7.952e-04,-0.0091875,0.00427031,-0.0048125
7.956e-04,-0.008375,0.00419844,-0.0043125
7.960e-04,-0.0085,0.00424531,-0.0048125
7.964e-04,-0.0085625,0.00422031,-0.00485937
7.968e-04,-0.008875,0.00420781,-0.00451562
7.972e-04,-0.009125,0.00416875,-0.004625
7.976e-04,-0.008375,0.0041875,-0.00453125
7.980e-04,-0.00775,0.00419844,-0.00409375
7.984e-04,-0.0095,0.00415469,-0.00514063
7.988e-04,-0.00878125,0.00410625,-0.0045625
7.992e-04,-0.00915625,0.00422187,-0.00489063
7.996e-04,-0.008125,0.0041375,-0.00470312
8.000e-04,-0.0085625,0.00423594,-0.00464062
8.004e-04,-0.00821875,0.00418594,-0.00464062
8.008e-04,-0.00896875,0.00404688,-0.00460937
8.012e-04,-0.009375,0.00419844,-0.0048125
8.016e-04,-0.007875,0.004175,-0.00428125
8.020e-04,-0.009125,0.004075,-0.00479687
8.024e-04,-0.0083125,0.00418438,-0.00434375
8.028e-04,-0.00840625,0.00413594,-0.00457812
8.032e-04,-0.00828125,0.00412969,-0.00490625
8.036e-04,-0.00821875,0.00402656,-0.00417188
8.040e-04,-0.0090625,0.00411094,-0.00492188
8.044e-04,-0.01,0.0041125,-0.0050625
8.048e-04,-0.009375,0.00403594,-0.00482812
8.052e-04,-0.00740625,0.00408125,-0.00384375
8.056e-04,-0.00784375,0.00408281,-0.00485937
8.060e-04,-0.007875,0.00389375,-0.0046875
8.064e-04,-0.008625,0.00412969,-0.00471875
8.068e-04,-0.00875,0.0038625,-0.00442188
8.072e-04,-0.00865625,0.00410781,-0.00476562
8.076e-04,-0.00971875,0.00385469,-0.00496875
8.080e-04,-0.0088125,0.00400156,-0.00479687
8.084e-04,-0.00753125,0.00399375,-0.00426563
8.088e-04,-0.0085625,0.00405469,-0.00476562
8.092e-04,-0.0088125,0.00394531,-0.00479687
8.096e-04,-0.0086875,0.00392188,-0.00470312
8.100e-04,-0.00859375,0.00398125,-0.00446875
8.104e-04,-0.00878125,0.00390625,-0.004875
8.108e-04,-0.00746875,0.00396563,-0.00428125
8.112e-04,-0.0095625,0.00384531,-0.0050625
8.116e-04,-0.00884375,0.00386563,-0.004625
8.120e-04,-0.00946875,0.0037,-0.005125
8.124e-04,-0.0086875,0.00377344,-0.00453125
8.128e-04,-0.00809375,0.00383594,-0.00432813
8.132e-04,-0.00915625,0.00397812,-0.00490625
8.136e-04,-0.00915625,0.00377813,-0.00473437
8.140e-04,-0.00928125,0.0038375,-0.00473437
8.144e-04,-0.00821875,0.00394531,-0.00445313
8.148e-04,-0.00959375,0.00356875,-0.00510938
8.152e-04,-0.00828125,0.00382188,-0.0045
8.156e-04,-0.0083125,0.00380938,-0.0045625
8.160e-04,-0.0095,0.00367812,-0.0045625
8.164e-04,-0.00796875,0.00381563,-0.00426563
8.168e-04,-0.00953125,0.00373281,-0.00476562
8.172e-04,-0.0100313,0.00366563,-0.00545313
8.176e-04,-0.00884375,0.00368125,-0.00484375
8.180e-04,-0.007,0.00380625,-0.00409375
8.184e-04,-0.00875,0.00380625,-0.004625
8.188e-04,-0.009,0.00361094,-0.00426563
8.192e-04,-0.00871875,0.0038875,-0.00465625
8.196e-04,-0.00865625,0.00365156,-0.00445313
8.200e-04,-0.0081875,0.00364844,-0.00467187
8.204e-04,-0.00959375,0.00374375,-0.00510938
8.208e-04,-0.00934375,0.00354063,-0.00473437
8.212e-04,-0.00865625,0.00362344,-0.00448438
8.216e-04,-0.008625,0.00365625,-0.005125
8.220e-04,-0.00959375,0.00361094,-0.00496875
8.224e-04,-0.00871875,0.00350938,-0.00439063
8.228e-04,-0.0093125,0.00359063,-0.00473437
8.232e-04,-0.0091875,0.00365469,-0.00476562
8.236e-04,-0.0081875,0.00349375,-0.00467187
8.240e-04,-0.00925,0.00360469,-0.00526563
8.244e-04,-0.0091875,0.00352969,-0.0045625
8.248e-04,-0.0096875,0.00357969,-0.00490625
8.252e-04,-0.009,0.00369063,-0.00440625
8.256e-04,-0.0085625,0.00356406,-0.00423438
8.260e-04,-0.00890625,0.00343906,-0.005125
8.264e-04,-0.0081875,0.00354063,-0.00465625
8.268e-04,-0.008625,0.00341719,-0.00504688
8.272e-04,-0.00721875,0.00358438,-0.004375
8.276e-04,-0.009625,0.00344844,-0.00473437
8.280e-04,-0.00859375,0.00345469,-0.004375
8.284e-04,-0.0084375,0.00343281,-0.00471875
8.288e-04,-0.00953125,0.00328906,-0.00503125
8.292e-04,-0.0080625,0.00352813,-0.00417188
8.296e-04,-0.009375,0.00332188,-0.00482812
8.300e-04,-0.00921875,0.00336406,-0.00539063
8.304e-04,-0.0091875,0.00357031,-0.00470312
8.308e-04,-0.00775,0.00341406,-0.00420313
8.312e-04,-0.007625,0.00340938,-0.00439063
8.316e-04,-0.00825,0.00345,-0.00446875
8.320e-04,-0.00925,0.00330625,-0.00467187
8.324e-04,-0.00978125,0.00349375,-0.00471875
8.328e-04,-0.00784375,0.00351406,-0.0043125
8.332e-04,-0.009875,0.00336719,-0.0051875
8.336e-04,-0.00953125,0.00326563,-0.00484375
8.340e-04,-0.00840625,0.00342813,-0.00429688
8.344e-04,-0.0089375,0.00325781,-0.00528125
8.348e-04,-0.009125,0.00336406,-0.00473437
8.352e-04,-0.008375,0.00329844,-0.00448438
8.356e-04,-0.0084375,0.00333594,-0.00478125
8.360e-04,-0.00871875,0.00334531,-0.0045
8.364e-04,-0.0078125,0.003325,-0.00428125
8.368e-04,-0.00975,0.00345469,-0.00490625
8.372e-04,-0.0089375,0.00329063,-0.00464062
8.376e-04,-0.00978125,0.00320937,-0.00484375
8.380e-04,-0.00909375,0.003325,-0.0045
8.384e-04,-0.00859375,0.00321719,-0.0043125
8.388e-04,-0.00934375,0.00317344,-0.005125
8.392e-04,-0.00903125,0.00340469,-0.004875
8.396e-04,-0.00890625,0.00319688,-0.00454687
8.400e-04,-0.007625,0.00323438,-0.00434375
8.404e-04,-0.00925,0.00335781,-0.0049375
8.408e-04,-0.008,0.00306719,-0.00464062
8.412e-04,-0.0081875,0.00318594,-0.00442188
8.416e-04,-0.00865625,0.00305,-0.00473437
8.420e-04,-0.008,0.0032125,-0.0040625
8.424e-04,-0.00915625,0.00305781,-0.004625
8.428e-04,-0.0098125,0.00306563,-0.00521875
8.432e-04,-0.0085,0.00331875,-0.00451562
8.436e-04,-0.00784375,0.00315781,-0.00425
8.440e-04,-0.0080625,0.00304219,-0.00496875
8.444e-04,-0.0083125,0.00319688,-0.00432813
8.448e-04,-0.00940625,0.00315781,-0.0048125
8.452e-04,-0.009,0.00302656,-0.00460937
8.456e-04,-0.00828125,0.00306875,-0.00428125
8.460e-04,-0.008875,0.00310781,-0.00496875
8.464e-04,-0.00921875,0.00309063,-0.00453125
8.468e-04,-0.00871875,0.00299219,-0.00434375
8.472e-04,-0.008875,0.00312813,-0.00507813
8.476e-04,-0.0083125,0.00309844,-0.004875
8.480e-04,-0.00853125,0.00295313,-0.00453125
8.484e-04,-0.00884375,0.00316406,-0.00448438
8.488e-04,-0.0090625,0.00292656,-0.00479687
8.492e-04,-0.0081875,0.00303594,-0.004125
8.496e-04,-0.00990625,0.00305156,-0.00523438
8.500e-04,-0.0088125,0.00288281,-0.00467187
8.504e-04,-0.0098125,0.00315313,-0.00482812
8.508e-04,-0.00865625,0.00310156,-0.00479687
8.512e-04,-0.008625,0.00309063,-0.00426563
8.516e-04,-0.008625,0.00310312,-0.0046875
8.520e-04,-0.008125,0.00279063,-0.00460937
8.524e-04,-0.00878125,0.00289844,-0.00454687
8.528e-04,-0.00828125,0.00298906,-0.00439063
8.532e-04,-0.0095,0.00315938,-0.00482812
8.536e-04,-0.00878125,0.00280156,-0.00471875
8.540e-04,-0.00846875,0.00291563,-0.00446875
8.544e-04,-0.00925,0.00284063,-0.00485937
8.548e-04,-0.007875,0.00280938,-0.0044375
8.552e-04,-0.008875,0.00297344,-0.0050625
8.556e-04,-0.00971875,0.00275312,-0.00523438
8.560e-04,-0.0085,0.00300313,-0.00476562
8.564e-04,-0.0079375,0.00297031,-0.00432813
8.568e-04,-0.00875,0.00290781,-0.0045625
8.572e-04,-0.00784375,0.00293125,-0.00471875
8.576e-04,-0.00915625,0.00273281,-0.00445313
8.580e-04,-0.0089375,0.00274844,-0.00467187
8.584e-04,-0.008375,0.00282969,-0.00451562
8.588e-04,-0.0096875,0.00272969,-0.00489063
8.592e-04,-0.00965625,0.00300156,-0.00492188
8.596e-04,-0.00909375,0.00288906,-0.00453125
8.600e-04,-0.00934375,0.00268594,-0.00490625
8.604e-04,-0.0083125,0.00280938,-0.00426563
8.608e-04,-0.0083125,0.00274844,-0.00442188
8.612e-04,-0.00871875,0.00279688,-0.00434375
8.616e-04,-0.00946875,0.0027875,-0.004625
8.620e-04,-0.00715625,0.0027875,-0.00401563
8.624e-04,-0.00925,0.0027375,-0.00501563
8.628e-04,-0.008375,0.0026125,-0.0044375
8.632e-04,-0.00965625,0.00275469,-0.00485937
8.636e-04,-0.00928125,0.002725,-0.00459375
8.640e-04,-0.008,0.00270781,-0.00432813
8.644e-04,-0.00871875,0.00291719,-0.00496875
8.648e-04,-0.0086875,0.00269844,-0.00446875
8.652e-04,-0.00871875,0.00274844,-0.00457812
8.656e-04,-0.00740625,0.00267969,-0.00425
8.660e-04,-0.00934375,0.00261875,-0.00510938
8.664e-04,-0.00840625,0.00273438,-0.00440625
8.668e-04,-0.0084375,0.0026375,-0.0044375
8.672e-04,-0.00909375,0.00273281,-0.004625
8.676e-04,-0.00809375,0.00272969,-0.00432813
8.680e-04,-0.00790625,0.00273125,-0.00514063
8.684e-04,-0.010125,0.00259688,-0.00515625
8.688e-04,-0.0088125,0.00254844,-0.00445313
8.692e-04,-0.00709375,0.00270469,-0.00373438
8.696e-04,-0.00825,0.00263906,-0.00448438
8.700e-04,-0.00853125,0.00263594,-0.0045625
8.704e-04,-0.00903125,0.00255,-0.00496875
8.708e-04,-0.0089375,0.00241563,-0.00464062
8.712e-04,-0.00803125,0.00250625,-0.00442188
8.716e-04,-0.00909375,0.002575,-0.00514063
8.720e-04,-0.0089375,0.00252188,-0.0048125
8.724e-04,-0.00834375,0.002525,-0.00439063
8.728e-04,-0.0090625,0.00261719,-0.00492188
8.732e-04,-0.0080625,0.00266875,-0.00479687
8.736e-04,-0.0090625,0.00258125,-0.00453125
8.740e-04,-0.008625,0.00259219,-0.00475
8.744e-04,-0.00846875,0.00254531,-0.00425
8.748e-04,-0.0078125,0.00246875,-0.00440625
8.752e-04,-0.0089375,0.00256406,-0.00521875
8.756e-04,-0.00878125,0.00240156,-0.00459375
8.760e-04,-0.00921875,0.00241875,-0.00495313
8.764e-04,-0.00875,0.00250313,-0.0045
8.768e-04,-0.0076875,0.00252188,-0.0041875
8.772e-04,-0.0093125,0.0024,-0.00475
8.776e-04,-0.00915625,0.0024375,-0.00457812
8.780e-04,-0.00925,0.00237344,-0.00475
8.784e-04,-0.0079375,0.00245313,-0.00428125
8.788e-04,-0.00921875,0.00240938,-0.0046875
8.792e-04,-0.00815625,0.00260312,-0.00445313
8.796e-04,-0.00825,0.00236875,-0.00454687
8.800e-04,-0.00878125,0.00241875,-0.00476562
8.804e-04,-0.00784375,0.00245938,-0.0045625
8.808e-04,-0.00940625,0.00228281,-0.0049375
8.812e-04,-0.00978125,0.0024375,-0.00542188
8.816e-04,-0.0085,0.00255313,-0.0044375
8.820e-04,-0.00765625,0.00250469,-0.00375
8.824e-04,-0.0083125,0.0024125,-0.00403125
8.828e-04,-0.00840625,0.0024875,-0.00464062
8.832e-04,-0.00921875,0.00240156,-0.00470312
8.836e-04,-0.00890625,0.00244375,-0.004625
8.840e-04,-0.00840625,0.00247813,-0.00442188
8.844e-04,-0.0095625,0.00244375,-0.00482812
8.848e-04,-0.00984375,0.00219219,-0.0049375
8.852e-04,-0.008875,0.0024125,-0.0045
8.856e-04,-0.0085,0.00239375,-0.00498438
8.860e-04,-0.00846875,0.00240781,-0.00476562
8.864e-04,-0.00903125,0.00235469,-0.00445313
8.868e-04,-0.009625,0.00239062,-0.00489063
8.872e-04,-0.0085,0.00230469,-0.00476562
8.876e-04,-0.00753125,0.0023625,-0.00457812
8.880e-04,-0.00965625,0.00251563,-0.00501563
8.884e-04,-0.00871875,0.00235313,-0.0045625
8.888e-04,-0.009,0.00229063,-0.00501563
8.892e-04,-0.00903125,0.00234063,-0.00451562
8.896e-04,-0.0085,0.0022875,-0.00420313
8.900e-04,-0.00915625,0.00225156,-0.004375
8.904e-04,-0.0085625,0.00240156,-0.00464062
8.908e-04,-0.00846875,0.0022625,-0.00475
8.912e-04,-0.0078125,0.00217969,-0.00426563
8.916e-04,-0.00953125,0.00225156,-0.00475
8.920e-04,-0.0088125,0.00229219,-0.00440625
8.924e-04,-0.00875,0.0023875,-0.00439063
8.928e-04,-0.009,0.00206563,-0.00473437
8.932e-04,-0.00790625,0.00225,-0.00425
8.936e-04,-0.00903125,0.00213281,-0.00476562
8.940e-04,-0.0096875,0.00209375,-0.00498438
8.944e-04,-0.00878125,0.00224219,-0.00476562
8.948e-04,-0.007875,0.00223594,-0.00404688
8.952e-04,-0.0084375,0.00211719,-0.00428125
8.956e-04,-0.00815625,0.00227188,-0.00429688
8.960e-04,-0.0090625,0.00215313,-0.004625
8.964e-04,-0.00878125,0.00211094,-0.00510938
8.968e-04,-0.00803125,0.00217031,-0.0044375
8.972e-04,-0.00896875,0.00214687,-0.00490625
8.976e-04,-0.00875,0.00221563,-0.00510938
8.980e-04,-0.0083125,0.00219844,-0.00454687
8.984e-04,-0.009125,0.00215625,-0.00476562
8.988e-04,-0.00828125,0.00226406,-0.004875
8.992e-04,-0.00834375,0.00222813,-0.00451562
8.996e-04,-0.0085,0.00210938,-0.00478125
9.000e-04,-0.00934375,0.0021375,-0.00495313
9.004e-04,-0.0075,0.00210938,-0.00432813
9.008e-04,-0.0095625,0.00196406,-0.00492188
9.012e-04,-0.008875,0.00221875,-0.00479687
9.016e-04,-0.0101563,0.00208438,-0.00504688
9.020e-04,-0.00815625,0.00200469,-0.0044375
9.024e-04,-0.0085,0.00230156,-0.00410938
9.028e-04,-0.0089375,0.00198125,-0.0049375
9.032e-04,-0.00784375,0.00218438,-0.00453125
9.036e-04,-0.009125,0.00209844,-0.00485937
9.040e-04,-0.0085625,0.00213437,-0.00426563
9.044e-04,-0.009375,0.0019625,-0.00479687
9.048e-04,-0.0090625,0.00208281,-0.00464062
9.052e-04,-0.009,0.00190469,-0.0045
9.056e-04,-0.0083125,0.00194219,-0.0045
9.060e-04,-0.00809375,0.0021375,-0.00465625
9.064e-04,-0.00878125,0.00205625,-0.00495313
9.068e-04,-0.009875,0.00191719,-0.0049375
9.072e-04,-0.008625,0.00211406,-0.00470312
9.076e-04,-0.00753125,0.00196719,-0.00410938
9.080e-04,-0.007875,0.00204062,-0.00445313
9.084e-04,-0.0080625,0.00207969,-0.00435938
9.088e-04,-0.00915625,0.00190938,-0.004625
9.092e-04,-0.00925,0.00190313,-0.00445313
9.096e-04,-0.00859375,0.00204531,-0.00467187
9.100e-04,-0.00934375,0.00180469,-0.005
9.104e-04,-0.00940625,0.00217656,-0.00492188
9.108e-04,-0.00846875,0.00206406,-0.0044375
9.112e-04,-0.0094375,0.00192813,-0.00475
9.116e-04,-0.00971875,0.0019,-0.00484375
9.120e-04,-0.0085,0.0018625,-0.00448438
9.124e-04,-0.008625,0.00221719,-0.00471875
9.128e-04,-0.00875,0.00201094,-0.00471875
9.132e-04,-0.009,0.0022,-0.0045
9.136e-04,-0.0095,0.00196094,-0.00489063
9.140e-04,-0.0085625,0.00203125,-0.00470312
9.144e-04,-0.00921875,0.00188906,-0.00498438
9.148e-04,-0.0085,0.00194219,-0.0045
9.152e-04,-0.0084375,0.00192813,-0.00454687
9.156e-04,-0.00946875,0.00184687,-0.00476562
9.160e-04,-0.0084375,0.00194063,-0.00454687
9.164e-04,-0.0084375,0.00198125,-0.00479687
9.168e-04,-0.007875,0.0019,-0.00417188
9.172e-04,-0.008875,0.00199219,-0.0045625
9.176e-04,-0.00909375,0.00185781,-0.00451562
9.180e-04,-0.00871875,0.00190156,-0.00439063
9.184e-04,-0.00884375,0.00195781,-0.00465625
9.188e-04,-0.00825,0.0018625,-0.00453125
9.192e-04,-0.00925,0.00178438,-0.00498438
9.196e-04,-0.009,0.00168906,-0.00515625
9.200e-04,-0.00909375,0.00190156,-0.00470312
9.204e-04,-0.0084375,0.00185625,-0.00442188
9.208e-04,-0.0081875,0.00186094,-0.0045
9.212e-04,-0.00821875,0.00176875,-0.00471875
9.216e-04,-0.0094375,0.00175,-0.00479687
9.220e-04,-0.0085625,0.00172969,-0.00460937
9.224e-04,-0.00840625,0.00192656,-0.00476562
9.228e-04,-0.0098125,0.00178438,-0.00484375
9.232e-04,-0.0094375,0.00176719,-0.00473437
9.236e-04,-0.00871875,0.00194531,-0.00451562
9.240e-04,-0.00875,0.00177813,-0.00482812
9.244e-04,-0.008875,0.00187031,-0.00476562
9.248e-04,-0.008875,0.0017875,-0.00457812
9.252e-04,-0.0088125,0.00183438,-0.00467187
9.256e-04,-0.00928125,0.00175313,-0.00479687
9.260e-04,-0.00784375,0.00175313,-0.00409375
9.264e-04,-0.00946875,0.00188437,-0.00514063
9.268e-04,-0.00840625,0.00180625,-0.00448438
9.272e-04,-0.00984375,0.00169688,-0.00475
9.276e-04,-0.00790625,0.00185469,-0.00457812
9.280e-04,-0.0083125,0.00178906,-0.004125
9.284e-04,-0.00903125,0.00185,-0.00467187
9.288e-04,-0.00878125,0.00173594,-0.0044375
9.292e-04,-0.00946875,0.00166719,-0.00492188
9.296e-04,-0.00778125,0.00163906,-0.00440625
9.300e-04,-0.0095625,0.00157813,-0.00498438
9.304e-04,-0.0086875,0.0018375,-0.00475
9.308e-04,-0.00909375,0.00158125,-0.00440625
9.312e-04,-0.0088125,0.00174531,-0.00460937
9.316e-04,-0.0080625,0.00165625,-0.00446875
9.320e-04,-0.0088125,0.00167969,-0.00490625
9.324e-04,-0.00965625,0.00161406,-0.00517188
9.328e-04,-0.0085,0.00160938,-0.0046875
9.332e-04,-0.00790625,0.0016375,-0.00403125
9.336e-04,-0.0084375,0.00146719,-0.00429688
9.340e-04,-0.00925,0.00170469,-0.00459375
9.344e-04,-0.00896875,0.00170625,-0.00501563
9.348e-04,-0.0085,0.00160313,-0.00460937
9.352e-04,-0.00878125,0.00182656,-0.00470312
9.356e-04,-0.00940625,0.00174531,-0.00514063
9.360e-04,-0.01,0.00154844,-0.00464062
9.364e-04,-0.00853125,0.00173438,-0.00429688
9.368e-04,-0.00896875,0.00164219,-0.0048125
9.372e-04,-0.00909375,0.00163437,-0.00482812
9.376e-04,-0.00825,0.00163281,-0.00439063
9.380e-04,-0.0100938,0.0017125,-0.00459375
9.384e-04,-0.0085,0.00157031,-0.0045625
9.388e-04,-0.00728125,0.00159844,-0.00478125
9.392e-04,-0.0099375,0.00157031,-0.00482812
9.396e-04,-0.00846875,0.00155469,-0.00459375
9.400e-04,-0.0095625,0.0014875,-0.00496875
9.404e-04,-0.009125,0.00169219,-0.0045
9.408e-04,-0.007375,0.00168281,-0.00435938
9.412e-04,-0.0085,0.00165469,-0.004625
9.416e-04,-0.0080625,0.00157188,-0.00435938
9.420e-04,-0.00984375,0.00160938,-0.00498438
9.424e-04,-0.0088125,0.00152812,-0.00423438
9.428e-04,-0.0096875,0.00143438,-0.005
9.432e-04,-0.00878125,0.00163437,-0.00442188
9.436e-04,-0.009,0.00167344,-0.00471875
9.440e-04,-0.00846875,0.0016375,-0.00448438
9.444e-04,-0.00853125,0.00164375,-0.00442188
9.448e-04,-0.00871875,0.00154531,-0.0049375
9.452e-04,-0.00990625,0.00146406,-0.00535938
9.456e-04,-0.0085625,0.00157969,-0.00467187
9.460e-04,-0.00784375,0.00163125,-0.004375
9.464e-04,-0.00771875,0.00159687,-0.00426563
9.468e-04,-0.00809375,0.00152188,-0.00442188
9.472e-04,-0.00903125,0.00152188,-0.00454687
9.476e-04,-0.0088125,0.00148906,-0.00489063
9.480e-04,-0.0090625,0.001475,-0.0046875
9.484e-04,-0.0094375,0.00161563,-0.00495313
9.488e-04,-0.00921875,0.00147188,-0.00460937
9.492e-04,-0.00821875,0.0015125,-0.00445313
9.496e-04,-0.00815625,0.00163906,-0.0050625
9.500e-04,-0.008625,0.00158906,-0.0048125
9.504e-04,-0.00903125,0.00140938,-0.00454687
9.508e-04,-0.00871875,0.00153594,-0.00471875
9.512e-04,-0.0100938,0.00144531,-0.00476562
9.516e-04,-0.00846875,0.00149062,-0.00459375
9.520e-04,-0.00928125,0.00144688,-0.00510938
9.524e-04,-0.0083125,0.00160156,-0.00428125
9.528e-04,-0.009375,0.00137188,-0.00476562
9.532e-04,-0.00878125,0.00159531,-0.00426563
9.536e-04,-0.0081875,0.00137188,-0.00429688
9.540e-04,-0.0095,0.00137656,-0.00515625
9.544e-04,-0.00921875,0.00150313,-0.00454687
9.548e-04,-0.00884375,0.00137031,-0.00476562
9.552e-04,-0.008,0.00145469,-0.00409375
9.556e-04,-0.009125,0.00142344,-0.00485937
9.560e-04,-0.00865625,0.00142813,-0.00445313
9.564e-04,-0.00890625,0.00138437,-0.004625
9.568e-04,-0.0086875,0.00133438,-0.0048125

