Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,
5.780e-04,-0.00753125,0.0153984,-0.00432813
5.784e-04,-0.00775,0.0155078,-0.0045625
5.788e-04,-0.00796875,0.0152813,-0.00517188
5.792e-04,-0.00740625,0.0153922,-0.00459375
5.796e-04,-0.00871875,0.0153188,-0.0050625
5.800e-04,-0.0084375,0.01535,-0.00479687
5.804e-04,-0.007,0.0154188,-0.00432813
5.808e-04,-0.0096875,0.0152094,-0.00525
5.812e-04,-0.008625,0.0151219,-0.00495313
5.816e-04,-0.00828125,0.0151625,-0.00454687
5.820e-04,-0.00846875,0.0151453,-0.00470312
5.824e-04,-0.0084375,0.0151297,-0.00435938
5.828e-04,-0.00825,0.0150141,-0.00453125
5.832e-04,-0.007625,0.0150891,-0.00470312
5.836e-04,-0.00884375,0.0149594,-0.00453125
5.840e-04,-0.008125,0.0149828,-0.00476562
5.844e-04,-0.00859375,0.0149625,-0.00473437
5.848e-04,-0.0086875,0.0147656,-0.00464062
5.852e-04,-0.00753125,0.0148359,-0.00426563
5.856e-04,-0.0084375,0.0148453,-0.004625
5.860e-04,-0.00840625,0.0147781,-0.00484375
5.864e-04,-0.0088125,0.0146938,-0.00485937
5.868e-04,-0.008625,0.0147141,-0.00476562
5.872e-04,-0.0083125,0.0147328,-0.00476562
5.876e-04,-0.0075,0.0145719,-0.00420313
5.880e-04,-0.0071875,0.0145297,-0.00429688
5.884e-04,-0.00865625,0.0145516,-0.0050625
5.888e-04,-0.008125,0.0144875,-0.00471875
5.892e-04,-0.0083125,0.0144953,-0.0044375
5.896e-04,-0.00803125,0.0144203,-0.00492188
5.900e-04,-0.0090625,0.0144125,-0.00478125
5.904e-04,-0.0085625,0.0145563,-0.00457812
5.908e-04,-0.008375,0.0143703,-0.00428125
5.912e-04,-0.007875,0.0143422,-0.0044375
5.916e-04,-0.007875,0.0143078,-0.00484375
5.920e-04,-0.00740625,0.0142531,-0.00445313
5.924e-04,-0.00825,0.0141938,-0.0049375
5.928e-04,-0.008125,0.0141438,-0.00479687
5.932e-04,-0.00815625,0.0142906,-0.00417188
5.936e-04,-0.00846875,0.014125,-0.00525
5.940e-04,-0.00865625,0.0141328,-0.00489063
5.944e-04,-0.00903125,0.0142281,-0.00470312
5.948e-04,-0.0084375,0.01405,-0.0046875
5.952e-04,-0.00759375,0.0139766,-0.00445313
5.956e-04,-0.00815625,0.0140313,-0.00439063
5.960e-04,-0.0081875,0.0140047,-0.00457812
5.964e-04,-0.00775,0.0139188,-0.004625
5.968e-04,-0.0085,0.0138781,-0.00476562
5.972e-04,-0.009125,0.0139625,-0.00465625
5.976e-04,-0.0078125,0.0138516,-0.00445313
5.980e-04,-0.0085625,0.0136828,-0.004375
5.984e-04,-0.00825,0.0137656,-0.0045625
5.988e-04,-0.0078125,0.0136672,-0.00445313
5.992e-04,-0.00890625,0.0138375,-0.0049375
5.996e-04,-0.0091875,0.0136953,-0.004875
6.000e-04,-0.008625,0.0135813,-0.00467187
6.004e-04,-0.00696875,0.0137719,-0.00459375
6.008e-04,-0.00825,0.0136266,-0.00440625
6.012e-04,-0.0089375,0.0135563,-0.00464062
6.016e-04,-0.00878125,0.0135141,-0.00471875
6.020e-04,-0.00875,0.0133578,-0.00523438
6.024e-04,-0.0080625,0.0134797,-0.00495313
6.028e-04,-0.0088125,0.0133656,-0.00485937
6.032e-04,-0.0090625,0.0135484,-0.00454687
6.036e-04,-0.007875,0.0133281,-0.00432813
6.040e-04,-0.00753125,0.0133563,-0.0046875
6.044e-04,-0.00815625,0.0132719,-0.00515625
6.048e-04,-0.00853125,0.0132125,-0.00464062
6.052e-04,-0.0090625,0.0132156,-0.00467187
6.056e-04,-0.00890625,0.0132891,-0.0046875
6.060e-04,-0.00765625,0.0131281,-0.00396875
6.064e-04,-0.0099375,0.0131188,-0.004625
6.068e-04,-0.00890625,0.0130437,-0.0046875
6.072e-04,-0.00865625,0.0131484,-0.00470312
6.076e-04,-0.00803125,0.0130563,-0.0045
6.080e-04,-0.0083125,0.0132,-0.00453125
6.084e-04,-0.00840625,0.0130484,-0.0048125
6.088e-04,-0.00834375,0.0129813,-0.00478125
6.092e-04,-0.0088125,0.0130984,-0.00501563
6.096e-04,-0.0086875,0.0126922,-0.00475
6.100e-04,-0.00890625,0.0128641,-0.00470312
6.104e-04,-0.00846875,0.0128609,-0.0043125
6.108e-04,-0.0076875,0.0126859,-0.00432813
6.112e-04,-0.00846875,0.0128172,-0.00435938
6.116e-04,-0.00778125,0.0127125,-0.00457812
6.120e-04,-0.00859375,0.0126187,-0.00467187
6.124e-04,-0.008625,0.0126938,-0.00489063
6.128e-04,-0.0084375,0.0125672,-0.00482812
6.132e-04,-0.00753125,0.0127359,-0.00446875
6.136e-04,-0.00809375,0.0127016,-0.00492188
6.140e-04,-0.00853125,0.0125063,-0.00448438
6.144e-04,-0.00884375,0.0126766,-0.00484375
6.148e-04,-0.008875,0.0124844,-0.00442188
6.152e-04,-0.0089375,0.0125359,-0.00479687
6.156e-04,-0.00878125,0.0124484,-0.0049375
6.160e-04,-0.00875,0.0123969,-0.004625
6.164e-04,-0.00803125,0.0124813,-0.00432813
6.168e-04,-0.008,0.0122219,-0.00484375
6.172e-04,-0.00903125,0.0123094,-0.00490625
6.176e-04,-0.00871875,0.0122969,-0.00473437
6.180e-04,-0.0094375,0.0123109,-0.00510938
6.184e-04,-0.00846875,0.0123719,-0.00478125
6.188e-04,-0.0074375,0.0121625,-0.0046875
6.192e-04,-0.0084375,0.0121828,-0.00507813
6.196e-04,-0.0088125,0.0123266,-0.00476562
6.200e-04,-0.00878125,0.0121672,-0.00476562
6.204e-04,-0.00875,0.0121422,-0.00448438
6.208e-04,-0.00840625,0.0121922,-0.00409375
6.212e-04,-0.0083125,0.0120812,-0.00454687
6.216e-04,-0.00771875,0.0121469,-0.00460937
6.220e-04,-0.0086875,0.0121531,-0.00448438
6.224e-04,-0.00775,0.0119813,-0.00470312
6.228e-04,-0.0083125,0.0119422,-0.00501563
6.232e-04,-0.00828125,0.0119813,-0.004375
6.236e-04,-0.00809375,0.01185,-0.0040625
6.240e-04,-0.0088125,0.0119844,-0.00448438
6.244e-04,-0.0078125,0.0119266,-0.00453125
6.248e-04,-0.00865625,0.0118813,-0.004875
6.252e-04,-0.0085,0.0117,-0.0049375
6.256e-04,-0.00865625,0.0118484,-0.00470312
6.260e-04,-0.00721875,0.0117188,-0.00415625
6.264e-04,-0.00796875,0.0118625,-0.00448438
6.268e-04,-0.00815625,0.0116703,-0.0044375
6.272e-04,-0.00834375,0.0118766,-0.00453125
6.276e-04,-0.00875,0.0116484,-0.00492188
6.280e-04,-0.0090625,0.0116375,-0.00482812
6.284e-04,-0.00846875,0.0116813,-0.00503125
6.288e-04,-0.00865625,0.0116531,-0.00467187
6.292e-04,-0.00840625,0.0116297,-0.00445313
6.296e-04,-0.008,0.0116516,-0.00510938
6.300e-04,-0.00840625,0.0114078,-0.00470312
6.304e-04,-0.008375,0.0115016,-0.0045625
6.308e-04,-0.00921875,0.0114516,-0.005125
6.312e-04,-0.0090625,0.0115859,-0.00501563
6.316e-04,-0.00721875,0.0113938,-0.00445313
6.320e-04,-0.00890625,0.0114438,-0.00498438
6.324e-04,-0.0091875,0.0112297,-0.00464062
6.328e-04,-0.00890625,0.0113313,-0.00476562
6.332e-04,-0.0089375,0.0112641,-0.0046875
6.336e-04,-0.0083125,0.0112609,-0.0045
6.340e-04,-0.00840625,0.0112109,-0.0045625
6.344e-04,-0.0085625,0.01125,-0.00467187
6.348e-04,-0.00865625,0.0111094,-0.0045
6.352e-04,-0.00753125,0.0112297,-0.00467187
6.356e-04,-0.00934375,0.010975,-0.00485937
6.360e-04,-0.00803125,0.0110344,-0.004375
6.364e-04,-0.00859375,0.0112109,-0.00435938
6.368e-04,-0.00840625,0.0111516,-0.00440625
6.372e-04,-0.0086875,0.0109891,-0.00440625
6.376e-04,-0.00896875,0.0110141,-0.00496875
6.380e-04,-0.0093125,0.010975,-0.00459375
6.384e-04,-0.0085,0.010925,-0.00457812
6.388e-04,-0.0074375,0.0109656,-0.00398438
6.392e-04,-0.0079375,0.0108203,-0.00478125
6.396e-04,-0.00903125,0.0110297,-0.00459375
6.400e-04,-0.0086875,0.0108203,-0.0045
6.404e-04,-0.00903125,0.0107688,-0.00457812
6.408e-04,-0.00865625,0.010725,-0.00489063
6.412e-04,-0.00878125,0.0109578,-0.00509375
6.416e-04,-0.0085,0.0106094,-0.00471875
6.420e-04,-0.0076875,0.0107984,-0.00442188
6.424e-04,-0.0083125,0.0107625,-0.00460937
6.428e-04,-0.00846875,0.0105422,-0.00478125
6.432e-04,-0.0093125,0.01075,-0.00454687
6.436e-04,-0.009375,0.0106406,-0.005125
6.440e-04,-0.00890625,0.0105813,-0.00484375
6.444e-04,-0.00753125,0.0106719,-0.00404688
6.448e-04,-0.0090625,0.010525,-0.00520313
6.452e-04,-0.00878125,0.0106391,-0.00473437
6.456e-04,-0.00875,0.0106281,-0.00470312
6.460e-04,-0.0088125,0.0105094,-0.00473437
6.464e-04,-0.00846875,0.0106,-0.0044375
6.468e-04,-0.0085625,0.0103859,-0.0046875
6.472e-04,-0.0085,0.0104906,-0.00467187
6.476e-04,-0.0085,0.0105578,-0.00489063
6.480e-04,-0.00828125,0.0106063,-0.00464062
6.484e-04,-0.00884375,0.0105219,-0.00479687
6.488e-04,-0.00890625,0.0103641,-0.00440625
6.492e-04,-0.0081875,0.0104547,-0.00460937
6.496e-04,-0.00871875,0.0102781,-0.00471875
6.500e-04,-0.00840625,0.0103969,-0.00428125
6.504e-04,-0.009125,0.0104516,-0.00495313
6.508e-04,-0.00909375,0.010175,-0.00473437
6.512e-04,-0.00859375,0.0102203,-0.00465625
6.516e-04,-0.0076875,0.0101422,-0.00423438
6.520e-04,-0.0084375,0.0102266,-0.00460937
6.524e-04,-0.008375,0.0101547,-0.00465625
6.528e-04,-0.00890625,0.0100797,-0.00473437
6.532e-04,-0.00825,0.0102188,-0.00451562
6.536e-04,-0.00903125,0.0099625,-0.00448438
6.540e-04,-0.009625,0.0100609,-0.00451562
6.544e-04,-0.0088125,0.01,-0.00485937
6.548e-04,-0.00771875,0.0100031,-0.0041875
6.552e-04,-0.00828125,0.0100938,-0.00489063
6.556e-04,-0.0091875,0.0100313,-0.00473437
6.560e-04,-0.00878125,0.00988594,-0.00470312
6.564e-04,-0.008625,0.0100094,-0.00464062
6.568e-04,-0.0084375,0.00979688,-0.00479687
6.572e-04,-0.0073125,0.00980781,-0.00379687
6.576e-04,-0.00975,0.0097625,-0.00528125
6.580e-04,-0.00890625,0.00982656,-0.00454687
6.584e-04,-0.00896875,0.00981719,-0.00484375
6.588e-04,-0.0083125,0.00969531,-0.00439063
6.592e-04,-0.00821875,0.00982031,-0.00428125
6.596e-04,-0.0081875,0.00955469,-0.00464062
6.600e-04,-0.00821875,0.00964375,-0.00475
6.604e-04,-0.008375,0.00957812,-0.0045625
6.608e-04,-0.00796875,0.00958438,-0.00439063
6.612e-04,-0.0089375,0.00967187,-0.00470312
6.616e-04,-0.00865625,0.00963125,-0.00442188
6.620e-04,-0.0080625,0.00962031,-0.004375
6.624e-04,-0.00840625,0.00962813,-0.0046875
6.628e-04,-0.00775,0.009525,-0.004625
6.632e-04,-0.00925,0.0095,-0.004875
6.636e-04,-0.0090625,0.00949375,-0.0046875
6.640e-04,-0.008875,0.00959844,-0.00459375
6.644e-04,-0.006875,0.00965469,-0.00440625
6.648e-04,-0.00840625,0.00923438,-0.00501563
6.652e-04,-0.008375,0.00931406,-0.0045625
6.656e-04,-0.0083125,0.00946875,-0.00457812
6.660e-04,-0.0083125,0.00937969,-0.00428125
6.664e-04,-0.008375,0.00942344,-0.00471875
6.668e-04,-0.00921875,0.0093125,-0.0046875
6.672e-04,-0.00859375,0.00932031,-0.00471875
6.676e-04,-0.0086875,0.00921406,-0.0043125
6.680e-04,-0.008375,0.00922656,-0.00479687
6.684e-04,-0.009125,0.00924219,-0.0048125
6.688e-04,-0.0084375,0.00925,-0.0045625
6.692e-04,-0.00884375,0.00922188,-0.00498438
6.696e-04,-0.00890625,0.00909375,-0.00471875
6.700e-04,-0.00678125,0.00924219,-0.00378125
6.704e-04,-0.00953125,0.00898281,-0.00509375
6.708e-04,-0.00903125,0.00912187,-0.00465625
6.712e-04,-0.00878125,0.0090625,-0.00510938
6.716e-04,-0.00903125,0.00902656,-0.004375
6.720e-04,-0.0081875,0.0089625,-0.00425
6.724e-04,-0.00859375,0.00897812,-0.00510938
6.728e-04,-0.00859375,0.00894063,-0.00473437
6.732e-04,-0.0089375,0.00898125,-0.00479687
6.736e-04,-0.00834375,0.00893594,-0.00454687
6.740e-04,-0.00834375,0.00880781,-0.00496875
6.744e-04,-0.00840625,0.00895,-0.004625
6.748e-04,-0.00828125,0.0087,-0.00428125
6.752e-04,-0.00871875,0.00894844,-0.00473437
6.756e-04,-0.009125,0.00892188,-0.00451562
6.760e-04,-0.00884375,0.00887813,-0.00473437
6.764e-04,-0.00903125,0.008825,-0.00490625
6.768e-04,-0.0084375,0.00883594,-0.00446875
6.772e-04,-0.00728125,0.00881719,-0.004125
6.776e-04,-0.00859375,0.00867188,-0.00448438
6.780e-04,-0.008875,0.00884219,-0.0044375
6.784e-04,-0.0085625,0.00878438,-0.00442188
6.788e-04,-0.0086875,0.00860469,-0.00465625
6.792e-04,-0.00778125,0.00870625,-0.0045
6.796e-04,-0.009125,0.00845781,-0.0051875
6.800e-04,-0.009625,0.00852813,-0.00475
6.804e-04,-0.00828125,0.00875156,-0.00475
6.808e-04,-0.0084375,0.00849062,-0.00448438
6.812e-04,-0.0090625,0.008625,-0.005125
6.816e-04,-0.00840625,0.0083625,-0.0045625
6.820e-04,-0.00946875,0.00855469,-0.00498438
6.824e-04,-0.00871875,0.00859531,-0.00473437
6.828e-04,-0.00721875,0.00854375,-0.00385937
6.832e-04,-0.0099375,0.00842812,-0.0050625
6.836e-04,-0.00928125,0.00833906,-0.0045625
6.840e-04,-0.0088125,0.00837344,-0.00484375
6.844e-04,-0.00871875,0.00837031,-0.00473437
6.848e-04,-0.00840625,0.00836406,-0.00448438
6.852e-04,-0.00871875,0.00832031,-0.00473437
6.856e-04,-0.0086875,0.00824844,-0.0045625
6.860e-04,-0.00840625,0.00824844,-0.005
6.864e-04,-0.00803125,0.00849844,-0.00473437
6.868e-04,-0.00953125,0.00827031,-0.00467187
6.872e-04,-0.00846875,0.00822969,-0.00457812
6.876e-04,-0.00809375,0.00819844,-0.00423438
6.880e-04,-0.008375,0.00809219,-0.00484375
6.884e-04,-0.0083125,0.00818125,-0.0046875
6.888e-04,-0.0095625,0.00821563,-0.00489063
6.892e-04,-0.0090625,0.00814375,-0.00460937
6.896e-04,-0.0083125,0.00801094,-0.00460937
6.900e-04,-0.00759375,0.00811406,-0.00357813
6.904e-04,-0.00865625,0.00810781,-0.004875
6.908e-04,-0.00890625,0.0078625,-0.00478125
6.912e-04,-0.00840625,0.00812188,-0.00453125
6.916e-04,-0.0079375,0.00802188,-0.00482812
6.920e-04,-0.00796875,0.00802344,-0.00478125
6.924e-04,-0.0100313,0.00802656,-0.00507813
6.928e-04,-0.00921875,0.0079375,-0.00465625
6.932e-04,-0.0075625,0.0079875,-0.00445313
6.936e-04,-0.00815625,0.00799219,-0.0044375
6.940e-04,-0.008375,0.00795938,-0.00482812
6.944e-04,-0.00871875,0.00789531,-0.00439063
6.948e-04,-0.00896875,0.00792344,-0.00475
6.952e-04,-0.00821875,0.00784375,-0.00498438
6.956e-04,-0.0070625,0.00768906,-0.00385937
6.960e-04,-0.00928125,0.00779844,-0.0053125
6.964e-04,-0.00846875,0.007925,-0.00454687
6.968e-04,-0.00953125,0.00770156,-0.00509375
6.972e-04,-0.0089375,0.00782344,-0.00478125
6.976e-04,-0.00821875,0.00795938,-0.0043125
6.980e-04,-0.0085,0.00766094,-0.00457812
6.984e-04,-0.0084375,0.00770938,-0.0044375
6.988e-04,-0.00840625,0.0077375,-0.00498438
6.992e-04,-0.00765625,0.00757031,-0.00471875
6.996e-04,-0.00928125,0.00767344,-0.00470312
7.000e-04,-0.00896875,0.00769844,-0.00446875
7.004e-04,-0.00821875,0.00774531,-0.00429688
7.008e-04,-0.00828125,0.00755156,-0.00495313
7.012e-04,-0.00790625,0.00767656,-0.00435938
7.016e-04,-0.0086875,0.00747031,-0.004625
7.020e-04,-0.00903125,0.00748906,-0.00485937
7.024e-04,-0.0086875,0.00762656,-0.00459375
7.028e-04,-0.008,0.00741719,-0.00426563
7.032e-04,-0.008125,0.00752188,-0.00460937
7.036e-04,-0.0085,0.00744844,-0.00446875
7.040e-04,-0.008625,0.00749375,-0.00446875
7.044e-04,-0.0089375,0.00750469,-0.00471875
7.048e-04,-0.00828125,0.00749063,-0.0045
7.052e-04,-0.009625,0.00742188,-0.00501563
7.056e-04,-0.00884375,0.00735156,-0.00485937
7.060e-04,-0.0079375,0.00734531,-0.00442188
7.064e-04,-0.009,0.00728125,-0.00492188
7.068e-04,-0.00934375,0.00721719,-0.00479687
7.072e-04,-0.00878125,0.00735,-0.00457812
7.076e-04,-0.0090625,0.0073,-0.0046875
7.080e-04,-0.00884375,0.00724531,-0.0045
7.084e-04,-0.00759375,0.00732188,-0.00435938
7.088e-04,-0.0086875,0.00707969,-0.005375
7.092e-04,-0.0085625,0.00723906,-0.00465625
7.096e-04,-0.0084375,0.00715469,-0.00495313
7.100e-04,-0.008625,0.00707344,-0.0045
7.104e-04,-0.00803125,0.00746875,-0.0045
7.108e-04,-0.00871875,0.00715,-0.00484375
7.112e-04,-0.00825,0.00720625,-0.00426563
7.116e-04,-0.009125,0.00705938,-0.00475
7.120e-04,-0.00796875,0.00707969,-0.0045
7.124e-04,-0.00921875,0.00698906,-0.00496875
7.128e-04,-0.00875,0.00704531,-0.00445313
7.132e-04,-0.00840625,0.00712656,-0.00421875
7.136e-04,-0.00846875,0.00711094,-0.00453125
7.140e-04,-0.008,0.00707969,-0.00445313
7.144e-04,-0.0093125,0.00710313,-0.00490625
7.148e-04,-0.00909375,0.0068625,-0.005
7.152e-04,-0.00903125,0.00710469,-0.00479687
7.156e-04,-0.00690625,0.00697188,-0.00417188
7.160e-04,-0.0088125,0.00701563,-0.00489063
7.164e-04,-0.0085,0.00694531,-0.00448438
7.168e-04,-0.00871875,0.00692656,-0.00475
7.172e-04,-0.00821875,0.00695781,-0.00489063
7.176e-04,-0.0079375,0.0067375,-0.00445313
7.180e-04,-0.00934375,0.00681875,-0.00510938
7.184e-04,-0.00934375,0.00684219,-0.004625
7.188e-04,-0.0086875,0.00679531,-0.00442188
7.192e-04,-0.00846875,0.00693438,-0.00507813
7.196e-04,-0.00909375,0.00667188,-0.00471875
7.200e-04,-0.00878125,0.00673594,-0.00459375
7.204e-04,-0.009,0.00672969,-0.00465625
7.208e-04,-0.00784375,0.00680313,-0.00507813
7.212e-04,-0.00796875,0.00683906,-0.004125
7.216e-04,-0.00953125,0.00679531,-0.00503125
7.220e-04,-0.00853125,0.00680313,-0.00454687
7.224e-04,-0.0095,0.00666406,-0.00489063
7.228e-04,-0.00896875,0.00679531,-0.0049375
7.232e-04,-0.00778125,0.00679063,-0.00421875
7.236e-04,-0.00903125,0.00650156,-0.00448438
7.240e-04,-0.00840625,0.00675781,-0.00451562
7.244e-04,-0.00884375,0.00666563,-0.00473437
7.248e-04,-0.0079375,0.00659219,-0.00398438
7.252e-04,-0.0096875,0.00678438,-0.00464062
7.256e-04,-0.00796875,0.00668594,-0.00439063
7.260e-04,-0.00846875,0.006425,-0.0043125
7.264e-04,-0.0085,0.00661719,-0.00464062
7.268e-04,-0.00790625,0.00665156,-0.004625
7.272e-04,-0.00915625,0.00656094,-0.00473437
7.276e-04,-0.009375,0.0065125,-0.00482812
7.280e-04,-0.009,0.0066375,-0.00479687
7.284e-04,-0.0071875,0.006575,-0.004
7.288e-04,-0.0080625,0.0064,-0.00479687
7.292e-04,-0.00840625,0.00662656,-0.0041875
7.296e-04,-0.00865625,0.00649375,-0.004375
7.300e-04,-0.00871875,0.00639063,-0.0044375
7.304e-04,-0.00840625,0.00640781,-0.00464062
7.308e-04,-0.0086875,0.00630469,-0.00495313
7.312e-04,-0.00946875,0.00633281,-0.00490625
7.316e-04,-0.008125,0.00636719,-0.00453125
7.320e-04,-0.00853125,0.00630156,-0.00514063
7.324e-04,-0.008625,0.00633906,-0.00467187
7.328e-04,-0.0085625,0.00621719,-0.00434375
7.332e-04,-0.0091875,0.00620938,-0.00470312
7.336e-04,-0.00853125,0.00623594,-0.00510938
7.340e-04,-0.0075,0.0062375,-0.00409375
7.344e-04,-0.0102813,0.00625313,-0.00532813
7.348e-04,-0.0090625,0.00627969,-0.00473437
7.352e-04,-0.00884375,0.00618438,-0.004875
7.356e-04,-0.00921875,0.00615313,-0.00465625
7.360e-04,-0.008625,0.0062625,-0.00420313
7.364e-04,-0.009,0.00625781,-0.00459375
7.368e-04,-0.00903125,0.006125,-0.00457812
7.372e-04,-0.00878125,0.00616563,-0.00467187
7.376e-04,-0.00784375,0.00636719,-0.00415625
7.380e-04,-0.0091875,0.00621094,-0.0049375
7.384e-04,-0.008,0.00621563,-0.00445313
7.388e-04,-0.00896875,0.00617188,-0.00454687
7.392e-04,-0.00865625,0.00607969,-0.0045625
7.396e-04,-0.00728125,0.00603125,-0.00442188
7.400e-04,-0.00896875,0.00610156,-0.00482812
7.404e-04,-0.0090625,0.00625469,-0.00515625
7.408e-04,-0.008875,0.00597812,-0.0046875
7.412e-04,-0.00778125,0.00608125,-0.00410938
7.416e-04,-0.008,0.00595938,-0.00454687
7.420e-04,-0.008375,0.00603281,-0.00451562
7.424e-04,-0.00846875,0.00592813,-0.00478125
7.428e-04,-0.00846875,0.00605,-0.00490625
7.432e-04,-0.00784375,0.00600625,-0.00435938
7.436e-04,-0.00971875,0.00570625,-0.00503125
7.440e-04,-0.009375,0.00585625,-0.00492188
7.444e-04,-0.008125,0.00599688,-0.0044375
7.448e-04,-0.0085625,0.00571563,-0.00504688
7.452e-04,-0.009125,0.00591875,-0.00451562
7.456e-04,-0.00859375,0.00586094,-0.00454687
7.460e-04,-0.00884375,0.0056375,-0.005125
7.464e-04,-0.0085625,0.00578281,-0.00484375
7.468e-04,-0.00725,0.0057875,-0.00421875
7.472e-04,-0.00978125,0.0057125,-0.00507813
7.476e-04,-0.008625,0.00576406,-0.00470312
7.480e-04,-0.0095,0.005825,-0.00501563
7.484e-04,-0.009,0.00576406,-0.0046875
7.488e-04,-0.00825,0.005625,-0.00448438
7.492e-04,-0.009,0.00575781,-0.00471875
7.496e-04,-0.008375,0.00571875,-0.0048125
7.500e-04,-0.00896875,0.00566406,-0.00460937
7.504e-04,-0.008125,0.00580625,-0.0041875
7.508e-04,-0.0085625,0.00559531,-0.005125
7.512e-04,-0.00859375,0.00552813,-0.00467187
7.516e-04,-0.0081875,0.00549844,-0.0045
7.520e-04,-0.00834375,0.00557188,-0.004625
7.524e-04,-0.0083125,0.00580938,-0.00426563
7.528e-04,-0.00846875,0.00541719,-0.00470312
7.532e-04,-0.0095625,0.00560938,-0.00492188
7.536e-04,-0.008875,0.00552031,-0.00448438
7.540e-04,-0.00740625,0.00557188,-0.00442188
7.544e-04,-0.00825,0.00551563,-0.004
7.548e-04,-0.009,0.00547813,-0.00464062
7.552e-04,-0.00934375,0.00559375,-0.00457812
7.556e-04,-0.0085625,0.00531406,-0.00478125
7.560e-04,-0.0071875,0.00562031,-0.00446875
7.564e-04,-0.0095625,0.00547656,-0.00482812
7.568e-04,-0.0093125,0.0054875,-0.0049375
7.572e-04,-0.00865625,0.00538125,-0.004625
7.576e-04,-0.008375,0.005175,-0.00415625
7.580e-04,-0.00934375,0.00535156,-0.00475
7.584e-04,-0.00890625,0.00547656,-0.004625
7.588e-04,-0.008875,0.00537813,-0.00498438
7.592e-04,-0.0089375,0.0053125,-0.00460937
7.596e-04,-0.00734375,0.00522969,-0.003875
7.600e-04,-0.00996875,0.00511563,-0.00528125
7.604e-04,-0.00809375,0.00529219,-0.00473437
7.608e-04,-0.009875,0.00519062,-0.00498438
7.612e-04,-0.00875,0.00532969,-0.00476562
7.616e-04,-0.00834375,0.00522031,-0.00435938
7.620e-04,-0.00875,0.00529531,-0.00476562
7.624e-04,-0.00903125,0.00527656,-0.00460937
7.628e-04,-0.008875,0.00510781,-0.004625
7.632e-04,-0.008625,0.00515469,-0.00467187
7.636e-04,-0.00978125,0.00509687,-0.00470312
