Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0
Sample Interval,2e-06
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-4
,
,
,
Label,
TIME,CH1
-1.00e-03,0.00080625
-9.98e-04,0.000515625
-9.96e-04,0.000384375
-9.94e-04,0.0005375
-9.92e-04,0.0006375
-9.90e-04,0.00086875
-9.88e-04,0.00061875
-9.86e-04,0.0005625
-9.84e-04,0.00061875
-9.82e-04,0.000725
-9.80e-04,0.000759375
-9.78e-04,0.00050625
-9.76e-04,0.00040625
-9.74e-04,0.000446875
-9.72e-04,0.000725
-9.70e-04,0.00075
-9.68e-04,0.00045
-9.66e-04,0.000284375
-9.64e-04,0.00021875
-9.62e-04,0.000475
-9.60e-04,0.00071875
-9.58e-04,0.0005875
-9.56e-04,0.0003125
-9.54e-04,0.0002375
-9.52e-04,0.000503125
-9.50e-04,0.00071875
-9.48e-04,0.00064375
-9.46e-04,0.00043125
-9.44e-04,0.0004
-9.42e-04,0.0006125
-9.40e-04,0.00073125
-9.38e-04,0.000709375
-9.36e-04,0.00039375
-9.34e-04,0.00031875
-9.32e-04,0.0006125
-9.30e-04,0.00083125
-9.28e-04,0.0008125
-9.26e-04,0.00043125
-9.24e-04,0.00029375
-9.22e-04,0.000496875
-9.20e-04,0.00066875
-9.18e-04,0.000746875
-9.16e-04,0.00039375
-9.14e-04,0.000278125
-9.12e-04,0.000365625
-9.10e-04,0.000746875
-9.08e-04,0.0128375
-9.06e-04,0.0361969
-9.04e-04,0.054275
-9.02e-04,0.0670344
-9.00e-04,0.075825
-8.98e-04,0.0810562
-8.96e-04,0.0841344
-8.94e-04,0.0862313
-8.92e-04,0.0878969
-8.90e-04,0.0888969
-8.88e-04,0.0889219
-8.86e-04,0.0882531
-8.84e-04,0.08775
-8.82e-04,0.0870625
-8.80e-04,0.0865344
-8.78e-04,0.0858594
-8.76e-04,0.0845344
-8.74e-04,0.0834625
-8.72e-04,0.0824625
-8.70e-04,0.0817781
-8.68e-04,0.0811031
-8.66e-04,0.0730281
-8.64e-04,0.0544
-8.62e-04,0.0398406
-8.60e-04,0.0295344
-8.58e-04,0.0220344
-8.56e-04,0.0162281
-8.54e-04,0.0121219
-8.52e-04,0.0092625
-8.50e-04,0.00753437
-8.48e-04,0.00629687
-8.46e-04,0.0052
-8.44e-04,0.00440312
-8.42e-04,0.00399062
-8.40e-04,0.003975
-8.38e-04,0.00405625
-8.36e-04,0.00395
-8.34e-04,0.00358438
-8.32e-04,0.00348125
-8.30e-04,0.00364375
-8.28e-04,0.00394063
-8.26e-04,0.00379687
-8.24e-04,0.00357813
-8.22e-04,0.00355938
-8.20e-04,0.00377187
-8.18e-04,0.00395
-8.16e-04,0.00385937
-8.14e-04,0.00359063
-8.12e-04,0.00354375
-8.10e-04,0.00384687
-8.08e-04,0.00410312
-8.06e-04,0.00404687
-8.04e-04,0.003675
-8.02e-04,0.00352812
-8.00e-04,0.0037625
-7.98e-04,0.00404687
-7.96e-04,0.00418438
-7.94e-04,0.00380625
-7.92e-04,0.00365625
-7.90e-04,0.0037875
-7.88e-04,0.00388437
-7.86e-04,0.004
-7.84e-04,0.00380625
-7.82e-04,0.00374062
-7.80e-04,0.00398125
-7.78e-04,0.00416875
-7.76e-04,0.00424062
-7.74e-04,0.0039
-7.72e-04,0.00395
-7.70e-04,0.00404062
-7.68e-04,0.00433125
-7.66e-04,0.00455312
-7.64e-04,0.00421875
-7.62e-04,0.00414687
-7.60e-04,0.00416875
-7.58e-04,0.00442187
-7.56e-04,0.00454375
-7.54e-04,0.004275
-7.52e-04,0.00402187
-7.50e-04,0.004
-7.48e-04,0.00429375
-7.46e-04,0.00448437
-7.44e-04,0.00435625
-7.42e-04,0.0040875
-7.40e-04,0.00398437
-7.38e-04,0.004225
-7.36e-04,0.00443125
-7.34e-04,0.00422812
-7.32e-04,0.00396875
-7.30e-04,0.00393438
-7.28e-04,0.00421875
-7.26e-04,0.0044125
-7.24e-04,0.00415312
-7.22e-04,0.003925
-7.20e-04,0.00380625
-7.18e-04,0.0041625
-7.16e-04,0.004325
-7.14e-04,0.00419375
-7.12e-04,0.0039
-7.10e-04,0.00382188
-7.08e-04,0.00411875
-7.06e-04,0.0042125
-7.04e-04,0.00399062
-7.02e-04,0.00373125
-7.00e-04,0.00359063
-6.98e-04,0.0038375
-6.96e-04,0.004025
-6.94e-04,0.00395
-6.92e-04,0.00357813
-6.90e-04,0.00342813
-6.88e-04,0.00355
-6.86e-04,0.0036
-6.84e-04,0.00360312
-6.82e-04,0.0031875
-6.80e-04,0.00313125
-6.78e-04,0.00324375
-6.76e-04,0.0034375
-6.74e-04,0.0034875
-6.72e-04,0.00310312
-6.70e-04,0.00299375
-6.68e-04,0.003025
-6.66e-04,0.00320313
-6.64e-04,0.00317813
-6.62e-04,0.00285937
-6.60e-04,0.00270625
-6.58e-04,0.00268438
-6.56e-04,0.00309687
-6.54e-04,0.00767187
-6.52e-04,0.0134625
-6.50e-04,0.0150969
-6.48e-04,0.0138875
-6.46e-04,0.0116125
-6.44e-04,0.009075
-6.42e-04,0.00631562
-6.40e-04,0.0044125
-6.38e-04,0.00318438
-6.36e-04,0.00295
-6.34e-04,0.00319375
-6.32e-04,0.00343125
-6.30e-04,0.0035625
-6.28e-04,0.00365
-6.26e-04,0.0041375
-6.24e-04,0.00457813
-6.22e-04,0.00471563
-6.20e-04,0.00501562
-6.18e-04,0.0054875
-6.16e-04,0.00634063
-6.14e-04,0.00700312
-6.12e-04,0.00733125
-6.10e-04,0.007575
-6.08e-04,0.0079625
-6.06e-04,0.00862813
-6.04e-04,0.00892187
-6.02e-04,0.00898125
-6.00e-04,0.00889062
-5.98e-04,0.0092875
-5.96e-04,0.009725
-5.94e-04,0.0100281
-5.92e-04,0.0100281
-5.90e-04,0.0096625
-5.88e-04,0.009475
-5.86e-04,0.00978437
-5.84e-04,0.0101187
-5.82e-04,0.0100937
-5.80e-04,0.00983125
-5.78e-04,0.00965312
-5.76e-04,0.0099
-5.74e-04,0.0102375
-5.72e-04,0.0103188
-5.70e-04,0.00991562
-5.68e-04,0.00976562
-5.66e-04,0.00998125
-5.64e-04,0.0101562
-5.62e-04,0.0102125
-5.60e-04,0.00985938
-5.58e-04,0.0098
-5.56e-04,0.00997188
-5.54e-04,0.0102625
-5.52e-04,0.0103531
-5.50e-04,0.00991562
-5.48e-04,0.00981562
-5.46e-04,0.0099375
-5.44e-04,0.0101813
-5.42e-04,0.0101719
-5.40e-04,0.0098
-5.38e-04,0.00975
-5.36e-04,0.00992187
-5.34e-04,0.0101156
-5.32e-04,0.0102312
-5.30e-04,0.00985
-5.28e-04,0.0098
-5.26e-04,0.0098
-5.24e-04,0.01005
-5.22e-04,0.0101844
-5.20e-04,0.0101
-5.18e-04,0.00990625
-5.16e-04,0.0100094
-5.14e-04,0.0103937
-5.12e-04,0.0104656
-5.10e-04,0.0102375
-5.08e-04,0.0099375
-5.06e-04,0.00994687
-5.04e-04,0.0101969
-5.02e-04,0.0104156
-5.00e-04,0.0101031
-4.98e-04,0.00975
-4.96e-04,0.0096625
-4.94e-04,0.0098
-4.92e-04,0.00995312
-4.90e-04,0.00984688
-4.88e-04,0.00965312
-4.86e-04,0.00970937
-4.84e-04,0.0100187
-4.82e-04,0.0102375
-4.80e-04,0.0102125
-4.78e-04,0.00996875
-4.76e-04,0.00985938
-4.74e-04,0.00996875
-4.72e-04,0.0101094
-4.70e-04,0.0100937
-4.68e-04,0.0098
-4.66e-04,0.009825
-4.64e-04,0.00999688
-4.62e-04,0.0102156
-4.60e-04,0.0102781
-4.58e-04,0.0099125
-4.56e-04,0.00979062
-4.54e-04,0.0101
-4.52e-04,0.0103125
-4.50e-04,0.0103063
-4.48e-04,0.00996875
-4.46e-04,0.00989687
-4.44e-04,0.0100781
-4.42e-04,0.0102375
-4.40e-04,0.0105375
-4.38e-04,0.0102312
-4.36e-04,0.00999688
-4.34e-04,0.00989687
-4.32e-04,0.0101562
-4.30e-04,0.0102125
-4.28e-04,0.00970937
-4.26e-04,0.00967812
-4.24e-04,0.00992187
-4.22e-04,0.010225
-4.20e-04,0.0102063
-4.18e-04,0.0099
-4.16e-04,0.00967812
-4.14e-04,0.0097375
-4.12e-04,0.0100094
-4.10e-04,0.0102219
-4.08e-04,0.00997813
-4.06e-04,0.00984062
-4.04e-04,0.0097125
-4.02e-04,0.00985625
-4.00e-04,0.0100906
-3.98e-04,0.0099625
-3.96e-04,0.00988125
-3.94e-04,0.00977812
-3.92e-04,0.0101594
-3.90e-04,0.0104594
-3.88e-04,0.0104
-3.86e-04,0.0100094
-3.84e-04,0.00969687
-3.82e-04,0.00984062
-3.80e-04,0.0101344
-3.78e-04,0.0101187
-3.76e-04,0.00985
-3.74e-04,0.00969687
-3.72e-04,0.0098
-3.70e-04,0.01005
-3.68e-04,0.0100344
-3.66e-04,0.00990625
-3.64e-04,0.00990625
-3.62e-04,0.010225
-3.60e-04,0.0103281
-3.58e-04,0.0101906
-3.56e-04,0.00985
-3.54e-04,0.00973438
-3.52e-04,0.0100531
-3.50e-04,0.010125
-3.48e-04,0.01015
-3.46e-04,0.00975
-3.44e-04,0.00972813
-3.42e-04,0.00992187
-3.40e-04,0.0100844
-3.38e-04,0.0100594
-3.36e-04,0.00976875
-3.34e-04,0.00962188
-3.32e-04,0.00984062
-3.30e-04,0.0101406
-3.28e-04,0.0103531
-3.26e-04,0.0100594
-3.24e-04,0.00984062
-3.22e-04,0.00987188
-3.20e-04,0.0101719
-3.18e-04,0.0103531
-3.16e-04,0.00993125
-3.14e-04,0.00972813
-3.12e-04,0.00979062
-3.10e-04,0.00999375
-3.08e-04,0.0102531
-3.06e-04,0.00998125
-3.04e-04,0.00995312
-3.02e-04,0.00983125
-3.00e-04,0.0101656
-2.98e-04,0.010375
-2.96e-04,0.0100531
-2.94e-04,0.0099875
-2.92e-04,0.0101094
-2.90e-04,0.0102719
-2.88e-04,0.0101562
-2.86e-04,0.00976875
-2.84e-04,0.00951562
-2.82e-04,0.0095875
-2.80e-04,0.00985938
-2.78e-04,0.01005
-2.76e-04,0.00995312
-2.74e-04,0.00968437
-2.72e-04,0.00965312
-2.70e-04,0.00981562
-2.68e-04,0.00994062
-2.66e-04,0.0098875
-2.64e-04,0.00970937
-2.62e-04,0.00964687
-2.60e-04,0.00999375
-2.58e-04,0.0102938
-2.56e-04,0.0103625
-2.54e-04,0.0100906
-2.52e-04,0.0100688
-2.50e-04,0.0102219
-2.48e-04,0.0103469
-2.46e-04,0.0103469
-2.44e-04,0.00997188
-2.42e-04,0.00990625
-2.40e-04,0.0100531
-2.38e-04,0.0102875
-2.36e-04,0.0103344
-2.34e-04,0.00993125
-2.32e-04,0.00987188
-2.30e-04,0.0100344
-2.28e-04,0.0102469
-2.26e-04,0.0103469
-2.24e-04,0.0099375
-2.22e-04,0.00976562
-2.20e-04,0.0100688
-2.18e-04,0.0102156
-2.16e-04,0.0103125
-2.14e-04,0.00994062
-2.12e-04,0.00988125
-2.10e-04,0.00997813
-2.08e-04,0.0101906
-2.06e-04,0.0103063
-2.04e-04,0.00994687
-2.02e-04,0.00975938
-2.00e-04,0.00973438
-1.98e-04,0.009875
-1.96e-04,0.0101656
-1.94e-04,0.0100125
-1.92e-04,0.0097375
-1.90e-04,0.00977812
-1.88e-04,0.0100625
-1.86e-04,0.0101906
-1.84e-04,0.00992187
-1.82e-04,0.0096625
-1.80e-04,0.00964687
-1.78e-04,0.0099625
-1.76e-04,0.0102063
-1.74e-04,0.00996875
-1.72e-04,0.00976562
-1.70e-04,0.00978437
-1.68e-04,0.0102562
