Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0004
Horizontal Delay,0
Sample Interval,4e-06
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-4
,
,
,
Label,
TIME,CH1
-2.000e-03,-0.00036875
-1.996e-03,-0.000296875
-1.992e-03,-0.000465625
-1.988e-03,-0.0004875
-1.984e-03,-0.00045625
-1.980e-03,-0.00029375
-1.976e-03,-0.00041875
-1.972e-03,-0.00039375
-1.968e-03,-0.000284375
-1.964e-03,-0.000475
-1.960e-03,-0.00035625
-1.956e-03,-0.000296875
-1.952e-03,-0.000496875
-1.948e-03,-0.00035625
-1.944e-03,-0.000446875
-1.940e-03,-0.000478125
-1.936e-03,-0.0003875
-1.932e-03,-0.0004875
-1.928e-03,-0.00039375
-1.924e-03,-0.00040625
-1.920e-03,-0.00043125
-1.916e-03,-0.000365625
-1.912e-03,-0.00034375
-1.908e-03,-0.00049375
-1.904e-03,-0.000325
-1.900e-03,-0.000284375
-1.896e-03,-0.000446875
-1.892e-03,-0.000403125
-1.888e-03,-0.00043125
-1.884e-03,-0.000240625
-1.880e-03,-0.000459375
-1.876e-03,-0.000425
-1.872e-03,-0.000571875
-1.868e-03,-0.0004875
-1.864e-03,-0.0003125
-1.860e-03,-0.000521875
-1.856e-03,-0.000446875
-1.852e-03,-0.0003
-1.848e-03,-0.000309375
-1.844e-03,-0.000453125
-1.840e-03,-0.0004
-1.836e-03,-0.000425
-1.832e-03,-0.000525
-1.828e-03,-0.000603125
-1.824e-03,-0.000271875
-1.820e-03,-0.000490625
-1.816e-03,-0.000571875
-1.812e-03,-0.000428125
-1.808e-03,-0.00033125
-1.804e-03,-0.000421875
-1.800e-03,-0.000415625
-1.796e-03,-0.0003625
-1.792e-03,-0.000378125
-1.788e-03,-0.0002875
-1.784e-03,-0.000440625
-1.780e-03,-0.000396875
-1.776e-03,-0.000575
-1.772e-03,-0.000446875
-1.768e-03,-0.000396875
-1.764e-03,-0.000440625
-1.760e-03,-0.00045
-1.756e-03,-0.000490625
-1.752e-03,-0.000353125
-1.748e-03,-0.000596875
-1.744e-03,-0.000484375
-1.740e-03,-0.0005
-1.736e-03,-0.0004
-1.732e-03,-0.00033125
-1.728e-03,-0.000396875
-1.724e-03,-0.00044375
-1.720e-03,-0.000621875
-1.716e-03,-0.000290625
-1.712e-03,-0.000371875
-1.708e-03,-0.000578125
-1.704e-03,-0.00034375
-1.700e-03,-0.000440625
-1.696e-03,-0.000378125
-1.692e-03,-0.000428125
-1.688e-03,-0.0005125
-1.684e-03,-0.000428125
-1.680e-03,-0.000384375
-1.676e-03,-0.0004625
-1.672e-03,-0.000546875
-1.668e-03,-0.000353125
-1.664e-03,-0.000553125
-1.660e-03,-0.000465625
-1.656e-03,-0.000303125
-1.652e-03,-0.0003875
-1.648e-03,-0.000384375
-1.644e-03,-0.000390625
-1.640e-03,-0.000271875
-1.636e-03,-0.000484375
-1.632e-03,-0.000540625
-1.628e-03,-0.000478125
-1.624e-03,-0.000371875
-1.620e-03,-0.0005
-1.616e-03,-0.00038125
-1.612e-03,-0.00044375
-1.608e-03,-0.0004375
-1.604e-03,-0.000459375
-1.600e-03,-0.00050625
-1.596e-03,-0.000321875
-1.592e-03,-0.00051875
-1.588e-03,-0.00033125
-1.584e-03,-0.0005125
-1.580e-03,-0.00030625
-1.576e-03,-0.00025625
-1.572e-03,-0.000328125
-1.568e-03,-0.000390625
-1.564e-03,-0.000490625
-1.560e-03,-0.0004375
-1.556e-03,-0.00046875
-1.552e-03,-0.00035625
-1.548e-03,-0.00039375
-1.544e-03,-0.000440625
-1.540e-03,-0.00029375
-1.536e-03,-0.000346875
-1.532e-03,-0.00034375
-1.528e-03,-0.000375
-1.524e-03,-0.000215625
-1.520e-03,-0.00041875
-1.516e-03,-0.0004375
-1.512e-03,-0.000284375
-1.508e-03,-0.0005125
-1.504e-03,-0.000371875
-1.500e-03,-0.000315625
-1.496e-03,-0.000325
-1.492e-03,-0.000415625
-1.488e-03,-0.000490625
-1.484e-03,-0.000403125
-1.480e-03,-0.000340625
-1.476e-03,-0.000509375
-1.472e-03,-0.000309375
-1.468e-03,-0.00046875
-1.464e-03,-0.000384375
-1.460e-03,-0.000571875
-1.456e-03,-0.000440625
-1.452e-03,-0.000325
-1.448e-03,-0.000346875
-1.444e-03,-0.00039375
-1.440e-03,-0.000334375
-1.436e-03,-0.0002125
-1.432e-03,-0.000384375
-1.428e-03,-0.000275
-1.424e-03,-0.000271875
-1.420e-03,-0.000478125
-1.416e-03,-0.000440625
-1.412e-03,-0.00040625
-1.408e-03,-0.000540625
-1.404e-03,-0.00041875
-1.400e-03,-0.00036875
-1.396e-03,-0.0005375
-1.392e-03,-0.0004
-1.388e-03,-0.000534375
-1.384e-03,-0.00035625
-1.380e-03,-0.00048125
-1.376e-03,-0.000378125
-1.372e-03,-0.000334375
-1.368e-03,-0.00034375
-1.364e-03,-0.000384375
-1.360e-03,-0.00029375
-1.356e-03,-0.00055
-1.352e-03,-0.00045
-1.348e-03,-0.000375
-1.344e-03,-0.000634375
-1.340e-03,-0.00034375
-1.336e-03,-0.000484375
-1.332e-03,-0.0004125
-1.328e-03,-0.000371875
-1.324e-03,-0.00044375
-1.320e-03,-0.000459375
-1.316e-03,-0.00043125
-1.312e-03,-0.000403125
-1.308e-03,-0.000359375
-1.304e-03,-0.00034375
-1.300e-03,-0.000271875
-1.296e-03,-0.000478125
-1.292e-03,-0.00058125
-1.288e-03,-0.0004375
-1.284e-03,-0.000259375
-1.280e-03,-0.000571875
-1.276e-03,-0.00055625
-1.272e-03,-0.00024375
-1.268e-03,-0.000328125
-1.264e-03,-0.000553125
-1.260e-03,-0.000328125
-1.256e-03,-0.000409375
-1.252e-03,-0.0003875
-1.248e-03,-0.000425
-1.244e-03,-0.00035625
-1.240e-03,-0.000390625
-1.236e-03,-0.0004375
-1.232e-03,-0.000478125
-1.228e-03,-0.000371875
-1.224e-03,-0.00039375
-1.220e-03,-0.000384375
-1.216e-03,-0.000446875
-1.212e-03,-0.00051875
-1.208e-03,-0.0004
-1.204e-03,-0.000403125
-1.200e-03,-0.000346875
-1.196e-03,-0.000478125
-1.192e-03,-0.00043125
-1.188e-03,-0.000403125
-1.184e-03,-0.000465625
-1.180e-03,-0.000496875
-1.176e-03,-0.000353125
-1.172e-03,-0.000415625
-1.168e-03,-0.00043125
-1.164e-03,-0.000503125
-1.160e-03,-0.000465625
-1.156e-03,-0.000390625
-1.152e-03,-0.0004
-1.148e-03,-0.000459375
-1.144e-03,-0.000453125
-1.140e-03,-0.000471875
-1.136e-03,-0.0004375
-1.132e-03,-0.0003
-1.128e-03,-0.000415625
-1.124e-03,-0.000378125
-1.120e-03,-0.000378125
-1.116e-03,-0.000375
-1.112e-03,-0.000571875
-1.108e-03,-0.00036875
-1.104e-03,-0.000375
-1.100e-03,-0.000496875
-1.096e-03,-0.000409375
-1.092e-03,-0.0004625
-1.088e-03,-0.000578125
-1.084e-03,-0.000428125
-1.080e-03,-0.0004125
-1.076e-03,-0.0005375
-1.072e-03,-0.00059375
-1.068e-03,-0.000428125
-1.064e-03,-0.0004125
-1.060e-03,-0.0004
-1.056e-03,-0.000553125
-1.052e-03,-0.000328125
-1.048e-03,-0.000534375
-1.044e-03,-0.0004125
-1.040e-03,-0.00055625
-1.036e-03,-0.000396875
-1.032e-03,-0.000328125
-1.028e-03,-0.00040625
-1.024e-03,-0.000371875
-1.020e-03,-0.00029375
-1.016e-03,-0.000396875
-1.012e-03,-0.000509375
-1.008e-03,-0.000465625
-1.004e-03,-0.00048125
-1.000e-03,-0.0002375
-9.960e-04,-0.000390625
-9.920e-04,-0.00045625
-9.880e-04,-0.000425
-9.840e-04,-0.00039375
-9.800e-04,-0.000375
-9.760e-04,-0.000371875
-9.720e-04,-0.0004
-9.680e-04,-0.000290625
-9.640e-04,-0.000384375
-9.600e-04,-0.000371875
-9.560e-04,-0.000434375
-9.520e-04,-0.000475
-9.480e-04,-0.000559375
-9.440e-04,-0.000453125
-9.400e-04,-0.00030625
-9.360e-04,-0.00051875
-9.320e-04,-0.000334375
-9.280e-04,-0.000340625
-9.240e-04,-0.00053125
-9.200e-04,-0.000353125
-9.160e-04,-0.0003
-9.120e-04,-0.000446875
-9.080e-04,-0.000246875
-9.040e-04,-0.000528125
-9.000e-04,-0.000409375
-8.960e-04,-0.000359375
-8.920e-04,-0.0005125
-8.880e-04,-0.00045
-8.840e-04,-0.0004875
-8.800e-04,-0.000353125
-8.760e-04,-0.000571875
-8.720e-04,-0.00036875
-8.680e-04,-0.00060625
-8.640e-04,-0.000434375
-8.600e-04,-0.000428125
-8.560e-04,-0.000303125
-8.520e-04,-0.0003
-8.480e-04,-0.000271875
-8.440e-04,-0.00029375
-8.400e-04,-0.000321875
-8.360e-04,-0.000378125
-8.320e-04,-0.000565625
-8.280e-04,-0.000278125
-8.240e-04,-0.0004
-8.200e-04,-0.000434375
-8.160e-04,-0.000396875
-8.120e-04,-0.00041875
-8.080e-04,-0.0004375
-8.040e-04,-0.000571875
-8.000e-04,-0.00045
-7.960e-04,-0.000465625
-7.920e-04,-0.00044375
-7.880e-04,-0.0004625
-7.840e-04,-0.00064375
-7.800e-04,-0.000340625
-7.760e-04,-0.00046875
-7.720e-04,-0.0004375
-7.680e-04,-0.000315625
-7.640e-04,-0.000440625
-7.600e-04,-0.000403125
-7.560e-04,-0.00034375
-7.520e-04,-0.00030625
-7.480e-04,-0.0002875
-7.440e-04,-0.000375
-7.400e-04,-0.00041875
-7.360e-04,-0.00044375
-7.320e-04,-0.000296875
-7.280e-04,-0.000375
-7.240e-04,-0.0003125
-7.200e-04,-0.000365625
-7.160e-04,-0.000371875
-7.120e-04,-0.00045625
-7.080e-04,-0.00035625
-7.040e-04,-0.000525
-7.000e-04,-0.000484375
-6.960e-04,-0.000378125
-6.920e-04,-0.00035
-6.880e-04,-0.000578125
-6.840e-04,-0.000325
-6.800e-04,-0.00051875
-6.760e-04,-0.000478125
-6.720e-04,-0.000565625
-6.680e-04,-0.0003625
-6.640e-04,-0.000421875
-6.600e-04,-0.00038125
-6.560e-04,-0.00036875
-6.520e-04,-0.000446875
-6.480e-04,-0.000440625
-6.440e-04,-0.000346875
-6.400e-04,-0.000346875
-6.360e-04,-0.000528125
-6.320e-04,-0.000378125
-6.280e-04,-0.000465625
-6.240e-04,-0.000446875
-6.200e-04,-0.000428125
-6.160e-04,-0.000284375
-6.120e-04,-0.000565625
-6.080e-04,-0.000440625
-6.040e-04,-0.0005
-6.000e-04,-0.000321875
-5.960e-04,-0.000471875
-5.920e-04,-0.000409375
-5.880e-04,-0.00026875
-5.840e-04,-0.00035625
-5.800e-04,-0.00025625
-5.760e-04,-0.00044375
-5.720e-04,-0.000346875
-5.680e-04,-0.0004
-5.640e-04,-0.000425
-5.600e-04,-0.000328125
-5.560e-04,-0.000484375
-5.520e-04,-0.000478125
-5.480e-04,-0.000375
-5.440e-04,-0.000515625
-5.400e-04,-0.00038125
-5.360e-04,-0.00045625
-5.320e-04,-0.00044375
-5.280e-04,-0.000271875
-5.240e-04,-0.000625
-5.200e-04,-0.000453125
-5.160e-04,-0.000428125
-5.120e-04,-0.000296875
-5.080e-04,-0.00045
-5.040e-04,-0.000328125
-5.000e-04,-0.00035625
-4.960e-04,-0.00060625
-4.920e-04,-0.0004375
-4.880e-04,-0.0004875
-4.840e-04,-0.000403125
-4.800e-04,-0.00050625
-4.760e-04,-0.00038125
-4.720e-04,-0.00046875
-4.680e-04,-0.000471875
-4.640e-04,-0.000440625
-4.600e-04,-0.000325
-4.560e-04,-0.000340625
-4.520e-04,-0.000378125
-4.480e-04,-0.00055
