Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,
5.876e-04,-0.00821875,0.0151734
5.880e-04,-0.00834375,0.0151891
5.884e-04,-0.00875,0.0150969
5.888e-04,-0.0088125,0.0150984
5.892e-04,-0.0084375,0.0150844
5.896e-04,-0.00746875,0.0151391
5.900e-04,-0.00771875,0.0150438
5.904e-04,-0.00809375,0.0149141
5.908e-04,-0.00846875,0.0150063
5.912e-04,-0.00834375,0.0148688
5.916e-04,-0.008875,0.0149031
5.920e-04,-0.00875,0.01485
5.924e-04,-0.008625,0.0148094
5.928e-04,-0.00828125,0.0147484
5.932e-04,-0.00790625,0.0147563
5.936e-04,-0.00821875,0.0146844
5.940e-04,-0.007875,0.0147094
5.944e-04,-0.00890625,0.0146734
5.948e-04,-0.00921875,0.0145891
5.952e-04,-0.0069375,0.0146063
5.956e-04,-0.009,0.0144594
5.960e-04,-0.008625,0.0144953
5.964e-04,-0.0088125,0.0143984
5.968e-04,-0.00853125,0.0144359
5.972e-04,-0.0084375,0.0144656
5.976e-04,-0.00846875,0.0143516
5.980e-04,-0.00890625,0.0143172
5.984e-04,-0.008625,0.014125
5.988e-04,-0.0085,0.0142688
5.992e-04,-0.008875,0.0142359
5.996e-04,-0.008375,0.0141516
6.000e-04,-0.0084375,0.0142547
6.004e-04,-0.00821875,0.0139547
6.008e-04,-0.00846875,0.0140859
6.012e-04,-0.00815625,0.0140469
6.016e-04,-0.008875,0.0138703
6.020e-04,-0.00828125,0.0141422
6.024e-04,-0.00721875,0.0139766
6.028e-04,-0.0080625,0.0139297
6.032e-04,-0.00834375,0.0139438
6.036e-04,-0.008125,0.0139641
6.040e-04,-0.00778125,0.0138188
6.044e-04,-0.00846875,0.0138406
6.048e-04,-0.00940625,0.0137984
6.052e-04,-0.00865625,0.0137484
6.056e-04,-0.007625,0.0137563
6.060e-04,-0.00796875,0.0136594
6.064e-04,-0.0079375,0.0136656
6.068e-04,-0.007875,0.0136266
6.072e-04,-0.008625,0.0135844
6.076e-04,-0.00815625,0.0135578
6.080e-04,-0.007625,0.0135625
6.084e-04,-0.00903125,0.0134828
6.088e-04,-0.00853125,0.0135109
6.092e-04,-0.00859375,0.0134469
6.096e-04,-0.00871875,0.0134
6.100e-04,-0.00765625,0.0134313
6.104e-04,-0.00809375,0.0134687
6.108e-04,-0.0081875,0.0132266
6.112e-04,-0.00853125,0.0133125
6.116e-04,-0.008375,0.0132547
6.120e-04,-0.009,0.0131828
6.124e-04,-0.008125,0.0132438
6.128e-04,-0.0074375,0.0131766
6.132e-04,-0.00809375,0.0131687
6.136e-04,-0.00840625,0.0132063
6.140e-04,-0.00809375,0.0132516
6.144e-04,-0.0083125,0.0130578
6.148e-04,-0.008375,0.01295
6.152e-04,-0.00734375,0.0130172
6.156e-04,-0.0075625,0.0129734
6.160e-04,-0.00778125,0.0129203
6.164e-04,-0.00821875,0.0129406
6.168e-04,-0.00859375,0.0128969
6.172e-04,-0.00840625,0.0128594
6.176e-04,-0.00890625,0.0129156
6.180e-04,-0.0088125,0.0127766
6.184e-04,-0.00809375,0.0128391
6.188e-04,-0.00790625,0.0127484
6.192e-04,-0.008625,0.0127516
6.196e-04,-0.00765625,0.0127422
6.200e-04,-0.0093125,0.0127391
6.204e-04,-0.0091875,0.0126563
6.208e-04,-0.00753125,0.0126469
6.212e-04,-0.0095625,0.0124891
6.216e-04,-0.00884375,0.0126281
6.220e-04,-0.0088125,0.0125219
6.224e-04,-0.0085625,0.0124891
6.228e-04,-0.0068125,0.0124719
6.232e-04,-0.00859375,0.0124469
6.236e-04,-0.00875,0.0123844
6.240e-04,-0.0081875,0.0124766
6.244e-04,-0.00828125,0.0124031
6.248e-04,-0.00915625,0.0123641
6.252e-04,-0.00871875,0.0122922
6.256e-04,-0.0078125,0.0122516
6.260e-04,-0.00825,0.0122828
6.264e-04,-0.00846875,0.0123063
6.268e-04,-0.0085625,0.0120984
6.272e-04,-0.00925,0.0121203
6.276e-04,-0.0085625,0.0120531
6.280e-04,-0.0076875,0.0121578
6.284e-04,-0.00790625,0.0122625
6.288e-04,-0.0088125,0.0119953
6.292e-04,-0.008875,0.0120391
6.296e-04,-0.00884375,0.0119828
6.300e-04,-0.00928125,0.0120828
6.304e-04,-0.00915625,0.0118453
6.308e-04,-0.0084375,0.0120172
6.312e-04,-0.00828125,0.0119
6.316e-04,-0.0086875,0.0119875
6.320e-04,-0.00790625,0.0118016
6.324e-04,-0.0081875,0.0118328
6.328e-04,-0.0090625,0.0117375
6.332e-04,-0.0084375,0.0117969
6.336e-04,-0.007375,0.0118672
6.340e-04,-0.00884375,0.0115359
6.344e-04,-0.0088125,0.0117
6.348e-04,-0.0085,0.0115828
6.352e-04,-0.00878125,0.0116797
6.356e-04,-0.007625,0.0116859
6.360e-04,-0.00828125,0.0116938
6.364e-04,-0.00903125,0.0116047
6.368e-04,-0.00884375,0.0114625
6.372e-04,-0.00825,0.0114563
6.376e-04,-0.00859375,0.0113281
6.380e-04,-0.00865625,0.0115484
6.384e-04,-0.0076875,0.0113391
6.388e-04,-0.00778125,0.0113141
6.392e-04,-0.00846875,0.0114438
6.396e-04,-0.00925,0.0113359
6.400e-04,-0.0089375,0.0113375
6.404e-04,-0.00884375,0.0112578
6.408e-04,-0.007125,0.0113906
6.412e-04,-0.00778125,0.0112344
6.416e-04,-0.00796875,0.0111047
6.420e-04,-0.00934375,0.0112078
6.424e-04,-0.00871875,0.0111438
6.428e-04,-0.0088125,0.0112281
6.432e-04,-0.00828125,0.0111469
6.436e-04,-0.00875,0.0110828
6.440e-04,-0.00796875,0.010975
6.444e-04,-0.00840625,0.0110016
6.448e-04,-0.00746875,0.0109672
6.452e-04,-0.00825,0.0108422
6.456e-04,-0.00896875,0.0110063
6.460e-04,-0.00846875,0.0109984
6.464e-04,-0.00778125,0.0109734
6.468e-04,-0.00953125,0.0108953
6.472e-04,-0.0086875,0.01085
6.476e-04,-0.008375,0.0108078
6.480e-04,-0.009125,0.0108281
6.484e-04,-0.0084375,0.0108516
6.488e-04,-0.008625,0.0107875
6.492e-04,-0.0085,0.010775
6.496e-04,-0.00825,0.0107641
6.500e-04,-0.00825,0.0106266
6.504e-04,-0.009,0.0106594
6.508e-04,-0.0080625,0.0105906
6.512e-04,-0.0081875,0.0106438
6.516e-04,-0.00846875,0.0105438
6.520e-04,-0.00828125,0.0105938
6.524e-04,-0.009125,0.0106672
6.528e-04,-0.0088125,0.0105766
6.532e-04,-0.00815625,0.0103906
6.536e-04,-0.00746875,0.0105406
6.540e-04,-0.0073125,0.0104516
6.544e-04,-0.008,0.0104734
6.548e-04,-0.00878125,0.0103703
6.552e-04,-0.008375,0.0104656
6.556e-04,-0.0083125,0.0102953
6.560e-04,-0.00903125,0.0103547
6.564e-04,-0.00871875,0.0102031
6.568e-04,-0.00803125,0.0103672
6.572e-04,-0.008875,0.0102813
6.576e-04,-0.00896875,0.0102469
6.580e-04,-0.00909375,0.0102234
6.584e-04,-0.0091875,0.0102453
6.588e-04,-0.00940625,0.0101172
6.592e-04,-0.00771875,0.0102313
6.596e-04,-0.0094375,0.0100953
6.600e-04,-0.00921875,0.0101547
6.604e-04,-0.008625,0.010025
6.608e-04,-0.00828125,0.0100156
6.612e-04,-0.0083125,0.00999063
6.616e-04,-0.0085,0.0101109
6.620e-04,-0.0080625,0.00995156
6.624e-04,-0.00871875,0.00991406
6.628e-04,-0.0083125,0.00999375
6.632e-04,-0.009125,0.00990469
6.636e-04,-0.0081875,0.0098
6.640e-04,-0.0083125,0.0099125
6.644e-04,-0.00828125,0.00981562
6.648e-04,-0.00878125,0.00986719
6.652e-04,-0.00903125,0.00991875
6.656e-04,-0.009125,0.00977344
6.660e-04,-0.00871875,0.00973125
6.664e-04,-0.00659375,0.00977656
6.668e-04,-0.00878125,0.00960937
6.672e-04,-0.009,0.00966563
6.676e-04,-0.008125,0.00962344
6.680e-04,-0.008125,0.00957812
6.684e-04,-0.00940625,0.00953281
6.688e-04,-0.00959375,0.00955469
6.692e-04,-0.0095,0.00965
6.696e-04,-0.00771875,0.00949688
6.700e-04,-0.00821875,0.00951094
6.704e-04,-0.00796875,0.00956406
6.708e-04,-0.0084375,0.009475
6.712e-04,-0.0094375,0.00944844
6.716e-04,-0.00803125,0.009525
6.720e-04,-0.007125,0.00935
6.724e-04,-0.0098125,0.0093125
6.728e-04,-0.0091875,0.00930469
6.732e-04,-0.00865625,0.009375
6.736e-04,-0.00875,0.0093375
6.740e-04,-0.00790625,0.00920781
6.744e-04,-0.008375,0.00926094
6.748e-04,-0.0079375,0.00913125
6.752e-04,-0.008875,0.00913906
6.756e-04,-0.0086875,0.00915469
6.760e-04,-0.00896875,0.00930156
6.764e-04,-0.008625,0.00922813
6.768e-04,-0.00790625,0.00914219
6.772e-04,-0.0083125,0.00910156
6.776e-04,-0.009,0.00894844
6.780e-04,-0.00846875,0.00897812
6.784e-04,-0.008875,0.00894531
6.788e-04,-0.00890625,0.00904531
6.792e-04,-0.0073125,0.00905781
6.796e-04,-0.0088125,0.00899687
6.800e-04,-0.0088125,0.00890781
6.804e-04,-0.00790625,0.00904219
6.808e-04,-0.0088125,0.00884688
6.812e-04,-0.00865625,0.00886094
6.816e-04,-0.00878125,0.00889688
6.820e-04,-0.00953125,0.00891094
6.824e-04,-0.00784375,0.00885781
6.828e-04,-0.00825,0.00884531
6.832e-04,-0.00865625,0.00883594
6.836e-04,-0.008625,0.00870781
6.840e-04,-0.00846875,0.00881094
6.844e-04,-0.009,0.00869531
6.848e-04,-0.00725,0.0088875
6.852e-04,-0.00990625,0.00863906
6.856e-04,-0.0088125,0.00875
6.860e-04,-0.0091875,0.00868125
6.864e-04,-0.0094375,0.00867188
6.868e-04,-0.00778125,0.00865156
6.872e-04,-0.008875,0.00847031
6.876e-04,-0.00859375,0.00861719
6.880e-04,-0.00846875,0.00841719
6.884e-04,-0.00840625,0.00856875
6.888e-04,-0.00871875,0.00847188
6.892e-04,-0.00878125,0.00848594
6.896e-04,-0.00821875,0.00833906
6.900e-04,-0.008375,0.00858125
6.904e-04,-0.0083125,0.00834375
6.908e-04,-0.0093125,0.00836875
6.912e-04,-0.00921875,0.00827813
6.916e-04,-0.009125,0.00832656
6.920e-04,-0.007125,0.00842656
6.924e-04,-0.0088125,0.00837969
6.928e-04,-0.00865625,0.00839531
6.932e-04,-0.008,0.00833594
6.936e-04,-0.0085,0.00829375
6.940e-04,-0.009125,0.00816719
6.944e-04,-0.00934375,0.00823438
6.948e-04,-0.00878125,0.0081
6.952e-04,-0.0080625,0.008225
6.956e-04,-0.008625,0.00809219
6.960e-04,-0.009,0.00808437
6.964e-04,-0.00871875,0.00812656
6.968e-04,-0.009,0.00798594
6.972e-04,-0.00896875,0.00807813
6.976e-04,-0.00721875,0.00801875
6.980e-04,-0.009375,0.0079625
6.984e-04,-0.0089375,0.00807344
6.988e-04,-0.00965625,0.00793906
6.992e-04,-0.008875,0.00808437
6.996e-04,-0.00778125,0.0079875
7.000e-04,-0.00840625,0.00793438
7.004e-04,-0.0085,0.00798125
7.008e-04,-0.00865625,0.00802969
7.012e-04,-0.007875,0.00807344
7.016e-04,-0.00903125,0.00789531
7.020e-04,-0.00853125,0.008
7.024e-04,-0.00840625,0.00781406
7.028e-04,-0.0080625,0.00786875
7.032e-04,-0.0085625,0.00770938
7.036e-04,-0.00846875,0.00784531
7.040e-04,-0.00925,0.00781406
7.044e-04,-0.00925,0.00781406
7.048e-04,-0.00778125,0.0077125
7.052e-04,-0.00903125,0.00765625
7.056e-04,-0.00828125,0.00782969
7.060e-04,-0.00865625,0.00768438
7.064e-04,-0.00896875,0.00758125
7.068e-04,-0.00771875,0.00758906
7.072e-04,-0.00925,0.007675
7.076e-04,-0.00884375,0.00758281
7.080e-04,-0.00853125,0.0076375
7.084e-04,-0.008375,0.00755
7.088e-04,-0.0085625,0.00753906
7.092e-04,-0.0085625,0.00744375
7.096e-04,-0.009,0.00755781
7.100e-04,-0.00859375,0.00740625
7.104e-04,-0.00690625,0.00754844
7.108e-04,-0.0098125,0.00747656
7.112e-04,-0.0090625,0.00749063
7.116e-04,-0.00915625,0.00745156
7.120e-04,-0.009125,0.00733594
7.124e-04,-0.0085625,0.00733438
7.128e-04,-0.00828125,0.00720625
7.132e-04,-0.00871875,0.00752969
7.136e-04,-0.00928125,0.0073125
7.140e-04,-0.00775,0.00741875
7.144e-04,-0.00921875,0.00714375
7.148e-04,-0.00853125,0.00725938
7.152e-04,-0.0081875,0.00733438
7.156e-04,-0.00871875,0.00733594
7.160e-04,-0.00809375,0.00714375
7.164e-04,-0.00846875,0.00707656
7.168e-04,-0.00884375,0.00703906
7.172e-04,-0.008875,0.00714063
7.176e-04,-0.0075,0.0070625
7.180e-04,-0.0085625,0.0071625
7.184e-04,-0.0085625,0.00702813
7.188e-04,-0.00853125,0.00711406
7.192e-04,-0.00884375,0.00710625
7.196e-04,-0.00853125,0.00702344
7.200e-04,-0.0094375,0.00696094
7.204e-04,-0.0089375,0.00696406
7.208e-04,-0.007625,0.00699688
7.212e-04,-0.00825,0.00696719
7.216e-04,-0.0083125,0.00686719
7.220e-04,-0.0084375,0.00705938
7.224e-04,-0.00909375,0.00701875
7.228e-04,-0.00865625,0.00694844
7.232e-04,-0.00746875,0.00696719
7.236e-04,-0.0095,0.00678125
7.240e-04,-0.0088125,0.0068125
7.244e-04,-0.0096875,0.00686875
7.248e-04,-0.00915625,0.0068125
7.252e-04,-0.00775,0.00674219
7.256e-04,-0.0086875,0.00690781
7.260e-04,-0.0084375,0.0067625
7.264e-04,-0.00884375,0.00681094
7.268e-04,-0.00765625,0.00670156
7.272e-04,-0.0094375,0.00687031
7.276e-04,-0.0085625,0.00682969
7.280e-04,-0.00803125,0.00675625
7.284e-04,-0.008125,0.00671563
7.288e-04,-0.00790625,0.00662031
7.292e-04,-0.009,0.00675156
7.296e-04,-0.00928125,0.00657344
7.300e-04,-0.0086875,0.00649219
7.304e-04,-0.007125,0.00655625
7.308e-04,-0.00815625,0.0065
7.312e-04,-0.00825,0.00658281
7.316e-04,-0.009,0.00655625
7.320e-04,-0.00875,0.00652656
7.324e-04,-0.00853125,0.00649531
7.328e-04,-0.01,0.00644063
7.332e-04,-0.009625,0.00652344
7.336e-04,-0.008375,0.00647188
7.340e-04,-0.00865625,0.00638281
7.344e-04,-0.00784375,0.00649688
7.348e-04,-0.00859375,0.00649844
7.352e-04,-0.00865625,0.00662813
7.356e-04,-0.0088125,0.00643437
7.360e-04,-0.00765625,0.00633906
7.364e-04,-0.0100938,0.00634688
7.368e-04,-0.00878125,0.00634688
7.372e-04,-0.0091875,0.00630313
7.376e-04,-0.00821875,0.00636719
7.380e-04,-0.0085,0.00637656
7.384e-04,-0.00903125,0.00635938
7.388e-04,-0.008125,0.00627344
7.392e-04,-0.00921875,0.0062625
7.396e-04,-0.00821875,0.00626406
7.400e-04,-0.0089375,0.00614063
7.404e-04,-0.00803125,0.00613438
7.408e-04,-0.00815625,0.00619688
7.412e-04,-0.008375,0.00612812
7.416e-04,-0.00790625,0.00611563
7.420e-04,-0.008375,0.00623906
7.424e-04,-0.00975,0.00600937
7.428e-04,-0.00840625,0.00610781
7.432e-04,-0.0070625,0.00613281
7.436e-04,-0.00853125,0.00599219
7.440e-04,-0.00803125,0.0059625
7.444e-04,-0.008875,0.00595781
7.448e-04,-0.00846875,0.00597969
7.452e-04,-0.00865625,0.00600625
7.456e-04,-0.009625,0.006025
7.460e-04,-0.00875,0.00610781
7.464e-04,-0.008625,0.0058625
7.468e-04,-0.00909375,0.00592031
7.472e-04,-0.00865625,0.00598906
7.476e-04,-0.00846875,0.00588594
7.480e-04,-0.00903125,0.00583438
7.484e-04,-0.00915625,0.00588281
7.488e-04,-0.0070625,0.00593438
7.492e-04,-0.00959375,0.00583281
7.496e-04,-0.0080625,0.00574688
7.500e-04,-0.00859375,0.00584844
7.504e-04,-0.00896875,0.00582344
7.508e-04,-0.00821875,0.00578906
7.512e-04,-0.0091875,0.00580781
7.516e-04,-0.00809375,0.00581094
7.520e-04,-0.00846875,0.00573281
7.524e-04,-0.00775,0.00571563
7.528e-04,-0.00934375,0.00565156
7.532e-04,-0.00809375,0.00558594
7.536e-04,-0.0083125,0.00577344
7.540e-04,-0.00853125,0.00568281
7.544e-04,-0.0079375,0.00584844
7.548e-04,-0.00865625,0.00557969
7.552e-04,-0.0099375,0.00557188
7.556e-04,-0.0086875,0.00560313
7.560e-04,-0.008,0.00572969
7.564e-04,-0.00784375,0.00556563
7.568e-04,-0.0081875,0.00559219
7.572e-04,-0.00859375,0.00558125
7.576e-04,-0.0083125,0.00556875
7.580e-04,-0.0076875,0.0054625
7.584e-04,-0.00959375,0.00546719
7.588e-04,-0.009375,0.00553125
7.592e-04,-0.00853125,0.00562344
7.596e-04,-0.0086875,0.00542344
7.600e-04,-0.0080625,0.00550781
7.604e-04,-0.00884375,0.00550313
7.608e-04,-0.00846875,0.00545781
7.612e-04,-0.0094375,0.00539219
7.616e-04,-0.00771875,0.0053125
7.620e-04,-0.00946875,0.00535
7.624e-04,-0.00896875,0.0053875
7.628e-04,-0.00875,0.00525
7.632e-04,-0.009,0.00532031
7.636e-04,-0.00859375,0.00532969
7.640e-04,-0.00834375,0.00529375
7.644e-04,-0.0083125,0.00534531
7.648e-04,-0.0086875,0.00537187
7.652e-04,-0.0073125,0.00526875
7.656e-04,-0.008875,0.00519844
7.660e-04,-0.00775,0.00521406
7.664e-04,-0.0089375,0.005175
7.668e-04,-0.0085625,0.00512188
7.672e-04,-0.007875,0.00525312
7.676e-04,-0.00834375,0.00516875
7.680e-04,-0.0103125,0.00509063
7.684e-04,-0.008375,0.00529688
7.688e-04,-0.00696875,0.00514063
7.692e-04,-0.00825,0.00503594
7.696e-04,-0.0075625,0.00505
7.700e-04,-0.00775,0.00515625
7.704e-04,-0.00840625,0.005075
7.708e-04,-0.0076875,0.00517031
7.712e-04,-0.00965625,0.00506562
7.716e-04,-0.00884375,0.00512969
7.720e-04,-0.00825,0.00515625
7.724e-04,-0.0085625,0.00494531
7.728e-04,-0.0093125,0.00482812
7.732e-04,-0.0085625,0.00509531
7.736e-04,-0.0089375,0.00493125
7.740e-04,-0.00859375,0.00498281
7.744e-04,-0.00740625,0.00502813
7.748e-04,-0.00975,0.00488281
7.752e-04,-0.00821875,0.0050625
7.756e-04,-0.00946875,0.00493906
7.760e-04,-0.00871875,0.00484219
7.764e-04,-0.008,0.00476562
7.768e-04,-0.009125,0.00481406
7.772e-04,-0.00896875,0.00489375
7.776e-04,-0.00909375,0.00492188
7.780e-04,-0.00734375,0.0049125
7.784e-04,-0.009125,0.00474375
7.788e-04,-0.0074375,0.00481406
7.792e-04,-0.0083125,0.00482344
7.796e-04,-0.0088125,0.00472969
7.800e-04,-0.00796875,0.00491562
7.804e-04,-0.0080625,0.00470781
7.808e-04,-0.00953125,0.00460625
7.812e-04,-0.0091875,0.00470781
7.816e-04,-0.007,0.00474844
7.820e-04,-0.00828125,0.00478438
7.824e-04,-0.0081875,0.00484063
7.828e-04,-0.00884375,0.00467656
7.832e-04,-0.0088125,0.00466094
7.836e-04,-0.00775,0.00466406
7.840e-04,-0.00946875,0.00457969
7.844e-04,-0.00953125,0.00457031
7.848e-04,-0.00828125,0.00457188
7.852e-04,-0.00846875,0.00454844
7.856e-04,-0.00884375,0.00462344
7.860e-04,-0.0083125,0.0045625
7.864e-04,-0.00884375,0.00447188
7.868e-04,-0.00859375,0.00459688
7.872e-04,-0.00721875,0.00464063
7.876e-04,-0.00971875,0.00440938
7.880e-04,-0.0085,0.00465
7.884e-04,-0.0089375,0.00447813
7.888e-04,-0.0089375,0.00447344
7.892e-04,-0.00828125,0.00447188
7.896e-04,-0.00853125,0.0045125
7.900e-04,-0.00884375,0.00444844
7.904e-04,-0.00871875,0.00436719
7.908e-04,-0.00775,0.00441094
7.912e-04,-0.008875,0.00441094
7.916e-04,-0.00803125,0.00447344
7.920e-04,-0.008875,0.00439688
7.924e-04,-0.00859375,0.00429375
7.928e-04,-0.0074375,0.00442188
7.932e-04,-0.00878125,0.00443281
7.936e-04,-0.0101875,0.00425938
7.940e-04,-0.0095625,0.00440156
7.944e-04,-0.007625,0.00436563
7.948e-04,-0.00790625,0.00442188
7.952e-04,-0.00834375,0.00436719
7.956e-04,-0.00909375,0.00425
7.960e-04,-0.009,0.00442813
7.964e-04,-0.0088125,0.00425938
7.968e-04,-0.00953125,0.00409375
7.972e-04,-0.00946875,0.00419062
7.976e-04,-0.008625,0.00413125
7.980e-04,-0.00903125,0.0042
7.984e-04,-0.009,0.00418281
7.988e-04,-0.00896875,0.004175
7.992e-04,-0.00865625,0.00419062
7.996e-04,-0.0085,0.00416719
8.000e-04,-0.0080625,0.00424844
8.004e-04,-0.00959375,0.00412031
8.008e-04,-0.0085625,0.00420469
8.012e-04,-0.009625,0.00413281
8.016e-04,-0.00865625,0.00421406
8.020e-04,-0.008125,0.00405938
8.024e-04,-0.00865625,0.0042375
8.028e-04,-0.008875,0.00415937
8.032e-04,-0.0085625,0.00414375
8.036e-04,-0.00821875,0.0042
8.040e-04,-0.00921875,0.00399063
8.044e-04,-0.00809375,0.00394687
8.048e-04,-0.00796875,0.00404375
8.052e-04,-0.0088125,0.00399375
8.056e-04,-0.00803125,0.00406875
8.060e-04,-0.00959375,0.004
8.064e-04,-0.00984375,0.00390625
8.068e-04,-0.00946875,0.00409687
8.072e-04,-0.0073125,0.00404219
8.076e-04,-0.00846875,0.00390469
8.080e-04,-0.00840625,0.00396406
8.084e-04,-0.009,0.00390625
8.088e-04,-0.00871875,0.00386406
8.092e-04,-0.00796875,0.00400313
8.096e-04,-0.0090625,0.00385156
8.100e-04,-0.0088125,0.0039125
8.104e-04,-0.00853125,0.00390625
8.108e-04,-0.0086875,0.00383125
8.112e-04,-0.00915625,0.00398438
8.116e-04,-0.00803125,0.00384063
8.120e-04,-0.009,0.00377188
8.124e-04,-0.00834375,0.00384688
8.128e-04,-0.00809375,0.00377969
8.132e-04,-0.00984375,0.00380781
8.136e-04,-0.00809375,0.00375
8.140e-04,-0.009,0.00372188
8.144e-04,-0.009125,0.00372031
8.148e-04,-0.00765625,0.00382344
8.152e-04,-0.0085,0.00384531
8.156e-04,-0.0084375,0.00370313
8.160e-04,-0.00896875,0.00377656
8.164e-04,-0.0073125,0.00375
8.168e-04,-0.00971875,0.00366094
8.172e-04,-0.00771875,0.0037375
8.176e-04,-0.0084375,0.00365
8.180e-04,-0.00840625,0.00367969
8.184e-04,-0.00815625,0.00367656
8.188e-04,-0.0085625,0.003625
8.192e-04,-0.0095625,0.00364688
8.196e-04,-0.00884375,0.0035875
8.200e-04,-0.00803125,0.00370156
8.204e-04,-0.0081875,0.00357813
8.208e-04,-0.00803125,0.00367031
8.212e-04,-0.009,0.00353906
8.216e-04,-0.00884375,0.00356719
8.220e-04,-0.0085625,0.00352188
8.224e-04,-0.00946875,0.00349687
8.228e-04,-0.00921875,0.00361875
8.232e-04,-0.00825,0.00365781
8.236e-04,-0.00875,0.00351094
8.240e-04,-0.00871875,0.00335313
8.244e-04,-0.008625,0.0035
8.248e-04,-0.00865625,0.00346719
8.252e-04,-0.0086875,0.00362656
8.256e-04,-0.00753125,0.00361719
8.260e-04,-0.00946875,0.00349844
8.264e-04,-0.00915625,0.00358281
8.268e-04,-0.0095,0.00338594
8.272e-04,-0.008625,0.00342031
8.276e-04,-0.0074375,0.003475
8.280e-04,-0.0096875,0.00332813
8.284e-04,-0.00859375,0.00337656
8.288e-04,-0.00840625,0.00339531
8.292e-04,-0.0075625,0.00345313
8.296e-04,-0.0088125,0.0033
8.300e-04,-0.00859375,0.00337344
8.304e-04,-0.00884375,0.00327969
8.308e-04,-0.00890625,0.00334688
8.312e-04,-0.008,0.00336406
8.316e-04,-0.00909375,0.0032625
8.320e-04,-0.0095,0.00329375
8.324e-04,-0.00940625,0.00325469
8.328e-04,-0.00715625,0.00340313
8.332e-04,-0.00803125,0.00332813
8.336e-04,-0.00796875,0.00318438
8.340e-04,-0.00865625,0.00326406
8.344e-04,-0.00934375,0.00329375
8.348e-04,-0.0076875,0.00331094
8.352e-04,-0.00965625,0.00323906
8.356e-04,-0.009125,0.00337813
8.360e-04,-0.00834375,0.00330781
8.364e-04,-0.00884375,0.00322969
8.368e-04,-0.00959375,0.00316875
8.372e-04,-0.008625,0.00322188
8.376e-04,-0.00865625,0.00329688
8.380e-04,-0.0088125,0.00325938
8.384e-04,-0.00809375,0.00327188
8.388e-04,-0.0094375,0.00312969
