Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,,Waveform Type,ANALOG
-9.42e-04,0.0174078,0.0162094,-0.000446875,,-9.42e-04,-2.33594
-9.40e-04,0.0172453,0.0161719,-0.000471875,,-9.40e-04,62.4922
-9.38e-04,0.0170672,0.0162328,-0.0004625,,-9.38e-04,119.531
-9.36e-04,0.016925,0.0163484,-0.000439062,,-9.36e-04,128.898
-9.34e-04,0.0167828,0.0164203,-0.000421875,,-9.34e-04,107.031
-9.32e-04,0.0166031,0.0164328,-0.000429688,,-9.32e-04,96.0938
-9.30e-04,0.0164406,0.0163438,-0.000429688,,-9.30e-04,36.7109
-9.28e-04,0.0163016,0.0162094,-0.000457813,,-9.28e-04,2.34375
-9.26e-04,0.0161438,0.0162813,-0.000464063,,-9.26e-04,114.836
-9.24e-04,0.0160141,0.016225,-0.000471875,,-9.24e-04,36.7109
-9.22e-04,0.0158672,0.0162094,-0.000478125,,-9.22e-04,65.625
-9.20e-04,0.0157141,0.0160422,-0.000451563,,-9.20e-04,-7.03125
-9.18e-04,0.0155844,0.0161078,-0.00043125,,-9.18e-04,97.6562
-9.16e-04,0.0154656,0.0160438,-0.00043125,,-9.16e-04,27.3438
-9.14e-04,0.0153359,0.0160875,-0.00045,,-9.14e-04,86.7109
-9.12e-04,0.0152172,0.0159172,-0.00044375,,-9.12e-04,-25.7734
-9.10e-04,0.0150641,0.015925,-0.000451563,,-9.10e-04,80.4609
-9.08e-04,0.0149453,0.01575,-0.000446875,,-9.08e-04,-28.125
-9.06e-04,0.0148203,0.0156359,-0.00044375,,-9.06e-04,5.46875
-9.04e-04,0.0147063,0.0156734,-0.000454688,,-9.04e-04,75.7812
-9.02e-04,0.0145719,0.0156891,-0.000429688,,-9.02e-04,74.9922
-9.00e-04,0.014475,0.0158281,-0.000429688,,-9.00e-04,117.969
-8.98e-04,0.0143438,0.0159297,-0.000451563,,-8.98e-04,116.406
-8.96e-04,0.0142156,0.0158141,-0.00044375,,-8.96e-04,6.24219
-8.94e-04,0.0141219,0.0157859,-0.000429688,,-8.94e-04,32.8125
-8.92e-04,0.0139906,0.0156766,-0.000414063,,-8.92e-04,10.9297
-8.90e-04,0.0138641,0.0156078,-0.000423438,,-8.90e-04,28.8984
-8.88e-04,0.0137516,0.0154828,-0.000426563,,-8.88e-04,-6.25
-8.86e-04,0.0136609,0.0154375,-0.00045,,-8.86e-04,22.6562
-8.84e-04,0.0135312,0.0156438,-0.000451563,,-8.84e-04,167.969
-8.82e-04,0.0134422,0.0155016,-0.000459375,,-8.82e-04,-26.5547
-8.80e-04,0.0133375,0.0152266,-0.0004625,,-8.80e-04,-85.1562
-8.78e-04,0.0132188,0.0152047,-0.00043125,,-8.78e-04,48.4297
-8.76e-04,0.013125,0.0151766,-0.000442188,,-8.76e-04,32.8047
-8.74e-04,0.0130281,0.0150547,-0.00045,,-8.74e-04,-12.4922
-8.72e-04,0.0129516,0.0150016,-0.000464063,,-8.72e-04,11.7109
-8.70e-04,0.0128422,0.0149406,-0.000471875,,-8.70e-04,24.2109
-8.68e-04,0.0127641,0.0149531,-0.00045,,-8.68e-04,45.3125
-8.66e-04,0.0126719,0.0149063,-0.000446875,,-8.66e-04,22.6484
-8.64e-04,0.0125938,0.0147844,-0.000446875,,-8.64e-04,-21.875
-8.62e-04,0.0124875,0.0147469,-0.00045,,-8.62e-04,34.3672
-8.60e-04,0.0124031,0.0146891,-0.000423438,,-8.60e-04,13.2812
-8.58e-04,0.0123328,0.0145672,-0.000423438,,-8.58e-04,-25.7812
-8.56e-04,0.0122609,0.0147375,-0.000434375,,-8.56e-04,121.094
-8.54e-04,0.0121906,0.0147344,-0.000464063,,-8.54e-04,33.5859
-8.52e-04,0.0120984,0.0146734,-0.00045,,-8.52e-04,15.6172
-8.50e-04,0.0120047,0.0147109,-0.000426563,,-8.50e-04,65.625
-8.48e-04,0.0119266,0.0147594,-0.000434375,,-8.48e-04,63.2734
-8.46e-04,0.0118625,0.0146406,-0.000426563,,-8.46e-04,-27.3438
-8.44e-04,0.0117578,0.0145031,-0.000451563,,-8.44e-04,-16.3984
-8.42e-04,0.011675,0.0144219,-0.000457813,,-8.42e-04,0.773438
-8.40e-04,0.0115906,0.0142516,-0.000442188,,-8.40e-04,-42.9688
-8.38e-04,0.0115297,0.0142875,-0.000442188,,-8.38e-04,48.4297
-8.36e-04,0.0114391,0.0143313,-0.000410938,,-8.36e-04,67.1875
-8.34e-04,0.011375,0.0141781,-0.000434375,,-8.34e-04,-44.5234
-8.32e-04,0.0113063,0.0140938,-0.00043125,,-8.32e-04,-7.8125
-8.30e-04,0.0112328,0.0139297,-0.000459375,,-8.30e-04,-45.3047
-8.28e-04,0.0111547,0.0138813,-0.00045,,-8.28e-04,14.8438
-8.26e-04,0.0110672,0.0139063,-0.000464063,,-8.26e-04,56.2422
-8.24e-04,0.0110219,0.0139375,-0.000451563,,-8.24e-04,38.2812
-8.22e-04,0.0109594,0.0139703,-0.000442188,,-8.22e-04,47.6484
-8.20e-04,0.0108828,0.013975,-0.000434375,,-8.20e-04,40.6172
-8.18e-04,0.0108062,0.0140266,-0.000426563,,-8.18e-04,64.0625
-8.16e-04,0.0107406,0.0140125,-0.00041875,,-8.16e-04,25.7812
-8.14e-04,0.0106563,0.0140078,-0.000426563,,-8.14e-04,39.8359
-8.12e-04,0.0105797,0.0139297,-0.000459375,,-8.12e-04,-0.78125
-8.10e-04,0.0105297,0.013925,-0.000454688,,-8.10e-04,22.6562
-8.08e-04,0.0104578,0.0139188,-0.00045,,-8.08e-04,32.8047
-8.06e-04,0.0103875,0.0137969,-0.000451563,,-8.06e-04,-25.7734
-8.04e-04,0.0103109,0.0138813,-0.000459375,,-8.04e-04,80.4688
-8.02e-04,0.0102422,0.0137516,-0.000457813,,-8.02e-04,-30.4688
-8.00e-04,0.0101844,0.0136469,-0.000451563,,-8.00e-04,-23.4375
-7.98e-04,0.0101156,0.0134266,-0.00044375,,-7.98e-04,-75.7734
-7.96e-04,0.0100594,0.01345,-0.000451563,,-7.96e-04,39.8359
-7.94e-04,0.00999063,0.0132953,-0.000454688,,-7.94e-04,-42.9688
-7.92e-04,0.00994844,0.0131547,-0.000446875,,-7.92e-04,-49.2188
-7.90e-04,0.00989688,0.0131672,-0.000451563,,-7.90e-04,32.0234
-7.88e-04,0.00982344,0.0131469,-0.000459375,,-7.88e-04,26.5625
-7.86e-04,0.00976562,0.0130969,-0.000459375,,-7.86e-04,3.90625
-7.84e-04,0.00969375,0.012975,-0.000470313,,-7.84e-04,-24.9922
-7.82e-04,0.00963125,0.0129359,-0.000467188,,-7.82e-04,11.7109
-7.80e-04,0.00957812,0.0129094,-0.00045,,-7.80e-04,13.2734
-7.78e-04,0.0095375,0.0129672,-0.000446875,,-7.78e-04,49.2109
-7.76e-04,0.00948281,0.0129234,-0.000457813,,-7.76e-04,5.46875
-7.74e-04,0.0094375,0.0128891,-0.000464063,,-7.74e-04,5.46094
-7.72e-04,0.00936875,0.0129344,-0.000464063,,-7.72e-04,57.0234
-7.70e-04,0.00932812,0.0130109,-0.000454688,,-7.70e-04,58.5859
-7.68e-04,0.00927031,0.012825,-0.00045,,-7.68e-04,-64.0547
-7.66e-04,0.00919219,0.0127938,-0.00045,,-7.66e-04,23.4375
-7.64e-04,0.00914063,0.0126828,-0.000467188,,-7.64e-04,-29.6797
-7.62e-04,0.00910469,0.0125,-0.000464063,,-7.62e-04,-73.4375
-7.60e-04,0.00902969,0.0125328,-0.000467188,,-7.60e-04,53.9062
-7.58e-04,0.00899844,0.0124156,-0.0004625,,-7.58e-04,-42.9688
-7.56e-04,0.00892813,0.0123906,-0.00045,,-7.56e-04,22.6562
-7.54e-04,0.00890469,0.0123953,-0.000446875,,-7.54e-04,14.0547
-7.52e-04,0.00885938,0.0122719,-0.00045,,-7.52e-04,-39.0547
-7.50e-04,0.00880625,0.0120703,-0.000464063,,-7.50e-04,-74.2188
-7.48e-04,0.00874219,0.0120766,-0.000482813,,-7.48e-04,35.1562
-7.46e-04,0.00870938,0.0120859,-0.000478125,,-7.46e-04,21.0938
-7.44e-04,0.00865313,0.0120359,-0.000475,,-7.44e-04,3.11719
-7.42e-04,0.00860781,0.0121781,-0.000484375,,-7.42e-04,93.75
-7.40e-04,0.00856875,0.0121344,-0.000457813,,-7.40e-04,-2.33594
-7.38e-04,0.00853438,0.0122359,-0.000464063,,-7.38e-04,67.9688
-7.36e-04,0.00849844,0.0120078,-0.0004625,,-7.36e-04,-96.0859
-7.34e-04,0.00845781,0.0120609,-0.00044375,,-7.34e-04,46.875
-7.32e-04,0.00839375,0.0120203,-0.000454688,,-7.32e-04,11.7188
-7.30e-04,0.00835313,0.0119141,-0.000454688,,-7.30e-04,-32.8125
-7.28e-04,0.00830312,0.0119875,-0.000459375,,-7.28e-04,61.7188
-7.26e-04,0.00825,0.0119797,-0.000454688,,-7.26e-04,22.6562
-7.24e-04,0.00823125,0.0119406,-0.00044375,,-7.24e-04,-10.1562
-7.22e-04,0.0081625,0.0120125,-0.000451563,,-7.22e-04,70.3125
-7.20e-04,0.00813594,0.0117328,-0.000457813,,-7.20e-04,-126.555
-7.18e-04,0.00807656,0.0116313,-0.000459375,,-7.18e-04,-21.0938
-7.16e-04,0.00803125,0.0115219,-0.000467188,,-7.16e-04,-32.0234
-7.14e-04,0.00799063,0.0114438,-0.000459375,,-7.14e-04,-18.7422
-7.12e-04,0.00796563,0.0113391,-0.000457813,,-7.12e-04,-39.8359
-7.10e-04,0.00791719,0.0112375,-0.000467188,,-7.10e-04,-26.5625
-7.08e-04,0.00788906,0.0112375,-0.000470313,,-7.08e-04,14.0625
-7.06e-04,0.00783125,0.01105,-0.000475,,-7.06e-04,-64.8438
-7.04e-04,0.00779687,0.0110656,-0.0004875,,-7.04e-04,25
-7.02e-04,0.00777188,0.0108391,-0.000484375,,-7.02e-04,-100.773
-7.00e-04,0.00770625,0.0108578,-0.000470313,,-7.00e-04,42.1797
-6.98e-04,0.00768906,0.010875,-0.000464063,,-6.98e-04,17.1875
-6.96e-04,0.00765,0.0108297,-0.000439062,,-6.96e-04,-3.125
-6.94e-04,0.0075875,0.0108953,-0.000446875,,-6.94e-04,64.0547
-6.92e-04,0.00755938,0.0108516,-0.0004625,,-6.92e-04,-7.8125
-6.90e-04,0.00754375,0.0109125,-0.000454688,,-6.90e-04,38.2812
-6.88e-04,0.0075125,0.0108234,-0.0004625,,-6.88e-04,-28.9062
-6.86e-04,0.0074625,0.0108016,-0.000423438,,-6.86e-04,14.0547
-6.84e-04,0.007425,0.010725,-0.00044375,,-6.84e-04,-19.5312
-6.82e-04,0.00736875,0.0106641,-0.000446875,,-6.82e-04,-2.33594
-6.80e-04,0.00734062,0.0106516,-0.000446875,,-6.80e-04,7.8125
-6.78e-04,0.00730938,0.0106406,-0.000464063,,-6.78e-04,10.1484
-6.76e-04,0.007275,0.0106641,-0.000470313,,-6.76e-04,28.9062
-6.74e-04,0.00724688,0.0106078,-0.000467188,,-6.74e-04,-14.0547
-6.72e-04,0.00722187,0.0103844,-0.00045,,-6.72e-04,-99.2109
-6.70e-04,0.00717344,0.0103391,-0.000439062,,-6.70e-04,1.55469
-6.68e-04,0.00713438,0.0103344,-0.000451563,,-6.68e-04,17.1797
-6.66e-04,0.00709688,0.0102891,-0.000457813,,-6.66e-04,-3.90625
-6.64e-04,0.00709219,0.0100953,-0.0004625,,-6.64e-04,-94.5234
-6.62e-04,0.00706875,0.0101078,-0.00045,,-6.62e-04,17.9688
-6.60e-04,0.00703125,0.0101688,-0.000434375,,-6.60e-04,49.2188
-6.58e-04,0.007,0.0101641,-0.000426563,,-6.58e-04,13.2734
-6.56e-04,0.00697031,0.0101406,-0.00043125,,-6.56e-04,3.125
-6.54e-04,0.0069375,0.00997813,-0.0004375,,-6.54e-04,-64.8359
-6.52e-04,0.00691094,0.00996563,-0.00043125,,-6.52e-04,7.02344
-6.50e-04,0.00687656,0.00995313,-0.000434375,,-6.50e-04,10.9375
-6.48e-04,0.00684531,0.0100594,-0.00045,,-6.48e-04,68.7422
-6.46e-04,0.00682031,0.0101672,-0.000446875,,-6.46e-04,66.4062
-6.44e-04,0.00678906,0.0101156,-0.000429688,,-6.44e-04,-10.1562
-6.42e-04,0.00675938,0.0101359,-0.000414063,,-6.42e-04,25
-6.40e-04,0.00673437,0.00998125,-0.000426563,,-6.40e-04,-64.8438
-6.38e-04,0.00668594,0.00979844,-0.000434375,,-6.38e-04,-67.1797
-6.36e-04,0.00667031,0.00970625,-0.000439062,,-6.36e-04,-38.2734
-6.34e-04,0.00662656,0.00971406,-0.000446875,,-6.34e-04,25.7734
-6.32e-04,0.00660469,0.0095875,-0.000446875,,-6.32e-04,-52.3359
-6.30e-04,0.00657656,0.0095625,-0.0004375,,-6.30e-04,1.55469
-6.28e-04,0.00654531,0.00944219,-0.000426563,,-6.28e-04,-44.5234
-6.26e-04,0.00651719,0.00942969,-0.00043125,,-6.26e-04,7.80469
-6.24e-04,0.00649688,0.00918125,-0.000451563,,-6.24e-04,-114.062
-6.22e-04,0.006475,0.00921875,-0.000457813,,-6.22e-04,29.6797
-6.20e-04,0.00642969,0.00909688,-0.000464063,,-6.20e-04,-38.2734
-6.18e-04,0.00640938,0.0090625,-0.000471875,,-6.18e-04,-7.03125
-6.16e-04,0.00639063,0.008975,-0.000459375,,-6.16e-04,-34.3672
-6.14e-04,0.00637031,0.00904688,-0.000434375,,-6.14e-04,46.0859
-6.12e-04,0.00634219,0.00910781,-0.00044375,,-6.12e-04,44.5312
-6.10e-04,0.00629375,0.00920156,-0.000426563,,-6.10e-04,71.0859
-6.08e-04,0.00627969,0.00914063,-0.000442188,,-6.08e-04,-23.4297
-6.06e-04,0.00624688,0.00901875,-0.000454688,,-6.06e-04,-44.5234
-6.04e-04,0.00619844,0.00903125,-0.00044375,,-6.04e-04,30.4688
-6.02e-04,0.0062,0.00900625,-0.00044375,,-6.02e-04,-13.2734
-6.00e-04,0.00614531,0.00893281,-0.000423438,,-6.00e-04,-9.375
-5.98e-04,0.00615,0.0089625,-0.000439062,,-5.98e-04,12.4922
-5.96e-04,0.00609063,0.00903438,-0.0004375,,-5.96e-04,65.625
-5.94e-04,0.00606406,0.0089375,-0.000446875,,-5.94e-04,-35.1562
-5.92e-04,0.00605313,0.00879219,-0.000454688,,-5.92e-04,-67.1797
-5.90e-04,0.00604531,0.00875937,-0.000459375,,-5.90e-04,-12.5
-5.88e-04,0.00599688,0.00856719,-0.000457813,,-5.88e-04,-71.875
-5.86e-04,0.00597969,0.00849375,-0.000451563,,-5.86e-04,-28.125
-5.84e-04,0.00596406,0.00840625,-0.000451563,,-5.84e-04,-35.9297
-5.82e-04,0.00595938,0.00843281,-0.000454688,,-5.82e-04,15.6172
-5.80e-04,0.00591094,0.00853125,-0.000484375,,-5.80e-04,73.4375
-5.78e-04,0.00588125,0.00843281,-0.000471875,,-5.78e-04,-34.375
-5.76e-04,0.00588594,0.0084625,-0.000471875,,-5.76e-04,12.5
-5.74e-04,0.00584063,0.00830469,-0.000471875,,-5.74e-04,-56.25
-5.72e-04,0.00581406,0.008275,-0.000459375,,-5.72e-04,-1.55469
-5.70e-04,0.00579375,0.00841719,-0.000467188,,-5.70e-04,81.25
-5.68e-04,0.00574531,0.00834531,-0.000464063,,-5.68e-04,-11.7188
-5.66e-04,0.00575156,0.00848125,-0.000475,,-5.66e-04,64.8438
-5.64e-04,0.00573594,0.00836406,-0.0004625,,-5.64e-04,-50.7812
-5.62e-04,0.0057,0.00833281,-0.000446875,,-5.62e-04,2.33594
-5.60e-04,0.00569219,0.00822656,-0.000442188,,-5.60e-04,-49.2109
-5.58e-04,0.00564687,0.00808906,-0.00041875,,-5.58e-04,-46.0859
-5.56e-04,0.00561719,0.00796563,-0.000446875,,-5.56e-04,-46.875
-5.54e-04,0.00560156,0.00803125,-0.000478125,,-5.54e-04,40.6172
-5.52e-04,0.00557344,0.00804063,-0.000484375,,-5.52e-04,18.75
-5.50e-04,0.00555625,0.00788906,-0.000484375,,-5.50e-04,-67.1875
-5.48e-04,0.00555312,0.00786875,-0.000470313,,-5.48e-04,-8.58594
-5.46e-04,0.00552813,0.00777031,-0.000470313,,-5.46e-04,-36.7188
-5.44e-04,0.00550469,0.00774375,-0.000467188,,-5.44e-04,-1.5625
-5.42e-04,0.005475,0.00773594,-0.000479688,,-5.42e-04,10.9375
-5.40e-04,0.005475,0.00747969,-0.000484375,,-5.40e-04,-128.117
-5.38e-04,0.00545156,0.00751563,-0.000490625,,-5.38e-04,29.6797
-5.36e-04,0.00542344,0.00738125,-0.000504688,,-5.36e-04,-53.125
-5.34e-04,0.00541563,0.00745469,-0.000495312,,-5.34e-04,40.6172
-5.32e-04,0.00539844,0.00757188,-0.000471875,,-5.32e-04,67.1797
-5.30e-04,0.00535938,0.00750625,-0.000457813,,-5.30e-04,-13.2812
-5.28e-04,0.00535938,0.0075,-0.000464063,,-5.28e-04,-3.125
-5.26e-04,0.00532656,0.00747813,-0.000470313,,-5.26e-04,5.46875
-5.24e-04,0.00530156,0.00752344,-0.000490625,,-5.24e-04,35.1562
-5.22e-04,0.00528438,0.00739063,-0.000470313,,-5.22e-04,-57.8047
-5.20e-04,0.00526563,0.00731719,-0.000492188,,-5.20e-04,-27.3438
-5.18e-04,0.00524844,0.00727969,-0.000467188,,-5.18e-04,-10.1484
-5.16e-04,0.00521094,0.00716094,-0.000470313,,-5.16e-04,-40.625
-5.14e-04,0.00521719,0.00725938,-0.000482813,,-5.14e-04,46.0938
-5.12e-04,0.00519531,0.00716719,-0.000492188,,-5.12e-04,-35.1562
-5.10e-04,0.00517969,0.0071,-0.000503125,,-5.10e-04,-25.7812
-5.08e-04,0.00513594,0.00695,-0.0005125,,-5.08e-04,-53.1172
-5.06e-04,0.00512188,0.00693125,-0.000504688,,-5.06e-04,-2.34375
-5.04e-04,0.00509375,0.006825,-0.000495312,,-5.04e-04,-39.0547
-5.02e-04,0.00507813,0.00685781,-0.000484375,,-5.02e-04,24.2109
-5.00e-04,0.00519531,0.00688594,-0.000467188,,-5.00e-04,-44.5234
-4.98e-04,0.00654844,0.00694219,-0.000467188,,-4.98e-04, -inf
-4.96e-04,0.00695781,0.00700781,-0.000490625,,-4.96e-04,-171.875
-4.94e-04,0.00726875,0.00696406,-0.000495312,,-4.94e-04,-177.344
-4.92e-04,0.00757969,0.00691875,-0.000482813,,-4.92e-04,-178.117
-4.90e-04,0.00784844,0.00693125,-0.000492188,,-4.90e-04,-128.125
-4.88e-04,0.00814531,0.00687656,-0.000482813,,-4.88e-04,-175.773
-4.86e-04,0.00841719,0.00705313,-0.000479688,,-4.86e-04,-47.6562
-4.84e-04,0.00869063,0.00706875,-0.000482813,,-4.84e-04,-128.898
-4.82e-04,0.00895,0.00717344,-0.0004875,,-4.82e-04,-77.3359
-4.80e-04,0.00920156,0.00711719,-0.000495312,,-4.80e-04,-153.898
-4.78e-04,0.00944531,0.00704844,-0.000503125,,-4.78e-04,-156.25
-4.76e-04,0.00969688,0.00690313,-0.000504688,,-4.76e-04,-198.43
-4.74e-04,0.009925,0.0068125,-0.000484375,,-4.74e-04,-159.375
-4.72e-04,0.0101891,0.006775,-0.0005,,-4.72e-04,-150.781
-4.70e-04,0.0104234,0.00684063,-0.000515625,,-4.70e-04,-84.3672
-4.68e-04,0.0106672,0.006825,-0.000523438,,-4.68e-04,-129.68
-4.66e-04,0.0108625,0.00672031,-0.00053125,,-4.66e-04,-149.992
-4.64e-04,0.0111062,0.00673125,-0.000507813,,-4.64e-04,-116.406
-4.62e-04,0.0113313,0.00677188,-0.0005125,,-4.62e-04,-92.1797
-4.60e-04,0.0115344,0.00661875,-0.000504688,,-4.60e-04,-178.125
-4.58e-04,0.0117453,0.00655625,-0.000528125,,-4.58e-04,-136.711
-4.56e-04,0.0119641,0.00656563,-0.000495312,,-4.56e-04,-104.688
-4.54e-04,0.0121438,0.00673437,-0.0005125,,-4.54e-04,-5.46094
-4.52e-04,0.0123406,0.00680156,-0.000498438,,-4.52e-04,-64.8438
-4.50e-04,0.0125203,0.00693125,-0.000504688,,-4.50e-04,-24.9922
-4.48e-04,0.0127031,0.00697031,-0.000490625,,-4.48e-04,-71.8672
-4.46e-04,0.0128781,0.00704063,-0.000484375,,-4.46e-04,-52.3438
-4.44e-04,0.0130531,0.00705313,-0.000492188,,-4.44e-04,-81.25
-4.42e-04,0.0132281,0.00714688,-0.0005,,-4.42e-04,-40.6172
-4.40e-04,0.0134313,0.0071375,-0.000498438,,-4.40e-04,-106.25
-4.38e-04,0.0136125,0.00727656,-0.000484375,,-4.38e-04,-21.0859
-4.36e-04,0.0137688,0.00732969,-0.000492188,,-4.36e-04,-51.5547
-4.34e-04,0.0139516,0.0073125,-0.000490625,,-4.34e-04,-99.9922
-4.32e-04,0.0141281,0.00729688,-0.000490625,,-4.32e-04,-96.0859
-4.30e-04,0.0142766,0.00735781,-0.000504688,,-4.30e-04,-43.75
-4.28e-04,0.0144547,0.00716563,-0.000507813,,-4.28e-04,-185.156
-4.26e-04,0.0146203,0.00717344,-0.000504688,,-4.26e-04,-78.8984
-4.24e-04,0.0147875,0.007275,-0.000510937,,-4.24e-04,-32.8047
-4.22e-04,0.0149609,0.00730938,-0.000498438,,-4.22e-04,-69.5312
-4.20e-04,0.0151375,0.00732969,-0.000492188,,-4.20e-04,-78.1172
-4.18e-04,0.0152797,0.00740156,-0.000482813,,-4.18e-04,-35.1562
-4.16e-04,0.0154406,0.00732344,-0.000484375,,-4.16e-04,-119.523
-4.14e-04,0.0155703,0.00725156,-0.000482813,,-4.14e-04,-100.773
-4.12e-04,0.0157188,0.0073375,-0.000471875,,-4.12e-04,-31.25
-4.10e-04,0.015875,0.00730313,-0.000484375,,-4.10e-04,-95.3047
-4.08e-04,0.0160219,0.00742656,-0.000484375,,-4.08e-04,-11.7188
-4.06e-04,0.0161766,0.0076125,-0.0004875,,-4.06e-04,15.625
-4.04e-04,0.0163187,0.00767031,-0.000478125,,-4.04e-04,-42.1797
-4.02e-04,0.0164531,0.00784063,-0.000484375,,-4.02e-04,17.9688
-4.00e-04,0.0166,0.00777969,-0.000504688,,-4.00e-04,-103.906
-3.98e-04,0.0167078,0.00777969,-0.000507813,,-3.98e-04,-53.9062
-3.96e-04,0.0168344,0.00756719,-0.000507813,,-3.96e-04,-169.531
-3.94e-04,0.0169734,0.00772656,-0.000503125,,-3.94e-04,10.1562
-3.92e-04,0.0171109,0.00768281,-0.000495312,,-3.92e-04,-90.625
-3.90e-04,0.0172297,0.00793438,-0.000479688,,-3.90e-04,66.4062
-3.88e-04,0.01735,0.00797344,-0.000490625,,-3.88e-04,-40.625
-3.86e-04,0.0174813,0.00806406,-0.000504688,,-3.86e-04,-20.3047
-3.84e-04,0.0176109,0.00789844,-0.000507813,,-3.84e-04,-147.656
-3.82e-04,0.0177203,0.00796563,-0.0005,,-3.82e-04,-21.0859
-3.80e-04,0.01785,0.00794531,-0.000498438,,-3.80e-04,-75
-3.78e-04,0.0179594,0.0079625,-0.000504688,,-3.78e-04,-46.0859
-3.76e-04,0.0180953,0.00813281,-0.000492188,,-3.76e-04,17.1797
-3.74e-04,0.0182078,0.00825,-0.000507813,,-3.74e-04,2.34375
-3.72e-04,0.0183328,0.00833281,-0.000504688,,-3.72e-04,-21.0938
-3.70e-04,0.0184188,0.00836562,-0.0005,,-3.70e-04,-26.5625
-3.68e-04,0.0185609,0.00840938,-0.000479688,,-3.68e-04,-49.2188
-3.66e-04,0.0186313,0.008425,-0.000484375,,-3.66e-04,-27.3359
-3.64e-04,0.0187594,0.00857969,-0.000484375,,-3.64e-04,13.2812
-3.62e-04,0.0188422,0.00859531,-0.000495312,,-3.62e-04,-33.5859
-3.60e-04,0.0189516,0.00877031,-0.0005,,-3.60e-04,32.8047
-3.58e-04,0.0190328,0.00862969,-0.000504688,,-3.58e-04,-110.93
-3.56e-04,0.0191266,0.00886094,-0.000504688,,-3.56e-04,68.75
-3.54e-04,0.0192187,0.00884844,-0.000504688,,-3.54e-04,-52.3438
-3.52e-04,0.0192969,0.0089125,-0.000482813,,-3.52e-04,-7.03125
-3.50e-04,0.0193953,0.00879844,-0.000484375,,-3.50e-04,-106.242
-3.48e-04,0.0194766,0.00886719,-0.000482813,,-3.48e-04,-6.25
-3.46e-04,0.0195766,0.00875781,-0.000490625,,-3.46e-04,-104.68
-3.44e-04,0.0196547,0.00882344,-0.000478125,,-3.44e-04,-6.25
-3.42e-04,0.0197562,0.00885938,-0.000484375,,-3.42e-04,-32.8047
