Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,
4.200e-05,-0.00809375,0.0191578
4.240e-05,-0.00875,0.0191781
4.280e-05,-0.008875,0.0191406
4.320e-05,-0.00878125,0.0190063
4.360e-05,-0.0070625,0.0191344
4.400e-05,-0.00825,0.0192859
4.440e-05,-0.0086875,0.0190609
4.480e-05,-0.00865625,0.0190391
4.520e-05,-0.00803125,0.0191875
4.560e-05,-0.0090625,0.0190156
4.600e-05,-0.00815625,0.0189641
4.640e-05,-0.00803125,0.0190391
4.680e-05,-0.00815625,0.0190797
4.720e-05,-0.0074375,0.0190453
4.760e-05,-0.00890625,0.0189234
4.800e-05,-0.00853125,0.0191219
4.840e-05,-0.0083125,0.0188422
4.880e-05,-0.00834375,0.0189281
4.920e-05,-0.00728125,0.0190141
4.960e-05,-0.00859375,0.0189047
5.000e-05,-0.009375,0.0189062
5.040e-05,-0.0088125,0.0188766
5.080e-05,-0.0089375,0.0188469
5.120e-05,-0.0085,0.0189703
5.160e-05,-0.00825,0.0188703
5.200e-05,-0.0088125,0.0189031
5.240e-05,-0.008625,0.0187984
5.280e-05,-0.00815625,0.0188031
5.320e-05,-0.0089375,0.0189188
5.360e-05,-0.008875,0.0187109
5.400e-05,-0.008375,0.0189859
5.440e-05,-0.00840625,0.0189328
5.480e-05,-0.0085,0.0187781
5.520e-05,-0.0080625,0.0187922
5.560e-05,-0.00909375,0.0186828
5.600e-05,-0.0086875,0.0186438
5.640e-05,-0.00753125,0.0188234
5.680e-05,-0.008125,0.0188
5.720e-05,-0.00834375,0.0187891
5.760e-05,-0.0089375,0.0187969
5.800e-05,-0.00875,0.0187297
5.840e-05,-0.00909375,0.0186656
5.880e-05,-0.00921875,0.0186641
5.920e-05,-0.0086875,0.0186875
5.960e-05,-0.00753125,0.0186547
6.000e-05,-0.00790625,0.0186141
6.040e-05,-0.008375,0.0186156
6.080e-05,-0.00875,0.0186781
6.120e-05,-0.00865625,0.0187328
6.160e-05,-0.008875,0.0186187
6.200e-05,-0.00746875,0.0185844
6.240e-05,-0.0090625,0.0185328
6.280e-05,-0.00953125,0.0185844
6.320e-05,-0.009,0.0184109
6.360e-05,-0.008625,0.0184563
6.400e-05,-0.00859375,0.0184922
6.440e-05,-0.00828125,0.0186438
6.480e-05,-0.0086875,0.0185766
6.520e-05,-0.00884375,0.0185094
6.560e-05,-0.00828125,0.0184375
6.600e-05,-0.00875,0.0184375
6.640e-05,-0.00840625,0.0185562
6.680e-05,-0.00778125,0.0184328
6.720e-05,-0.00834375,0.0185781
6.760e-05,-0.00828125,0.0183547
6.800e-05,-0.009375,0.0185047
6.840e-05,-0.00853125,0.0184891
6.880e-05,-0.0085,0.0183375
6.920e-05,-0.008125,0.0184922
6.960e-05,-0.00734375,0.0183406
7.000e-05,-0.0083125,0.0183234
7.040e-05,-0.0085,0.0183891
7.080e-05,-0.009,0.0184359
7.120e-05,-0.008625,0.0183687
7.160e-05,-0.00934375,0.0182172
7.200e-05,-0.0085625,0.0183141
7.240e-05,-0.0078125,0.0182109
7.280e-05,-0.00740625,0.0181984
7.320e-05,-0.00921875,0.0182641
7.360e-05,-0.00875,0.0181609
7.400e-05,-0.009125,0.0183078
7.440e-05,-0.00925,0.0182625
7.480e-05,-0.00753125,0.0182156
7.520e-05,-0.0095,0.0182328
7.560e-05,-0.00925,0.018175
7.600e-05,-0.008875,0.0182938
7.640e-05,-0.00859375,0.0180859
7.680e-05,-0.00884375,0.0180859
7.720e-05,-0.00796875,0.0181203
7.760e-05,-0.00859375,0.018025
7.800e-05,-0.0088125,0.0181766
7.840e-05,-0.00803125,0.0179922
7.880e-05,-0.00946875,0.0180328
7.920e-05,-0.00890625,0.0181953
7.960e-05,-0.00803125,0.0180734
8.000e-05,-0.0084375,0.0180453
8.040e-05,-0.008125,0.0181719
8.080e-05,-0.00928125,0.0179578
8.120e-05,-0.00884375,0.0181172
8.160e-05,-0.00875,0.0179297
8.200e-05,-0.00725,0.0179922
8.240e-05,-0.008,0.0180313
8.280e-05,-0.00925,0.0179359
8.320e-05,-0.00853125,0.0180125
8.360e-05,-0.00875,0.0178906
8.400e-05,-0.00875,0.0180406
8.440e-05,-0.00909375,0.0180313
8.480e-05,-0.0089375,0.0178687
8.520e-05,-0.0075,0.0178906
8.560e-05,-0.00821875,0.0177859
8.600e-05,-0.0081875,0.0179937
8.640e-05,-0.0090625,0.0178422
8.680e-05,-0.00915625,0.0178813
8.720e-05,-0.00846875,0.0179078
8.760e-05,-0.0074375,0.0178953
8.800e-05,-0.00946875,0.0178125
8.840e-05,-0.0085,0.017775
8.880e-05,-0.00859375,0.0178578
8.920e-05,-0.00878125,0.0178516
8.960e-05,-0.00834375,0.0178266
9.000e-05,-0.008875,0.0178969
9.040e-05,-0.00846875,0.0178375
9.080e-05,-0.008375,0.0176734
9.120e-05,-0.00759375,0.0178125
9.160e-05,-0.00925,0.0177188
9.200e-05,-0.0088125,0.0178094
9.240e-05,-0.00834375,0.0177516
9.280e-05,-0.0088125,0.0177062
9.320e-05,-0.00871875,0.0176766
9.360e-05,-0.00896875,0.0175922
9.400e-05,-0.008875,0.017675
9.440e-05,-0.00821875,0.0176141
9.480e-05,-0.0085,0.0176219
9.520e-05,-0.00825,0.0177172
9.560e-05,-0.009,0.0176125
9.600e-05,-0.0091875,0.0176484
9.640e-05,-0.0083125,0.017625
9.680e-05,-0.00825,0.0175688
9.720e-05,-0.00909375,0.0175266
9.760e-05,-0.00925,0.0175766
9.800e-05,-0.007625,0.0175297
9.840e-05,-0.00828125,0.0174922
9.880e-05,-0.00984375,0.0175641
9.920e-05,-0.00825,0.0174297
9.960e-05,-0.009125,0.0174234
1.000e-04,-0.008875,0.0175875
1.004e-04,-0.007625,0.0174109
1.008e-04,-0.00946875,0.01725
1.012e-04,-0.00925,0.017425
1.016e-04,-0.00978125,0.0172141
1.020e-04,-0.009,0.0174578
1.024e-04,-0.0076875,0.017525
1.028e-04,-0.0085,0.01735
1.032e-04,-0.00784375,0.0175469
1.036e-04,-0.0091875,0.0173516
1.040e-04,-0.00809375,0.0174188
1.044e-04,-0.0089375,0.0174063
1.048e-04,-0.00875,0.0172656
1.052e-04,-0.00771875,0.0173703
1.056e-04,-0.0080625,0.0172406
1.060e-04,-0.00834375,0.0173469
1.064e-04,-0.009,0.017225
1.068e-04,-0.0089375,0.0171672
1.072e-04,-0.00840625,0.0173
1.076e-04,-0.00803125,0.0171094
1.080e-04,-0.00840625,0.0171922
1.084e-04,-0.008875,0.0171797
1.088e-04,-0.008625,0.0169547
1.092e-04,-0.00871875,0.0172328
1.096e-04,-0.007875,0.0172953
1.100e-04,-0.00959375,0.0170688
1.104e-04,-0.00903125,0.0171156
1.108e-04,-0.008125,0.0170703
1.112e-04,-0.00925,0.0171281
1.116e-04,-0.00875,0.0170187
1.120e-04,-0.00825,0.0171125
1.124e-04,-0.00990625,0.0171453
1.128e-04,-0.00846875,0.0170313
1.132e-04,-0.008,0.0171219
1.136e-04,-0.009625,0.017075
1.140e-04,-0.008625,0.0171234
1.144e-04,-0.0089375,0.0171047
1.148e-04,-0.007875,0.0170437
1.152e-04,-0.00859375,0.0169828
1.156e-04,-0.0084375,0.01695
1.160e-04,-0.00940625,0.0169562
1.164e-04,-0.00959375,0.0170078
1.168e-04,-0.00784375,0.0169297
1.172e-04,-0.0085,0.0170625
1.176e-04,-0.00878125,0.0169594
1.180e-04,-0.00821875,0.0169484
1.184e-04,-0.0088125,0.0168344
1.188e-04,-0.00884375,0.0169578
1.192e-04,-0.00921875,0.0170187
1.196e-04,-0.0088125,0.0169234
1.200e-04,-0.00821875,0.0168797
1.204e-04,-0.00765625,0.0168078
1.208e-04,-0.00875,0.0167156
1.212e-04,-0.00903125,0.0168359
1.216e-04,-0.0084375,0.0165813
1.220e-04,-0.00859375,0.0169031
1.224e-04,-0.008625,0.0167297
1.228e-04,-0.0091875,0.0166609
1.232e-04,-0.008875,0.0168516
1.236e-04,-0.0075,0.0167859
1.240e-04,-0.008625,0.0168188
1.244e-04,-0.0085625,0.016725
1.248e-04,-0.00875,0.0166125
1.252e-04,-0.00909375,0.0166984
1.256e-04,-0.00965625,0.0166094
1.260e-04,-0.007,0.0166969
1.264e-04,-0.01,0.0167188
1.268e-04,-0.0090625,0.0166313
1.272e-04,-0.009125,0.0166172
1.276e-04,-0.0088125,0.0165531
1.280e-04,-0.00846875,0.0165891
1.284e-04,-0.0086875,0.016525
1.288e-04,-0.00946875,0.0164422
1.292e-04,-0.00871875,0.0165875
1.296e-04,-0.008625,0.0165734
1.300e-04,-0.00921875,0.0165719
1.304e-04,-0.0086875,0.0164594
1.308e-04,-0.008375,0.0164
1.312e-04,-0.00871875,0.0164672
1.316e-04,-0.00859375,0.0165172
1.320e-04,-0.00859375,0.0164844
1.324e-04,-0.00896875,0.0163812
1.328e-04,-0.00903125,0.0164078
1.332e-04,-0.008125,0.0165828
1.336e-04,-0.0084375,0.0163453
1.340e-04,-0.0089375,0.0165281
1.344e-04,-0.007625,0.0163422
1.348e-04,-0.0086875,0.0164016
1.352e-04,-0.0083125,0.0164516
1.356e-04,-0.0094375,0.0162391
1.360e-04,-0.00921875,0.0163844
1.364e-04,-0.0083125,0.0163453
1.368e-04,-0.00790625,0.0164187
1.372e-04,-0.0093125,0.0164719
1.376e-04,-0.0085,0.0162344
1.380e-04,-0.0095,0.0162188
1.384e-04,-0.0088125,0.016425
1.388e-04,-0.00765625,0.0161391
1.392e-04,-0.00959375,0.0162906
1.396e-04,-0.008625,0.0160766
1.400e-04,-0.009,0.0163438
1.404e-04,-0.00925,0.0162422
1.408e-04,-0.007875,0.0161937
1.412e-04,-0.00846875,0.0163234
1.416e-04,-0.00815625,0.0161719
1.420e-04,-0.00871875,0.0162188
1.424e-04,-0.00778125,0.0161906
1.428e-04,-0.00925,0.0161141
1.432e-04,-0.00890625,0.01615
1.436e-04,-0.0083125,0.0160313
1.440e-04,-0.008125,0.0159313
1.444e-04,-0.00925,0.0162672
1.448e-04,-0.00903125,0.0160672
1.452e-04,-0.00934375,0.0161891
1.456e-04,-0.00796875,0.0158688
1.460e-04,-0.008,0.0159922
1.464e-04,-0.00896875,0.0160578
1.468e-04,-0.0085,0.0158969
1.472e-04,-0.008375,0.0160313
1.476e-04,-0.00921875,0.0158984
1.480e-04,-0.00940625,0.016025
1.484e-04,-0.0095625,0.0158625
1.488e-04,-0.0086875,0.0160109
1.492e-04,-0.00834375,0.0159813
1.496e-04,-0.0084375,0.0159188
1.500e-04,-0.00878125,0.0158031
1.504e-04,-0.00884375,0.0159516
1.508e-04,-0.00975,0.0158234
1.512e-04,-0.00915625,0.0159484
1.516e-04,-0.007125,0.015775
1.520e-04,-0.00996875,0.0157891
1.524e-04,-0.009125,0.0158609
1.528e-04,-0.0096875,0.0158609
1.532e-04,-0.00871875,0.0158328
1.536e-04,-0.008625,0.0157688
1.540e-04,-0.00815625,0.0158812
1.544e-04,-0.00775,0.01595
1.548e-04,-0.0091875,0.0155984
1.552e-04,-0.00809375,0.01585
1.556e-04,-0.00915625,0.0155484
1.560e-04,-0.00840625,0.0156438
1.564e-04,-0.0085,0.0157375
1.568e-04,-0.008375,0.0157219
1.572e-04,-0.0078125,0.0158719
1.576e-04,-0.0089375,0.01565
1.580e-04,-0.0101875,0.0155312
1.584e-04,-0.0095625,0.0155391
1.588e-04,-0.00734375,0.0157391
1.592e-04,-0.0093125,0.0155391
1.596e-04,-0.008375,0.0155359
1.600e-04,-0.0085625,0.0156094
1.604e-04,-0.0089375,0.0156047
1.608e-04,-0.0084375,0.0154781
1.612e-04,-0.0094375,0.0156891
1.616e-04,-0.00853125,0.0154641
1.620e-04,-0.00853125,0.0155703
1.624e-04,-0.0088125,0.0154563
1.628e-04,-0.00878125,0.0154703
1.632e-04,-0.009,0.0155219
1.636e-04,-0.0090625,0.0153969
1.640e-04,-0.00921875,0.0155094
1.644e-04,-0.0069375,0.0155
1.648e-04,-0.00996875,0.0154797
1.652e-04,-0.008875,0.0154984
1.656e-04,-0.008875,0.0152469
1.660e-04,-0.00896875,0.0154469
1.664e-04,-0.008375,0.0153906
1.668e-04,-0.0085,0.0154594
1.672e-04,-0.00878125,0.0152734
1.676e-04,-0.00903125,0.0152125
1.680e-04,-0.0085,0.0153641
1.684e-04,-0.00890625,0.0154219
1.688e-04,-0.0085625,0.0151594
1.692e-04,-0.00840625,0.0153375
1.696e-04,-0.0084375,0.0152906
1.700e-04,-0.008,0.0152672
1.704e-04,-0.00809375,0.0152047
1.708e-04,-0.00975,0.0151047
1.712e-04,-0.008875,0.0152141
1.716e-04,-0.007625,0.0151672
1.720e-04,-0.008125,0.0151922
1.724e-04,-0.00840625,0.0152844
1.728e-04,-0.00909375,0.0152047
1.732e-04,-0.00959375,0.0151859
1.736e-04,-0.00865625,0.0152938
1.740e-04,-0.00921875,0.0151734
1.744e-04,-0.00909375,0.0151547
1.748e-04,-0.0083125,0.0151953
1.752e-04,-0.00878125,0.0151547
1.756e-04,-0.00940625,0.0150234
1.760e-04,-0.00865625,0.0152406
1.764e-04,-0.0089375,0.0151062
1.768e-04,-0.009125,0.0149391
1.772e-04,-0.0078125,0.0151656
1.776e-04,-0.009875,0.0150797
1.780e-04,-0.00921875,0.0150688
1.784e-04,-0.0095625,0.0151297
1.788e-04,-0.00875,0.0150141
1.792e-04,-0.00771875,0.0150313
1.796e-04,-0.00875,0.0149828
1.800e-04,-0.00784375,0.0149984
1.804e-04,-0.0096875,0.0149578
1.808e-04,-0.00809375,0.0148172
1.812e-04,-0.009125,0.0149391
1.816e-04,-0.00775,0.0150031
1.820e-04,-0.0081875,0.0148984
1.824e-04,-0.00871875,0.0148719
1.828e-04,-0.008125,0.0148781
1.832e-04,-0.009375,0.0150906
1.836e-04,-0.009625,0.0148188
1.840e-04,-0.00865625,0.0147766
1.844e-04,-0.00796875,0.0148141
1.848e-04,-0.00803125,0.0147516
1.852e-04,-0.00821875,0.0148859
1.856e-04,-0.00903125,0.0147703
1.860e-04,-0.0089375,0.0147297
1.864e-04,-0.00859375,0.0147547
1.868e-04,-0.0090625,0.0146703
1.872e-04,-0.00965625,0.0147891
1.876e-04,-0.00796875,0.0147953
1.880e-04,-0.00896875,0.0145953
1.884e-04,-0.008625,0.0146609
1.888e-04,-0.00909375,0.01485
1.892e-04,-0.00853125,0.0148062
1.896e-04,-0.00878125,0.0146672
1.900e-04,-0.0074375,0.0148453
1.904e-04,-0.00996875,0.0147016
1.908e-04,-0.00925,0.0146031
1.912e-04,-0.00859375,0.0146719
1.916e-04,-0.00953125,0.0145891
1.920e-04,-0.0084375,0.0146469
1.924e-04,-0.00878125,0.0145719
1.928e-04,-0.008,0.0146063
1.932e-04,-0.00859375,0.0147828
1.936e-04,-0.00803125,0.0147047
1.940e-04,-0.00921875,0.0145797
1.944e-04,-0.00875,0.0145344
1.948e-04,-0.00890625,0.0145531
1.952e-04,-0.0096875,0.0144922
1.956e-04,-0.00759375,0.0145141
1.960e-04,-0.00925,0.0145359
1.964e-04,-0.00965625,0.0145141
1.968e-04,-0.009,0.014575
1.972e-04,-0.00709375,0.0146047
1.976e-04,-0.0081875,0.0144453
1.980e-04,-0.009,0.0144375
1.984e-04,-0.00953125,0.0144219
1.988e-04,-0.0081875,0.0143125
1.992e-04,-0.0079375,0.0143969
1.996e-04,-0.01025,0.0143031
2.000e-04,-0.0095,0.0144672
2.004e-04,-0.00871875,0.0144203
2.008e-04,-0.00828125,0.0142766
2.012e-04,-0.00890625,0.0144125
2.016e-04,-0.008875,0.0142031
2.020e-04,-0.00925,0.0143516
2.024e-04,-0.0095,0.0143219
2.028e-04,-0.00765625,0.0142984
2.032e-04,-0.00959375,0.0143203
2.036e-04,-0.00890625,0.0142703
2.040e-04,-0.0095625,0.0142578
2.044e-04,-0.0086875,0.0143172
2.048e-04,-0.00828125,0.0141969
2.052e-04,-0.008625,0.0140391
2.056e-04,-0.009125,0.0142047
2.060e-04,-0.00859375,0.0142359
2.064e-04,-0.00703125,0.0143828
2.068e-04,-0.00934375,0.0140875
2.072e-04,-0.0084375,0.0141188
2.076e-04,-0.0085,0.0140094
2.080e-04,-0.00859375,0.0141063
2.084e-04,-0.0080625,0.0141656
2.088e-04,-0.00890625,0.0141094
2.092e-04,-0.010125,0.0142953
2.096e-04,-0.00865625,0.0142141
2.100e-04,-0.007875,0.0142422
2.104e-04,-0.00834375,0.0141469
2.108e-04,-0.0084375,0.0140594
2.112e-04,-0.00909375,0.01405
2.116e-04,-0.0088125,0.0139781
2.120e-04,-0.00834375,0.0141344
2.124e-04,-0.00978125,0.0139938
2.128e-04,-0.00940625,0.0140313
2.132e-04,-0.0085,0.0138734
2.136e-04,-0.008375,0.013925
2.140e-04,-0.0095625,0.0140047
2.144e-04,-0.00871875,0.0139
2.148e-04,-0.00903125,0.0138453
2.152e-04,-0.00828125,0.0140313
2.156e-04,-0.00790625,0.0139094
2.160e-04,-0.00978125,0.0137844
2.164e-04,-0.00853125,0.0139516
2.168e-04,-0.00953125,0.0138937
2.172e-04,-0.009,0.0139016
2.176e-04,-0.0084375,0.0138188
2.180e-04,-0.00946875,0.0138859
2.184e-04,-0.00928125,0.0138438
2.188e-04,-0.00921875,0.0136938
2.192e-04,-0.00790625,0.01385
2.196e-04,-0.009375,0.0137547
2.200e-04,-0.00809375,0.0139578
2.204e-04,-0.00875,0.0138047
2.208e-04,-0.0085625,0.0136313
2.212e-04,-0.00846875,0.0137656
2.216e-04,-0.00921875,0.0136641
2.220e-04,-0.0095,0.0136578
2.224e-04,-0.00884375,0.0138922
2.228e-04,-0.00803125,0.0136562
2.232e-04,-0.00865625,0.0137656
2.236e-04,-0.008125,0.0137688
2.240e-04,-0.00934375,0.0137203
2.244e-04,-0.0091875,0.0136219
2.248e-04,-0.00765625,0.0135797
2.252e-04,-0.00925,0.0136359
2.256e-04,-0.00965625,0.0137516
2.260e-04,-0.008375,0.0138469
2.264e-04,-0.00840625,0.0137125
2.268e-04,-0.0089375,0.0134938
2.272e-04,-0.0085625,0.0135859
2.276e-04,-0.0085,0.0135453
2.280e-04,-0.00875,0.0135891
2.284e-04,-0.0075625,0.0135422
2.288e-04,-0.0102188,0.0134438
2.292e-04,-0.00846875,0.01355
2.296e-04,-0.00984375,0.0135406
2.300e-04,-0.00878125,0.0135453
2.304e-04,-0.0079375,0.0136406
2.308e-04,-0.00859375,0.0134344
2.312e-04,-0.00884375,0.0135688
2.316e-04,-0.009125,0.013425
2.320e-04,-0.008,0.0135266
2.324e-04,-0.0093125,0.0135688
2.328e-04,-0.0083125,0.0132531
2.332e-04,-0.0085,0.0135688
2.336e-04,-0.00928125,0.0134484
2.340e-04,-0.0081875,0.0133672
2.344e-04,-0.0093125,0.0134781
2.348e-04,-0.00940625,0.0132422
2.352e-04,-0.00978125,0.0134625
2.356e-04,-0.00796875,0.0133078
2.360e-04,-0.00784375,0.0132828
2.364e-04,-0.00809375,0.0133281
2.368e-04,-0.008875,0.0133859
2.372e-04,-0.00928125,0.01345
2.376e-04,-0.0078125,0.0132656
2.380e-04,-0.0101563,0.0132797
2.384e-04,-0.008875,0.0134609
2.388e-04,-0.007625,0.0131938
2.392e-04,-0.00853125,0.0132375
2.396e-04,-0.0091875,0.013125
2.400e-04,-0.0089375,0.0131672
2.404e-04,-0.009375,0.0132359
2.408e-04,-0.00790625,0.0131625
2.412e-04,-0.00825,0.0133031
2.416e-04,-0.0089375,0.0130875
2.420e-04,-0.00909375,0.0131828
2.424e-04,-0.0101875,0.0131203
2.428e-04,-0.00890625,0.0130828
2.432e-04,-0.00828125,0.0131391
2.436e-04,-0.0090625,0.0131391
2.440e-04,-0.0088125,0.0130625
2.444e-04,-0.00953125,0.0131516
2.448e-04,-0.00721875,0.01315
2.452e-04,-0.0100313,0.0130531
2.456e-04,-0.00775,0.0130484
2.460e-04,-0.00821875,0.0131313
2.464e-04,-0.008625,0.013
2.468e-04,-0.00815625,0.0131094
2.472e-04,-0.0094375,0.0131766
2.476e-04,-0.0100625,0.0129938
2.480e-04,-0.00896875,0.0130594
2.484e-04,-0.00790625,0.0130828
2.488e-04,-0.00865625,0.0129781
2.492e-04,-0.00796875,0.0130156
2.496e-04,-0.00959375,0.0129156
2.500e-04,-0.009125,0.0130797
2.504e-04,-0.007875,0.0129938
2.508e-04,-0.00946875,0.0127063
2.512e-04,-0.00896875,0.0130422
2.516e-04,-0.00784375,0.0129219
2.520e-04,-0.0081875,0.0130234
2.524e-04,-0.00984375,0.0129219
2.528e-04,-0.00846875,0.0127859
2.532e-04,-0.0095,0.0129469
2.536e-04,-0.00846875,0.0129141
2.540e-04,-0.007875,0.0128359
2.544e-04,-0.0091875,0.0127594
2.548e-04,-0.00890625,0.0128875
2.552e-04,-0.00940625,0.0128203
2.556e-04,-0.00890625,0.0127734
2.560e-04,-0.0080625,0.0127922
2.564e-04,-0.00890625,0.0127406
2.568e-04,-0.0094375,0.0127344
2.572e-04,-0.00875,0.01275
2.576e-04,-0.008,0.0128391
2.580e-04,-0.0090625,0.0126328
2.584e-04,-0.00825,0.012725
2.588e-04,-0.0085,0.0126969
2.592e-04,-0.00865625,0.0127922
2.596e-04,-0.00753125,0.0126578
2.600e-04,-0.0098125,0.0127219
2.604e-04,-0.0100313,0.0126922
2.608e-04,-0.00946875,0.0126672
2.612e-04,-0.00784375,0.0128156
2.616e-04,-0.00825,0.0125422
2.620e-04,-0.00846875,0.0125891
2.624e-04,-0.00946875,0.0126422
2.628e-04,-0.00925,0.0126203
2.632e-04,-0.00803125,0.0126688
2.636e-04,-0.00984375,0.0125141
2.640e-04,-0.009,0.0126094
2.644e-04,-0.00815625,0.0125453
2.648e-04,-0.00846875,0.0125
2.652e-04,-0.0084375,0.0125906
2.656e-04,-0.00840625,0.0125016
2.660e-04,-0.00953125,0.0125313
2.664e-04,-0.0084375,0.0125781
2.668e-04,-0.00775,0.0123516
2.672e-04,-0.010125,0.0123828
2.676e-04,-0.0093125,0.0125063
2.680e-04,-0.00971875,0.012475
2.684e-04,-0.00871875,0.0123906
2.688e-04,-0.00853125,0.0124406
2.692e-04,-0.00971875,0.0124719
2.696e-04,-0.00875,0.012375
2.700e-04,-0.00871875,0.0124219
2.704e-04,-0.00828125,0.0123375
2.708e-04,-0.00928125,0.0124453
2.712e-04,-0.008375,0.0123516
2.716e-04,-0.0084375,0.0123187
2.720e-04,-0.009375,0.0122922
2.724e-04,-0.00815625,0.0125563
2.728e-04,-0.0086875,0.0123406
2.732e-04,-0.00965625,0.0122453
2.736e-04,-0.00946875,0.0122734
2.740e-04,-0.00790625,0.0124641
2.744e-04,-0.0088125,0.0124453
2.748e-04,-0.00825,0.0123141
2.752e-04,-0.00915625,0.0123656
2.756e-04,-0.00915625,0.0121781
2.760e-04,-0.00846875,0.0122938
2.764e-04,-0.00975,0.0122844
2.768e-04,-0.00890625,0.0121766
2.772e-04,-0.0079375,0.0123047
2.776e-04,-0.008375,0.0121219
2.780e-04,-0.0086875,0.0122766
2.784e-04,-0.008625,0.0121953
2.788e-04,-0.0089375,0.0121953
2.792e-04,-0.00871875,0.0122781
2.796e-04,-0.008375,0.0120547
2.800e-04,-0.009375,0.0121297
2.804e-04,-0.009,0.0122328
2.808e-04,-0.0095625,0.0121859
2.812e-04,-0.00928125,0.0120859
2.816e-04,-0.008,0.0119781
2.820e-04,-0.009,0.0120453
2.824e-04,-0.00828125,0.0122375
2.828e-04,-0.0091875,0.0120141
2.832e-04,-0.00865625,0.0121875
2.836e-04,-0.0094375,0.0119797
2.840e-04,-0.00903125,0.0119656
2.844e-04,-0.0090625,0.0121609
2.848e-04,-0.0085,0.0119641
2.852e-04,-0.008,0.0120688
2.856e-04,-0.00946875,0.0119688
2.860e-04,-0.0096875,0.0120703
2.864e-04,-0.00909375,0.0119813
2.868e-04,-0.006875,0.0119344
2.872e-04,-0.00803125,0.0119484
2.876e-04,-0.0080625,0.0119063
2.880e-04,-0.0093125,0.0119609
2.884e-04,-0.00915625,0.0119156
2.888e-04,-0.00790625,0.0119703
2.892e-04,-0.0102188,0.0119297
2.896e-04,-0.00940625,0.0118078
2.900e-04,-0.00790625,0.0120094
2.904e-04,-0.009125,0.0119719
2.908e-04,-0.00915625,0.0117172
2.912e-04,-0.00840625,0.0119406
2.916e-04,-0.00878125,0.0118344
2.920e-04,-0.008875,0.0118266
2.924e-04,-0.0084375,0.0120234
2.928e-04,-0.01,0.0118156
2.932e-04,-0.00915625,0.0117188
2.936e-04,-0.00934375,0.0117313
