Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,,,Waveform Type,ANALOG
-9.600e-05,0.0261797,0.0191344,0.657656,,-9.600e-05,1.38984
-9.400e-05,0.0262234,0.0191188,0.657813,,-9.400e-05,1.38242
-9.200e-05,0.0262234,0.0190937,0.657531,,-9.200e-05,1.37281
-9.000e-05,0.0262391,0.0190078,0.657375,,-9.000e-05,1.36617
-8.800e-05,0.0262547,0.0190578,0.657469,,-8.800e-05,1.36219
-8.600e-05,0.0262688,0.0189266,0.657531,,-8.600e-05,1.35289
-8.400e-05,0.0263172,0.0190984,0.657312,,-8.400e-05,1.35617
-8.200e-05,0.0263406,0.0190969,0.657469,,-8.200e-05,1.36906
-8.000e-05,0.0263656,0.0190078,0.657656,,-8.000e-05,1.36883
-7.800e-05,0.0263891,0.0191781,0.657219,,-7.800e-05,1.37719
-7.600e-05,0.0264094,0.0192109,0.657156,,-7.600e-05,1.38383
-7.400e-05,0.0264375,0.0193094,0.65725,,-7.400e-05,1.38227
-7.200e-05,0.0264703,0.0192531,0.657469,,-7.200e-05,1.37844
-7.000e-05,0.0264844,0.0192844,0.657531,,-7.000e-05,1.37906
-6.800e-05,0.0264984,0.0194266,0.658125,,-6.800e-05,1.38219
-6.600e-05,0.0265531,0.0195375,0.658438,,-6.600e-05,1.38805
-6.400e-05,0.0265688,0.0195375,0.657813,,-6.400e-05,1.39766
-6.200e-05,0.0265688,0.0196344,0.657938,,-6.200e-05,1.39367
-6.000e-05,0.0266094,0.0196391,0.657656,,-6.000e-05,1.39109
-5.800e-05,0.0265891,0.0197156,0.657969,,-5.800e-05,1.37945
-5.600e-05,0.0266172,0.0197688,0.657625,,-5.600e-05,1.3707
-5.400e-05,0.0266547,0.0198422,0.657875,,-5.400e-05,1.36813
-5.200e-05,0.0266734,0.0200047,0.657625,,-5.200e-05,1.37016
-5.000e-05,0.0266859,0.0198656,0.657719,,-5.000e-05,1.36766
-4.800e-05,0.0266859,0.0200156,0.657531,,-4.800e-05,1.36906
-4.600e-05,0.0267359,0.0201656,0.657563,,-4.600e-05,1.35336
-4.400e-05,0.0252594,0.0197922,0.649406,,-4.400e-05,1.28281
-4.200e-05,0.02455,0.0197594,0.643156,,-4.200e-05,1.25297
-4.000e-05,0.0241156,0.0196594,0.637625,,-4.000e-05,1.23109
-3.800e-05,0.023725,0.0196734,0.632781,,-3.800e-05,1.21188
-3.600e-05,0.0233391,0.0196906,0.627719,,-3.600e-05,1.19922
-3.400e-05,0.0229906,0.0197156,0.622844,,-3.400e-05,1.17484
-3.200e-05,0.0226688,0.0197313,0.617188,,-3.200e-05,1.16922
-3.000e-05,0.0223188,0.019775,0.611656,,-3.000e-05,1.14891
-2.800e-05,0.0219453,0.0197313,0.606187,,-2.800e-05,1.13859
-2.600e-05,0.0216094,0.0195687,0.600031,,-2.600e-05,1.11922
-2.400e-05,0.0212641,0.0196734,0.594094,,-2.400e-05,1.09187
-2.200e-05,0.0209297,0.0196344,0.587344,,-2.200e-05,1.07594
-2.000e-05,0.0206094,0.0196547,0.580844,,-2.000e-05,1.06203
-1.800e-05,0.0202875,0.0198609,0.573562,,-1.800e-05,1.04781
-1.600e-05,0.019975,0.0198484,0.565656,,-1.600e-05,1.0318
-1.400e-05,0.0196984,0.0199641,0.557438,,-1.400e-05,1.01148
-1.200e-05,0.0194156,0.019825,0.547219,,-1.200e-05,0.988828
-1.000e-05,0.0191297,0.0196937,0.535844,,-1.000e-05,0.973516
-8.000e-06,0.0188531,0.0196219,0.523469,,-8.000e-06,0.953047
-6.000e-06,0.0185969,0.0196063,0.508031,,-6.000e-06,0.942031
-4.000e-06,0.0183531,0.0196453,0.486281,,-4.000e-06,0.930859
-2.000e-06,0.0181234,0.0197,0.436719,,-2.000e-06,0.92375
0.000e+00,0.0180531,0.0196703,0.232469,,0.000e+00,0.920625
2.000e-06,0.0179719,0.0195844,0.0803438,,2.000e-06,0.915234
4.000e-06,0.0178312,0.0194672,0.0334687,,4.000e-06,0.912891
6.000e-06,0.0176922,0.0193984,0.01375,,6.000e-06,0.908984
8.000e-06,0.01755,0.0193047,0.005125,,8.000e-06,0.904844
1.000e-05,0.0173797,0.0192719,0.00103125,,1.000e-05,0.896563
1.200e-05,0.0172219,0.0192641,-0.00075,,1.200e-05,0.895078
1.400e-05,0.017075,0.0192234,-0.0013125,,1.400e-05,0.896719
1.600e-05,0.0168953,0.0193078,-0.00178125,,1.600e-05,0.893828
1.800e-05,0.0167484,0.0194344,-0.0024375,,1.800e-05,0.884375
2.000e-05,0.0165984,0.0193172,-0.00275,,2.000e-05,0.880859
2.200e-05,0.01645,0.0192156,-0.0026875,,2.200e-05,0.866484
2.400e-05,0.0163031,0.0192234,-0.0025,,2.400e-05,0.856328
2.600e-05,0.0161563,0.0193047,-0.00265625,,2.600e-05,0.842187
2.800e-05,0.0159938,0.0193203,-0.0025,,2.800e-05,0.839922
3.000e-05,0.0158484,0.0192844,-0.00265625,,3.000e-05,0.835859
3.200e-05,0.015725,0.0192922,-0.0029375,,3.200e-05,0.83
3.400e-05,0.0155828,0.0192484,-0.00284375,,3.400e-05,0.820391
3.600e-05,0.0154297,0.0192031,-0.00275,,3.600e-05,0.812031
3.800e-05,0.0152984,0.0190328,-0.00315625,,3.800e-05,0.801719
4.000e-05,0.0151734,0.0189422,-0.00278125,,4.000e-05,0.795234
4.200e-05,0.0150563,0.0189219,-0.0024375,,4.200e-05,0.791719
4.400e-05,0.0149203,0.0187047,-0.0026875,,4.400e-05,0.791719
4.600e-05,0.0148109,0.0187531,-0.0025,,4.600e-05,0.787422
4.800e-05,0.0146969,0.018875,-0.003,,4.800e-05,0.781875
5.000e-05,0.0145719,0.0187437,-0.00309375,,5.000e-05,0.778594
5.200e-05,0.0144422,0.0185688,-0.00253125,,5.200e-05,0.771563
5.400e-05,0.0143375,0.0184688,-0.00290625,,5.400e-05,0.764531
5.600e-05,0.0142031,0.0183984,-0.00278125,,5.600e-05,0.759531
5.800e-05,0.0140922,0.0184953,-0.00259375,,5.800e-05,0.759219
6.000e-05,0.0139828,0.0185125,-0.0030625,,6.000e-05,0.756406
6.200e-05,0.0138656,0.0186172,-0.003,,6.200e-05,0.753984
6.400e-05,0.0137469,0.0186875,-0.00290625,,6.400e-05,0.751563
6.600e-05,0.0136547,0.0186703,-0.00228125,,6.600e-05,0.744219
6.800e-05,0.0135516,0.0185625,-0.00275,,6.800e-05,0.735703
7.000e-05,0.0134375,0.0184563,-0.00309375,,7.000e-05,0.734141
7.200e-05,0.0133422,0.0184594,-0.00346875,,7.200e-05,0.727266
7.400e-05,0.0132438,0.0183219,-0.0031875,,7.400e-05,0.717109
7.600e-05,0.0131328,0.0182781,-0.00346875,,7.600e-05,0.715078
7.800e-05,0.0130328,0.0182938,-0.0030625,,7.800e-05,0.711016
8.000e-05,0.0129703,0.0183828,-0.00290625,,8.000e-05,0.711953
8.200e-05,0.0128609,0.0182922,-0.00253125,,8.200e-05,0.697813
8.400e-05,0.0127891,0.0181906,-0.00334375,,8.400e-05,0.695234
8.600e-05,0.012675,0.0180219,-0.00325,,8.600e-05,0.692969
8.800e-05,0.0125938,0.0179312,-0.00315625,,8.800e-05,0.69375
9.000e-05,0.0125047,0.0177813,-0.0030625,,9.000e-05,0.689297
9.200e-05,0.0124188,0.0178375,-0.0030625,,9.200e-05,0.689922
9.400e-05,0.0123344,0.0177813,-0.0029375,,9.400e-05,0.689531
9.600e-05,0.0122766,0.0177641,-0.0026875,,9.600e-05,0.681875
9.800e-05,0.0121906,0.0178266,-0.0030625,,9.800e-05,0.687188
1.000e-04,0.0120906,0.0177172,-0.0024375,,1.000e-04,0.682813
1.020e-04,0.0120203,0.0176422,-0.00278125,,1.020e-04,0.677734
1.040e-04,0.0119516,0.0175406,-0.0029375,,1.040e-04,0.676953
1.060e-04,0.0118547,0.0176313,-0.0030625,,1.060e-04,0.674531
1.080e-04,0.0117969,0.0175297,-0.003,,1.080e-04,0.671875
1.100e-04,0.0117047,0.0176359,-0.00309375,,1.100e-04,0.666719
1.120e-04,0.01165,0.0175953,-0.0031875,,1.120e-04,0.670234
1.140e-04,0.0115578,0.0175141,-0.00315625,,1.140e-04,0.662422
1.160e-04,0.0114844,0.0174734,-0.00325,,1.160e-04,0.658047
1.180e-04,0.0113797,0.0174188,-0.0033125,,1.180e-04,0.651016
1.200e-04,0.0113047,0.0174813,-0.0035,,1.200e-04,0.648828
1.220e-04,0.0112484,0.0173922,-0.0033125,,1.220e-04,0.646563
1.240e-04,0.0111625,0.0173469,-0.0026875,,1.240e-04,0.642188
1.260e-04,0.0111031,0.0172906,-0.0031875,,1.260e-04,0.639531
1.280e-04,0.0110406,0.0171203,-0.0031875,,1.280e-04,0.638672
1.300e-04,0.0109766,0.0171844,-0.003,,1.300e-04,0.641484
1.320e-04,0.010875,0.0169109,-0.00315625,,1.320e-04,0.633437
1.340e-04,0.0107969,0.0168562,-0.00284375,,1.340e-04,0.632266
1.360e-04,0.0107297,0.0167734,-0.00325,,1.360e-04,0.630625
1.380e-04,0.0106766,0.0167172,-0.0031875,,1.380e-04,0.632344
1.400e-04,0.0106266,0.0167781,-0.00275,,1.400e-04,0.629375
1.420e-04,0.0105469,0.0167078,-0.00275,,1.420e-04,0.633594
1.440e-04,0.0104844,0.0168031,-0.003,,1.440e-04,0.635156
1.460e-04,0.0104078,0.0168141,-0.00278125,,1.460e-04,0.624375
1.480e-04,0.0103563,0.0167453,-0.0030625,,1.480e-04,0.627109
1.500e-04,0.0102703,0.0167375,-0.00290625,,1.500e-04,0.621641
1.520e-04,0.0102047,0.0166234,-0.00346875,,1.520e-04,0.617031
1.540e-04,0.0101469,0.0167047,-0.00325,,1.540e-04,0.615156
1.560e-04,0.0101125,0.0166203,-0.00278125,,1.560e-04,0.614297
1.580e-04,0.0100187,0.0165625,-0.003,,1.580e-04,0.607344
1.600e-04,0.00997031,0.0164563,-0.00290625,,1.600e-04,0.6075
1.620e-04,0.00991719,0.0162125,-0.0029375,,1.620e-04,0.601406
1.640e-04,0.00985938,0.0161406,-0.00309375,,1.640e-04,0.595313
1.660e-04,0.00979063,0.0160172,-0.0035,,1.660e-04,0.589844
1.680e-04,0.00975,0.0159734,-0.00325,,1.680e-04,0.590469
1.700e-04,0.00967344,0.0158234,-0.00346875,,1.700e-04,0.585859
1.720e-04,0.00963906,0.0158641,-0.0035,,1.720e-04,0.587734
1.740e-04,0.00957812,0.0159203,-0.0031875,,1.740e-04,0.588906
1.760e-04,0.00953438,0.0159125,-0.0033125,,1.760e-04,0.587187
1.780e-04,0.00945781,0.0159891,-0.00315625,,1.780e-04,0.589844
1.800e-04,0.0094,0.0159563,-0.0031875,,1.800e-04,0.594453
1.820e-04,0.00934844,0.015875,-0.00290625,,1.820e-04,0.583828
1.840e-04,0.00929531,0.0158234,-0.0029375,,1.840e-04,0.586641
1.860e-04,0.00924531,0.0157063,-0.00290625,,1.860e-04,0.587031
1.880e-04,0.00918125,0.0158672,-0.003,,1.880e-04,0.586641
1.900e-04,0.0091375,0.0159281,-0.00309375,,1.900e-04,0.587187
1.920e-04,0.00910313,0.0159734,-0.003,,1.920e-04,0.58625
1.940e-04,0.00904375,0.0157938,-0.00325,,1.940e-04,0.581172
1.960e-04,0.00897344,0.0156641,-0.00325,,1.960e-04,0.579531
1.980e-04,0.00892813,0.0156109,-0.00315625,,1.980e-04,0.571953
2.000e-04,0.00887969,0.0155469,-0.0033125,,2.000e-04,0.568516
2.020e-04,0.00881094,0.0154406,-0.00365625,,2.020e-04,0.569609
2.040e-04,0.0087875,0.0154016,-0.0031875,,2.040e-04,0.571875
2.060e-04,0.00873906,0.0153734,-0.00346875,,2.060e-04,0.566094
2.080e-04,0.00868594,0.0153156,-0.00315625,,2.080e-04,0.561719
2.100e-04,0.00866094,0.0151563,-0.00315625,,2.100e-04,0.562344
2.120e-04,0.00859531,0.0151359,-0.0035625,,2.120e-04,0.560234
2.140e-04,0.00855625,0.0151031,-0.00325,,2.140e-04,0.555312
2.160e-04,0.00850625,0.014925,-0.0031875,,2.160e-04,0.555469
2.180e-04,0.00845313,0.0149656,-0.0035,,2.180e-04,0.553594
2.200e-04,0.00843281,0.0149781,-0.00278125,,2.200e-04,0.558125
2.220e-04,0.00838906,0.0149141,-0.0029375,,2.220e-04,0.559063
2.240e-04,0.00834531,0.0150469,-0.00340625,,2.240e-04,0.561797
2.260e-04,0.00831563,0.0150188,-0.00315625,,2.260e-04,0.562188
2.280e-04,0.00825469,0.0150016,-0.0030625,,2.280e-04,0.553984
2.300e-04,0.00821875,0.0148922,-0.0030625,,2.300e-04,0.558203
2.320e-04,0.00816875,0.0147953,-0.0033125,,2.320e-04,0.552188
2.340e-04,0.00814219,0.0147828,-0.00315625,,2.340e-04,0.551953
2.360e-04,0.00808125,0.0147313,-0.00346875,,2.360e-04,0.557266
2.380e-04,0.00803594,0.0146828,-0.0033125,,2.380e-04,0.555469
2.400e-04,0.00800625,0.0147594,-0.0030625,,2.400e-04,0.553594
2.420e-04,0.00795,0.0145609,-0.00309375,,2.420e-04,0.550703
2.440e-04,0.00790625,0.0145156,-0.00290625,,2.440e-04,0.546328
2.460e-04,0.00786094,0.0143172,-0.0026875,,2.460e-04,0.543828
2.480e-04,0.00780469,0.0142562,-0.003,,2.480e-04,0.537656
2.500e-04,0.00779063,0.0141609,-0.003,,2.500e-04,0.535156
2.520e-04,0.00775938,0.0141,-0.00284375,,2.520e-04,0.538203
2.540e-04,0.00771875,0.0141656,-0.00315625,,2.540e-04,0.545703
2.560e-04,0.00771094,0.0141047,-0.00290625,,2.560e-04,0.544687
2.580e-04,0.00764219,0.0140281,-0.00340625,,2.580e-04,0.545937
2.600e-04,0.00763281,0.0140531,-0.0035625,,2.600e-04,0.544453
2.620e-04,0.00758125,0.0139422,-0.003,,2.620e-04,0.543438
2.640e-04,0.00755312,0.0137797,-0.00315625,,2.640e-04,0.542422
2.660e-04,0.00751875,0.0138297,-0.0030625,,2.660e-04,0.540781
2.680e-04,0.00745469,0.0138359,-0.00278125,,2.680e-04,0.548594
2.700e-04,0.00744688,0.0138844,-0.0026875,,2.700e-04,0.547813
2.720e-04,0.00740938,0.01395,-0.00315625,,2.720e-04,0.548594
2.740e-04,0.00738438,0.0138406,-0.0031875,,2.740e-04,0.545156
2.760e-04,0.00734375,0.0137109,-0.00340625,,2.760e-04,0.545703
2.780e-04,0.00729219,0.0136141,-0.0035625,,2.780e-04,0.5425
2.800e-04,0.00724688,0.0134422,-0.00346875,,2.800e-04,0.542734
2.820e-04,0.00721875,0.0134141,-0.00334375,,2.820e-04,0.542969
2.840e-04,0.00719844,0.0133688,-0.00359375,,2.840e-04,0.542734
2.860e-04,0.00715781,0.0133406,-0.00325,,2.860e-04,0.544687
2.880e-04,0.00712969,0.0133703,-0.0033125,,2.880e-04,0.536406
2.900e-04,0.0071,0.0133578,-0.00334375,,2.900e-04,0.538438
2.920e-04,0.00705938,0.0130859,-0.003,,2.920e-04,0.534844
2.940e-04,0.00701563,0.012975,-0.00340625,,2.940e-04,0.53125
2.960e-04,0.006975,0.0129563,-0.00346875,,2.960e-04,0.530703
2.980e-04,0.00695781,0.0128781,-0.00325,,2.980e-04,0.533828
3.000e-04,0.00691875,0.0128656,-0.0030625,,3.000e-04,0.535547
3.020e-04,0.00689063,0.013,-0.0031875,,3.020e-04,0.539219
3.040e-04,0.0068625,0.0129625,-0.00290625,,3.040e-04,0.538047
3.060e-04,0.00683594,0.0129109,-0.0026875,,3.060e-04,0.537422
3.080e-04,0.00680469,0.0129906,-0.00290625,,3.080e-04,0.539297
3.100e-04,0.00677969,0.0128531,-0.0030625,,3.100e-04,0.532188
3.120e-04,0.00673437,0.0128734,-0.00290625,,3.120e-04,0.539219
3.140e-04,0.00669844,0.0128578,-0.003,,3.140e-04,0.533906
3.160e-04,0.00669844,0.0129016,-0.00325,,3.160e-04,0.541484
3.180e-04,0.00665313,0.0128141,-0.00309375,,3.180e-04,0.541953
3.200e-04,0.00662969,0.0128703,-0.00325,,3.200e-04,0.542031
3.220e-04,0.00659219,0.0128094,-0.00334375,,3.220e-04,0.539375
3.240e-04,0.00656875,0.0126984,-0.00375,,3.240e-04,0.535234
3.260e-04,0.0065375,0.0125688,-0.00290625,,3.260e-04,0.53125
3.280e-04,0.006525,0.0125328,-0.00359375,,3.280e-04,0.524297
3.300e-04,0.00648438,0.0124641,-0.00325,,3.300e-04,0.526953
3.320e-04,0.00645938,0.0124188,-0.003,,3.320e-04,0.52875
3.340e-04,0.00644375,0.0124672,-0.00325,,3.340e-04,0.524687
3.360e-04,0.00641406,0.0123406,-0.00315625,,3.360e-04,0.521016
3.380e-04,0.00641563,0.0124219,-0.00265625,,3.380e-04,0.522422
3.400e-04,0.00636563,0.0123094,-0.0029375,,3.400e-04,0.516719
3.420e-04,0.00632813,0.0121594,-0.00284375,,3.420e-04,0.513516
3.440e-04,0.0063375,0.0122281,-0.0030625,,3.440e-04,0.511875
3.460e-04,0.0063,0.0121984,-0.00325,,3.460e-04,0.513125
3.480e-04,0.00627188,0.0122922,-0.0029375,,3.480e-04,0.520781
3.500e-04,0.00625313,0.0123734,-0.0025,,3.500e-04,0.522344
3.520e-04,0.00622656,0.0124188,-0.0026875,,3.520e-04,0.525781
3.540e-04,0.00621563,0.0123859,-0.00278125,,3.540e-04,0.530469
3.560e-04,0.00618594,0.0124031,-0.0026875,,3.560e-04,0.529141
3.580e-04,0.00613125,0.0123344,-0.00275,,3.580e-04,0.526094
3.600e-04,0.006125,0.0122313,-0.00346875,,3.600e-04,0.528984
3.620e-04,0.00609687,0.0120563,-0.0031875,,3.620e-04,0.523047
3.640e-04,0.00607344,0.012025,-0.00340625,,3.640e-04,0.523594
3.660e-04,0.00605781,0.0120656,-0.00325,,3.660e-04,0.522969
3.680e-04,0.00603281,0.01205,-0.0029375,,3.680e-04,0.523828
3.700e-04,0.00599531,0.0119,-0.00325,,3.700e-04,0.517266
3.720e-04,0.00597969,0.0118391,-0.00309375,,3.720e-04,0.514922
3.740e-04,0.00594375,0.0116313,-0.0030625,,3.740e-04,0.508359
3.760e-04,0.00591875,0.0115406,-0.0031875,,3.760e-04,0.505469
3.780e-04,0.00589844,0.0114313,-0.00334375,,3.780e-04,0.504609
3.800e-04,0.00587813,0.0114125,-0.00290625,,3.800e-04,0.510938
3.820e-04,0.00587813,0.0114563,-0.00340625,,3.820e-04,0.514922
3.840e-04,0.00584219,0.011375,-0.0033125,,3.840e-04,0.512109
3.860e-04,0.00582188,0.011375,-0.00315625,,3.860e-04,0.517109
3.880e-04,0.00580469,0.0111969,-0.0030625,,3.880e-04,0.514844
3.900e-04,0.00576562,0.0111641,-0.00334375,,3.900e-04,0.507266
3.920e-04,0.00574531,0.0112359,-0.00325,,3.920e-04,0.515234
3.940e-04,0.00573125,0.0113063,-0.0035625,,3.940e-04,0.514922
3.960e-04,0.00570781,0.0112281,-0.00309375,,3.960e-04,0.518906
3.980e-04,0.00568438,0.0112484,-0.00346875,,3.980e-04,0.517344
4.000e-04,0.00567813,0.0112438,-0.00325,,4.000e-04,0.518125
4.020e-04,0.00564687,0.0111016,-0.00375,,4.020e-04,0.513672
4.040e-04,0.00561094,0.0110141,-0.00340625,,4.040e-04,0.507422
4.060e-04,0.00557813,0.0108844,-0.00359375,,4.060e-04,0.509062
4.080e-04,0.00556094,0.0108188,-0.0035,,4.080e-04,0.509922
4.100e-04,0.00552969,0.0106719,-0.0035,,4.100e-04,0.507266
4.120e-04,0.00552813,0.0107047,-0.0035,,4.120e-04,0.5125
4.140e-04,0.0055125,0.0107125,-0.00315625,,4.140e-04,0.512813
4.160e-04,0.00548906,0.0107453,-0.00325,,4.160e-04,0.512266
4.180e-04,0.00547188,0.0106281,-0.00340625,,4.180e-04,0.507266
4.200e-04,0.00545625,0.0104563,-0.00346875,,4.200e-04,0.504766
4.220e-04,0.00542344,0.0103063,-0.00346875,,4.220e-04,0.502188
4.240e-04,0.00540312,0.0101531,-0.00315625,,4.240e-04,0.495703
4.260e-04,0.00539063,0.0103344,-0.0031875,,4.260e-04,0.501953
4.280e-04,0.00535781,0.0103469,-0.00265625,,4.280e-04,0.504609
4.300e-04,0.00535,0.0104656,-0.00265625,,4.300e-04,0.503125
4.320e-04,0.00532969,0.0102781,-0.0026875,,4.320e-04,0.505547
4.340e-04,0.00530469,0.0103797,-0.0030625,,4.340e-04,0.506719
4.360e-04,0.00526406,0.0102984,-0.003,,4.360e-04,0.51
4.380e-04,0.00524063,0.0102094,-0.00315625,,4.380e-04,0.50875
4.400e-04,0.00523125,0.0102734,-0.00334375,,4.400e-04,0.514453
4.420e-04,0.00523594,0.0103016,-0.00346875,,4.420e-04,0.52125
4.440e-04,0.00519531,0.0103219,-0.0035625,,4.440e-04,0.522344
4.460e-04,0.00515625,0.0103438,-0.00334375,,4.460e-04,0.521406
4.480e-04,0.00513594,0.0101719,-0.00315625,,4.480e-04,0.512813
4.500e-04,0.00513438,0.0102203,-0.00309375,,4.500e-04,0.507422
4.520e-04,0.00511094,0.00994844,-0.00346875,,4.520e-04,0.514844
4.540e-04,0.00508125,0.0099,-0.0031875,,4.540e-04,0.505547
4.560e-04,0.00595625,0.0100625,0.341875,,4.560e-04,0.606484
4.580e-04,0.00678906,0.00996875,0.555438,,4.580e-04,0.664531
4.600e-04,0.00713438,0.00999844,0.567469,,4.600e-04,0.699219
4.620e-04,0.007425,0.0099375,0.579375,,4.620e-04,0.732266
4.640e-04,0.00772344,0.00996875,0.589156,,4.640e-04,0.768516
4.660e-04,0.00801563,0.0099125,0.595969,,4.660e-04,0.793047
4.680e-04,0.00829063,0.00985625,0.602875,,4.680e-04,0.818828
4.700e-04,0.00855156,0.00978281,0.607281,,4.700e-04,0.848438
4.720e-04,0.00882656,0.0099375,0.612219,,4.720e-04,0.876172
4.740e-04,0.00911719,0.00990313,0.615469,,4.740e-04,0.899766
4.760e-04,0.00936406,0.00995313,0.619062,,4.760e-04,0.947266
4.780e-04,0.0096125,0.0100578,0.621219,,4.780e-04,0.969688
4.800e-04,0.00986719,0.0101719,0.623688,,4.800e-04,1.00156
4.820e-04,0.0101234,0.0102453,0.625938,,4.820e-04,1.02305
4.840e-04,0.0103641,0.0100578,0.627594,,4.840e-04,1.05156
4.860e-04,0.0105672,0.00999844,0.629094,,4.860e-04,1.05734
4.880e-04,0.0108375,0.00995,0.630719,,4.880e-04,1.08031
4.900e-04,0.0110453,0.0100797,0.631719,,4.900e-04,1.11078
4.920e-04,0.0112484,0.00987656,0.633094,,4.920e-04,1.12508
4.940e-04,0.0114813,0.0100469,0.6345,,4.940e-04,1.1418
4.960e-04,0.0116953,0.00999375,0.634875,,4.960e-04,1.16953
4.980e-04,0.0118875,0.0101125,0.635875,,4.980e-04,1.18422
5.000e-04,0.0120766,0.00994844,0.637344,,5.000e-04,1.19414
5.020e-04,0.0122688,0.00993281,0.637656,,5.020e-04,1.18555
5.040e-04,0.0124594,0.00986406,0.638313,,5.040e-04,1.20516
5.060e-04,0.0126422,0.00988906,0.639281,,5.060e-04,1.21922
5.080e-04,0.0128328,0.0100187,0.640313,,5.080e-04,1.22938
5.100e-04,0.0129969,0.0101719,0.641,,5.100e-04,1.25453
5.120e-04,0.0131906,0.01025,0.641469,,5.120e-04,1.2968
5.140e-04,0.0133703,0.0101516,0.641969,,5.140e-04,1.30789
5.160e-04,0.0135609,0.0103922,0.642625,,5.160e-04,1.32125
5.180e-04,0.0137266,0.0103766,0.642281,,5.180e-04,1.33555
5.200e-04,0.0138906,0.0105297,0.643031,,5.200e-04,1.35586
5.220e-04,0.0140891,0.0105938,0.642781,,5.220e-04,1.35813
5.240e-04,0.0142625,0.0105734,0.643094,,5.240e-04,1.38469
5.260e-04,0.0144172,0.01075,0.64325,,5.260e-04,1.40859
5.280e-04,0.0145969,0.0108219,0.643969,,5.280e-04,1.42539
5.300e-04,0.0147469,0.0106516,0.644,,5.300e-04,1.44312
5.320e-04,0.0149094,0.0106266,0.644625,,5.320e-04,1.45406
5.340e-04,0.0150469,0.0106438,0.644531,,5.340e-04,1.45945
5.360e-04,0.0152141,0.0106594,0.644781,,5.360e-04,1.45547
5.380e-04,0.0153531,0.0105266,0.645219,,5.380e-04,1.47273
5.400e-04,0.0155156,0.0106844,0.645281,,5.400e-04,1.47305
5.420e-04,0.0156766,0.0107688,0.645219,,5.420e-04,1.48883
5.440e-04,0.0158313,0.0108578,0.645625,,5.440e-04,1.48234
5.460e-04,0.0159781,0.0108344,0.646,,5.460e-04,1.48602
5.480e-04,0.0161328,0.0107359,0.646188,,5.480e-04,1.49602
5.500e-04,0.0162375,0.0106969,0.64675,,5.500e-04,1.4925
5.520e-04,0.0164,0.0107156,0.647,,5.520e-04,1.49602
5.540e-04,0.0165375,0.01075,0.647313,,5.540e-04,1.52242
5.560e-04,0.0166875,0.0107656,0.647719,,5.560e-04,1.53086
5.580e-04,0.0168391,0.010925,0.647813,,5.580e-04,1.56484
5.600e-04,0.0169719,0.0110203,0.647469,,5.600e-04,1.59047
5.620e-04,0.017075,0.0110547,0.647813,,5.620e-04,1.59539
5.640e-04,0.0172281,0.0110328,0.648375,,5.640e-04,1.60492
5.660e-04,0.0173344,0.0110734,0.647875,,5.660e-04,1.60094
5.680e-04,0.0174484,0.0110063,0.648188,,5.680e-04,1.60375
5.700e-04,0.0175812,0.0110781,0.648219,,5.700e-04,1.62281
5.720e-04,0.0177047,0.0110906,0.648125,,5.720e-04,1.61992
5.740e-04,0.0178188,0.0112031,0.648469,,5.740e-04,1.63594
5.760e-04,0.0179281,0.0112891,0.648594,,5.760e-04,1.61352
5.780e-04,0.0180406,0.0112984,0.648062,,5.780e-04,1.61438
5.800e-04,0.0181828,0.0110344,0.648219,,5.800e-04,1.61391
5.820e-04,0.0182813,0.0112531,0.648531,,5.820e-04,1.59992
5.840e-04,0.0183875,0.0112375,0.648594,,5.840e-04,1.59422
5.860e-04,0.0184969,0.0112891,0.648781,,5.860e-04,1.61367
5.880e-04,0.0186094,0.0114125,0.649094,,5.880e-04,1.6118
5.900e-04,0.0186953,0.0114609,0.64925,,5.900e-04,1.62078
5.920e-04,0.0188016,0.0115578,0.648781,,5.920e-04,1.62281
5.940e-04,0.0189062,0.0116297,0.6495,,5.940e-04,1.60844
5.960e-04,0.0190125,0.0116797,0.650062,,5.960e-04,1.62891
5.980e-04,0.0190984,0.0116391,0.649687,,5.980e-04,1.62773
6.000e-04,0.0191953,0.0117563,0.65,,6.000e-04,1.62391
6.020e-04,0.0192891,0.0119797,0.650156,,6.020e-04,1.64289
6.040e-04,0.0194156,0.0120297,0.65025,,6.040e-04,1.6582
6.060e-04,0.0194922,0.0120734,0.650219,,6.060e-04,1.67
6.080e-04,0.0195781,0.0122047,0.64975,,6.080e-04,1.66758
6.100e-04,0.0196781,0.0123578,0.650344,,6.100e-04,1.66914
6.120e-04,0.0197547,0.0121953,0.650219,,6.120e-04,1.68156
6.140e-04,0.0198359,0.0122109,0.650656,,6.140e-04,1.68836
6.160e-04,0.0199172,0.0121234,0.650719,,6.160e-04,1.68055
6.180e-04,0.0199844,0.0122484,0.650719,,6.180e-04,1.67656
6.200e-04,0.0200922,0.0122484,0.650875,,6.200e-04,1.67117
6.220e-04,0.0201813,0.012375,0.651031,,6.220e-04,1.67469
6.240e-04,0.0202469,0.0123875,0.651125,,6.240e-04,1.67203
6.260e-04,0.0203484,0.0124156,0.651375,,6.260e-04,1.67164
6.280e-04,0.0204172,0.012325,0.651156,,6.280e-04,1.64266
6.300e-04,0.0204922,0.0122406,0.651156,,6.300e-04,1.62656
6.320e-04,0.0206047,0.0122969,0.651219,,6.320e-04,1.62734
