Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4e-05,,
Horizontal Delay,0.0007572,,
Sample Interval,4e-07,,
Record Length,1000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,,
Vertical Units,V,,
Vertical Offset,0,,
Vertical Scale,0.2,,
Vertical Position,0,,
,,,
,,,
,,,
Label,,,
TIME,CH2,CH3,CH4
7.544e-04,-0.00815625,0.00561875,-0.00473437
7.548e-04,-0.00809375,0.00565938,-0.00439063
7.552e-04,-0.00903125,0.00569219,-0.00459375
7.556e-04,-0.0081875,0.00566406,-0.00434375
7.560e-04,-0.00853125,0.00561406,-0.00407813
7.564e-04,-0.00975,0.00572969,-0.00498438
7.568e-04,-0.00934375,0.00543125,-0.00476562
7.572e-04,-0.0081875,0.00560469,-0.00451562
7.576e-04,-0.00815625,0.00552969,-0.004375
7.580e-04,-0.008375,0.00555156,-0.0049375
7.584e-04,-0.00865625,0.00552656,-0.00465625
7.588e-04,-0.00903125,0.00549062,-0.0045625
7.592e-04,-0.0086875,0.00530313,-0.0043125
7.596e-04,-0.00725,0.00549375,-0.00417188
7.600e-04,-0.00878125,0.00542188,-0.00515625
7.604e-04,-0.009,0.00553438,-0.00476562
7.608e-04,-0.0089375,0.00533906,-0.00510938
7.612e-04,-0.0084375,0.00543125,-0.0046875
7.616e-04,-0.00753125,0.0054375,-0.00435938
7.620e-04,-0.0094375,0.00539531,-0.00460937
7.624e-04,-0.008625,0.00540469,-0.00460937
7.628e-04,-0.0088125,0.00540312,-0.00465625
7.632e-04,-0.00815625,0.00531719,-0.00442188
7.636e-04,-0.009375,0.00535469,-0.00507813
7.640e-04,-0.00865625,0.005325,-0.00435938
7.644e-04,-0.00853125,0.00537813,-0.0043125
7.648e-04,-0.0085,0.00522187,-0.00478125
7.652e-04,-0.0073125,0.00529688,-0.00414063
7.656e-04,-0.00796875,0.00525938,-0.005
7.660e-04,-0.0095625,0.0053375,-0.00521875
7.664e-04,-0.00928125,0.0053625,-0.00475
7.668e-04,-0.0079375,0.00527656,-0.00395313
7.672e-04,-0.0081875,0.00532813,-0.00467187
7.676e-04,-0.00809375,0.00500937,-0.00464062
7.680e-04,-0.00878125,0.00500313,-0.00465625
7.684e-04,-0.008625,0.005225,-0.00471875
7.688e-04,-0.00778125,0.00520156,-0.00439063
7.692e-04,-0.00946875,0.00512969,-0.00475
7.696e-04,-0.00903125,0.00504844,-0.004875
7.700e-04,-0.00859375,0.00507656,-0.004375
7.704e-04,-0.0085625,0.00513438,-0.00457812
7.708e-04,-0.00884375,0.00500781,-0.00501563
7.712e-04,-0.00884375,0.00501719,-0.00470312
7.716e-04,-0.0084375,0.00500937,-0.004625
7.720e-04,-0.00934375,0.0050375,-0.00509375
7.724e-04,-0.006625,0.0049625,-0.00401563
7.728e-04,-0.009875,0.00495625,-0.005
7.732e-04,-0.00903125,0.00487813,-0.00453125
7.736e-04,-0.009875,0.00503594,-0.00503125
7.740e-04,-0.009,0.005025,-0.00459375
7.744e-04,-0.00871875,0.00494531,-0.00423438
7.748e-04,-0.00846875,0.00476406,-0.0048125
7.752e-04,-0.00828125,0.00487656,-0.00467187
7.756e-04,-0.0088125,0.005025,-0.00471875
7.760e-04,-0.00775,0.00492656,-0.00392188
7.764e-04,-0.0091875,0.00488437,-0.00476562
7.768e-04,-0.0085625,0.00484375,-0.00429688
7.772e-04,-0.00853125,0.00489688,-0.00465625
7.776e-04,-0.0095,0.00493906,-0.00445313
7.780e-04,-0.0075625,0.0048875,-0.00429688
7.784e-04,-0.0081875,0.00475156,-0.004875
7.788e-04,-0.00934375,0.00474531,-0.004875
7.792e-04,-0.00884375,0.00480156,-0.00471875
7.796e-04,-0.0081875,0.00490469,-0.00417188
7.800e-04,-0.007875,0.00483281,-0.00435938
7.804e-04,-0.00790625,0.00482344,-0.00453125
7.808e-04,-0.00909375,0.00473281,-0.00471875
7.812e-04,-0.00859375,0.00483281,-0.00446875
7.816e-04,-0.00771875,0.00469688,-0.00457812
7.820e-04,-0.00953125,0.00461094,-0.00479687
7.824e-04,-0.00934375,0.00476719,-0.00484375
7.828e-04,-0.00815625,0.00459219,-0.00457812
7.832e-04,-0.00825,0.00458906,-0.00465625
7.836e-04,-0.00890625,0.00476719,-0.004625
7.840e-04,-0.00846875,0.0046625,-0.0044375
7.844e-04,-0.0091875,0.00470938,-0.0049375
7.848e-04,-0.00896875,0.004525,-0.00421875
7.852e-04,-0.0070625,0.0045875,-0.0041875
7.856e-04,-0.00940625,0.00467969,-0.00517188
7.860e-04,-0.0091875,0.00459688,-0.0044375
7.864e-04,-0.00946875,0.00465156,-0.00498438
7.868e-04,-0.00875,0.00459063,-0.00465625
7.872e-04,-0.00734375,0.00450938,-0.00414063
7.876e-04,-0.008375,0.00435156,-0.0046875
7.880e-04,-0.00871875,0.00459375,-0.00417188
7.884e-04,-0.00946875,0.00452969,-0.00492188
7.888e-04,-0.0075625,0.00457344,-0.00389062
7.892e-04,-0.00903125,0.00429688,-0.0048125
7.896e-04,-0.0076875,0.00447969,-0.0045
7.900e-04,-0.00825,0.00431406,-0.0045
7.904e-04,-0.008625,0.00436406,-0.004875
7.908e-04,-0.008375,0.00454688,-0.00395313
7.912e-04,-0.0091875,0.0044375,-0.00495313
7.916e-04,-0.009625,0.00428906,-0.00520313
7.920e-04,-0.009,0.00429844,-0.00476562
7.924e-04,-0.00746875,0.00438438,-0.0040625
7.928e-04,-0.00846875,0.00424531,-0.00409375
7.932e-04,-0.0079375,0.00429063,-0.0045
7.936e-04,-0.0091875,0.00450938,-0.00459375
7.940e-04,-0.00884375,0.00429531,-0.00445313
7.944e-04,-0.00809375,0.00439219,-0.00423438
7.948e-04,-0.0090625,0.004325,-0.00504688
7.952e-04,-0.0088125,0.00433906,-0.00454687
7.956e-04,-0.00840625,0.00438594,-0.004375
7.960e-04,-0.00884375,0.00429844,-0.00446875
7.964e-04,-0.0083125,0.00427812,-0.00454687
7.968e-04,-0.0079375,0.00438281,-0.00445313
7.972e-04,-0.00878125,0.00420469,-0.004875
7.976e-04,-0.008875,0.00421563,-0.00445313
7.980e-04,-0.0079375,0.00413594,-0.00407813
7.984e-04,-0.0094375,0.004175,-0.0050625
7.988e-04,-0.00890625,0.00423906,-0.00453125
7.992e-04,-0.009625,0.00429063,-0.00498438
7.996e-04,-0.0088125,0.00427344,-0.00434375
8.000e-04,-0.00796875,0.00412969,-0.00421875
8.004e-04,-0.00884375,0.00410781,-0.0048125
8.008e-04,-0.0086875,0.00422344,-0.00454687
8.012e-04,-0.0089375,0.00402188,-0.00470312
8.016e-04,-0.0076875,0.00422031,-0.00451562
8.020e-04,-0.00928125,0.00417813,-0.00479687
8.024e-04,-0.00825,0.00401406,-0.00435938
8.028e-04,-0.00846875,0.00405625,-0.00448438
8.032e-04,-0.00834375,0.00408281,-0.00467187
8.036e-04,-0.0078125,0.00396719,-0.00457812
8.040e-04,-0.00915625,0.00407344,-0.00489063
8.044e-04,-0.00925,0.00391094,-0.00509375
8.048e-04,-0.00884375,0.00405625,-0.00457812
8.052e-04,-0.00746875,0.00407187,-0.00395313
8.056e-04,-0.007875,0.00391406,-0.00448438
8.060e-04,-0.0078125,0.00397344,-0.0043125
8.064e-04,-0.00853125,0.00398125,-0.004625
8.068e-04,-0.00828125,0.00395156,-0.0044375
8.072e-04,-0.008375,0.00393906,-0.0045625
8.076e-04,-0.00959375,0.00398125,-0.00504688
8.080e-04,-0.00909375,0.00387188,-0.004625
8.084e-04,-0.0079375,0.00386875,-0.0045
8.088e-04,-0.00878125,0.00396094,-0.00454687
8.092e-04,-0.00840625,0.00379219,-0.00482812
8.096e-04,-0.00846875,0.00388594,-0.00457812
8.100e-04,-0.0085,0.00388281,-0.00492188
8.104e-04,-0.00840625,0.00383281,-0.00445313
8.108e-04,-0.00871875,0.00386406,-0.00423438
8.112e-04,-0.0100313,0.00376563,-0.0050625
8.116e-04,-0.00921875,0.00372344,-0.00475
8.120e-04,-0.00896875,0.0037875,-0.00507813
8.124e-04,-0.009125,0.003675,-0.00448438
8.128e-04,-0.00809375,0.00377969,-0.0045
8.132e-04,-0.00821875,0.00371563,-0.00473437
8.136e-04,-0.00803125,0.00372813,-0.00448438
8.140e-04,-0.00859375,0.00374531,-0.005
8.144e-04,-0.008,0.003775,-0.004125
8.148e-04,-0.00984375,0.00363438,-0.00490625
8.152e-04,-0.00834375,0.00374063,-0.00446875
8.156e-04,-0.00853125,0.00373906,-0.00421875
8.160e-04,-0.00878125,0.00370937,-0.00473437
8.164e-04,-0.00746875,0.00371719,-0.0043125
8.168e-04,-0.009625,0.003675,-0.00495313
8.172e-04,-0.00921875,0.0035875,-0.00507813
8.176e-04,-0.00875,0.00361719,-0.00490625
8.180e-04,-0.0069375,0.003625,-0.00423438
8.184e-04,-0.00771875,0.00360938,-0.00398438
8.188e-04,-0.008,0.00359063,-0.00428125
8.192e-04,-0.0090625,0.00369219,-0.00465625
8.196e-04,-0.00925,0.00354375,-0.00471875
8.200e-04,-0.00825,0.003775,-0.0039375
8.204e-04,-0.00953125,0.00345156,-0.00520313
8.208e-04,-0.009,0.00356094,-0.00492188
8.212e-04,-0.008125,0.00353438,-0.00432813
8.216e-04,-0.00909375,0.00364688,-0.0045625
8.220e-04,-0.009375,0.00349375,-0.00470312
8.224e-04,-0.0085625,0.00348594,-0.00434375
8.228e-04,-0.0091875,0.00348125,-0.004625
8.232e-04,-0.00846875,0.00353125,-0.00457812
8.236e-04,-0.00775,0.00342031,-0.0040625
8.240e-04,-0.0099375,0.00340156,-0.0049375
8.244e-04,-0.00925,0.00348281,-0.00470312
8.248e-04,-0.0094375,0.00342969,-0.00510938
8.252e-04,-0.00884375,0.0035125,-0.0044375
8.256e-04,-0.00859375,0.00347344,-0.00426563
8.260e-04,-0.0085625,0.00335,-0.00471875
8.264e-04,-0.00896875,0.00342188,-0.00460937
8.268e-04,-0.0089375,0.00349844,-0.004375
8.272e-04,-0.007625,0.00341875,-0.00425
8.276e-04,-0.00940625,0.00333281,-0.00504688
8.280e-04,-0.00778125,0.00335313,-0.00459375
8.284e-04,-0.00809375,0.00334063,-0.004375
8.288e-04,-0.0085625,0.00315938,-0.004875
8.292e-04,-0.0078125,0.00332813,-0.00407813
8.296e-04,-0.0085,0.00342656,-0.00496875
8.300e-04,-0.00946875,0.00324688,-0.0051875
8.304e-04,-0.0089375,0.00319375,-0.00471875
8.308e-04,-0.0075,0.00347188,-0.00414063
8.312e-04,-0.00796875,0.00325625,-0.00435938
8.316e-04,-0.00815625,0.00340469,-0.00459375
8.320e-04,-0.00903125,0.00315781,-0.00475
8.324e-04,-0.00946875,0.00328281,-0.00445313
8.328e-04,-0.00815625,0.0033125,-0.00398438
8.332e-04,-0.00915625,0.00332188,-0.00526563
8.336e-04,-0.00878125,0.00318594,-0.0048125
8.340e-04,-0.0081875,0.00322656,-0.00429688
8.344e-04,-0.00903125,0.00319375,-0.00453125
8.348e-04,-0.0091875,0.00328437,-0.00445313
8.352e-04,-0.00871875,0.00308906,-0.00459375
8.356e-04,-0.00821875,0.00330781,-0.00457812
8.360e-04,-0.00921875,0.0032125,-0.004875
8.364e-04,-0.00734375,0.00326563,-0.00423438
8.368e-04,-0.00921875,0.00312813,-0.00495313
8.372e-04,-0.00828125,0.00324375,-0.00470312
8.376e-04,-0.00921875,0.00316563,-0.0046875
8.380e-04,-0.00871875,0.00325156,-0.00446875
8.384e-04,-0.0086875,0.00325781,-0.00414063
8.388e-04,-0.008875,0.00307969,-0.00459375
8.392e-04,-0.00846875,0.00305313,-0.00460937
8.396e-04,-0.00853125,0.00307969,-0.00454687
8.400e-04,-0.00721875,0.00304531,-0.00439063
8.404e-04,-0.00946875,0.00312969,-0.00507813
8.408e-04,-0.00840625,0.00306875,-0.00446875
8.412e-04,-0.008625,0.00310469,-0.00440625
8.416e-04,-0.00859375,0.00297656,-0.00475
8.420e-04,-0.00853125,0.00307969,-0.00404688
8.424e-04,-0.00959375,0.00305625,-0.00476562
8.428e-04,-0.00990625,0.00304375,-0.00514063
8.432e-04,-0.0088125,0.00301406,-0.00473437
8.436e-04,-0.00690625,0.00310156,-0.00414063
8.440e-04,-0.008,0.00300938,-0.00448438
8.444e-04,-0.00775,0.00292813,-0.004375
8.448e-04,-0.00875,0.00301875,-0.00453125
8.452e-04,-0.00903125,0.00294063,-0.00460937
8.456e-04,-0.00784375,0.00303906,-0.0045
8.460e-04,-0.0089375,0.00298438,-0.00496875
8.464e-04,-0.0089375,0.00311094,-0.0049375
8.468e-04,-0.008125,0.00299375,-0.004375
8.472e-04,-0.00884375,0.00283438,-0.00495313
8.476e-04,-0.00946875,0.00287188,-0.00454687
8.480e-04,-0.008375,0.00299531,-0.00453125
8.484e-04,-0.0085625,0.00284688,-0.00503125
8.488e-04,-0.008875,0.00291563,-0.0044375
8.492e-04,-0.00784375,0.00300313,-0.00435938
8.496e-04,-0.00975,0.00282188,-0.004875
8.500e-04,-0.00884375,0.00270781,-0.00460937
8.504e-04,-0.00953125,0.00289062,-0.00498438
8.508e-04,-0.0085,0.00281562,-0.00439063
8.512e-04,-0.00771875,0.00296094,-0.00439063
8.516e-04,-0.00834375,0.00282188,-0.00460937
8.520e-04,-0.0081875,0.00274688,-0.00453125
8.524e-04,-0.00915625,0.00280469,-0.00428125
8.528e-04,-0.00746875,0.00281562,-0.00428125
8.532e-04,-0.00928125,0.00275469,-0.00484375
8.536e-04,-0.00896875,0.00279063,-0.00457812
8.540e-04,-0.008625,0.00272656,-0.00451562
8.544e-04,-0.0080625,0.00272656,-0.00476562
8.548e-04,-0.008375,0.00287344,-0.00426563
8.552e-04,-0.0088125,0.00277031,-0.00501563
8.556e-04,-0.00959375,0.00270781,-0.00515625
8.560e-04,-0.00865625,0.00278594,-0.00451562
8.564e-04,-0.00759375,0.00280781,-0.00429688
8.568e-04,-0.00796875,0.00267656,-0.00445313
8.572e-04,-0.00771875,0.00261719,-0.00421875
8.576e-04,-0.00875,0.00268594,-0.00459375
8.580e-04,-0.00878125,0.00266875,-0.004625
8.584e-04,-0.008125,0.00273438,-0.00423438
8.588e-04,-0.00909375,0.00259688,-0.00509375
8.592e-04,-0.009875,0.00269844,-0.005
8.596e-04,-0.0085,0.00268281,-0.0045
8.600e-04,-0.0083125,0.00249687,-0.00510938
8.604e-04,-0.0085625,0.00269063,-0.00439063
8.608e-04,-0.00815625,0.0028,-0.00446875
8.612e-04,-0.00884375,0.00255156,-0.00470312
8.616e-04,-0.0076875,0.00272969,-0.00476562
8.620e-04,-0.0070625,0.00265,-0.00409375
8.624e-04,-0.0091875,0.00240469,-0.00501563
8.628e-04,-0.0085625,0.00262813,-0.00448438
8.632e-04,-0.00940625,0.00262188,-0.0048125
8.636e-04,-0.009,0.00248125,-0.0045625
8.640e-04,-0.00765625,0.00262969,-0.00434375
8.644e-04,-0.00896875,0.0025625,-0.0048125
8.648e-04,-0.00784375,0.0027,-0.00464062
8.652e-04,-0.0089375,0.00264063,-0.00470312
8.656e-04,-0.00759375,0.002525,-0.00434375
8.660e-04,-0.0093125,0.0024,-0.00507813
8.664e-04,-0.00865625,0.00264531,-0.00446875
8.668e-04,-0.0088125,0.00261094,-0.004375
8.672e-04,-0.00878125,0.00259844,-0.00459375
8.676e-04,-0.00765625,0.00256719,-0.00435938
8.680e-04,-0.00909375,0.00264687,-0.00473437
8.684e-04,-0.00978125,0.00248125,-0.00492188
8.688e-04,-0.0086875,0.00255,-0.00479687
8.692e-04,-0.00746875,0.0023375,-0.003875
8.696e-04,-0.00809375,0.00265781,-0.00420313
8.700e-04,-0.0079375,0.00254062,-0.0040625
8.704e-04,-0.0094375,0.002475,-0.00484375
8.708e-04,-0.0083125,0.00234219,-0.00454687
8.712e-04,-0.00825,0.0024375,-0.00428125
8.716e-04,-0.00859375,0.00231719,-0.00490625
8.720e-04,-0.00959375,0.00248125,-0.0048125
8.724e-04,-0.00834375,0.00254375,-0.0045
8.728e-04,-0.00875,0.0023125,-0.00501563
8.732e-04,-0.00821875,0.00236406,-0.00471875
8.736e-04,-0.00825,0.00237344,-0.00426563
8.740e-04,-0.00915625,0.00219844,-0.00479687
8.744e-04,-0.0081875,0.00250156,-0.00460937
8.748e-04,-0.0080625,0.00236406,-0.00439063
8.752e-04,-0.0100313,0.002325,-0.00490625
8.756e-04,-0.009,0.002375,-0.0045
8.760e-04,-0.00953125,0.00229375,-0.00484375
8.764e-04,-0.0086875,0.0024,-0.00451562
8.768e-04,-0.0080625,0.00240938,-0.00440625
8.772e-04,-0.00846875,0.0022625,-0.00467187
8.776e-04,-0.00775,0.0023625,-0.00471875
8.780e-04,-0.00828125,0.00224531,-0.00464062
8.784e-04,-0.00784375,0.00239375,-0.00401563
8.788e-04,-0.00990625,0.00225,-0.00473437
8.792e-04,-0.00828125,0.0023625,-0.00435938
8.796e-04,-0.0085625,0.00234844,-0.00446875
8.800e-04,-0.0086875,0.00225469,-0.00445313
8.804e-04,-0.0081875,0.002275,-0.00434375
8.808e-04,-0.0095625,0.00226094,-0.004875
8.812e-04,-0.00978125,0.00223281,-0.00526563
8.816e-04,-0.0085625,0.00211563,-0.00464062
8.820e-04,-0.007625,0.0022125,-0.00414063
8.824e-04,-0.00790625,0.00235,-0.00420313
8.828e-04,-0.00825,0.0022625,-0.00414063
8.832e-04,-0.0095625,0.00216875,-0.00490625
8.836e-04,-0.00884375,0.00227344,-0.00442188
8.840e-04,-0.0080625,0.0022,-0.00428125
8.844e-04,-0.00921875,0.00226563,-0.00501563
8.848e-04,-0.00903125,0.00223125,-0.0050625
8.852e-04,-0.00815625,0.00215781,-0.00442188
8.856e-04,-0.00828125,0.00211719,-0.00490625
8.860e-04,-0.0083125,0.0021875,-0.00485937
8.864e-04,-0.0086875,0.0021875,-0.00429688
8.868e-04,-0.00878125,0.00217188,-0.004625
8.872e-04,-0.00840625,0.00198281,-0.00442188
8.876e-04,-0.00828125,0.00205469,-0.00435938
8.880e-04,-0.0085625,0.0021375,-0.00482812
8.884e-04,-0.0089375,0.002125,-0.00454687
8.888e-04,-0.00928125,0.0020625,-0.004875
8.892e-04,-0.00859375,0.00223125,-0.00440625
8.896e-04,-0.008,0.0020125,-0.0041875
8.900e-04,-0.00859375,0.00202031,-0.00471875
8.904e-04,-0.0088125,0.00214375,-0.00445313
8.908e-04,-0.008375,0.00199375,-0.00464062
8.912e-04,-0.00778125,0.00218438,-0.00426563
8.916e-04,-0.00878125,0.0021125,-0.0045
8.920e-04,-0.0081875,0.00201719,-0.00465625
8.924e-04,-0.0088125,0.00210469,-0.00454687
8.928e-04,-0.0088125,0.002,-0.00471875
8.932e-04,-0.00828125,0.00199531,-0.00428125
8.936e-04,-0.008625,0.00193594,-0.00490625
8.940e-04,-0.0091875,0.00206406,-0.00521875
8.944e-04,-0.008625,0.00191094,-0.00476562
8.948e-04,-0.00790625,0.00209688,-0.00420313
8.952e-04,-0.0080625,0.00200313,-0.00410938
8.956e-04,-0.00815625,0.00205469,-0.00421875
8.960e-04,-0.00915625,0.00197656,-0.00484375
8.964e-04,-0.0089375,0.00201406,-0.00459375
8.968e-04,-0.0080625,0.00202344,-0.00415625
8.972e-04,-0.00915625,0.00191875,-0.00503125
8.976e-04,-0.0089375,0.00191563,-0.00470312
8.980e-04,-0.00828125,0.00183125,-0.00445313
8.984e-04,-0.0085625,0.00196094,-0.00457812
8.988e-04,-0.008625,0.0019125,-0.00467187
8.992e-04,-0.0081875,0.00190938,-0.00434375
8.996e-04,-0.0085625,0.00185313,-0.00445313
9.000e-04,-0.00840625,0.00176094,-0.00465625
9.004e-04,-0.0074375,0.00188437,-0.0038125
9.008e-04,-0.0098125,0.00197656,-0.004875
9.012e-04,-0.0088125,0.00199844,-0.00467187
9.016e-04,-0.0090625,0.00200781,-0.00501563
9.020e-04,-0.0085625,0.00193906,-0.00448438
9.024e-04,-0.00846875,0.00192188,-0.00429688
9.028e-04,-0.00840625,0.00189375,-0.00485937
9.032e-04,-0.0088125,0.00179219,-0.00457812
9.036e-04,-0.008625,0.00172656,-0.00482812
9.040e-04,-0.00775,0.0018375,-0.0041875
9.044e-04,-0.009375,0.00186406,-0.00457812
9.048e-04,-0.0085625,0.00181563,-0.00434375
9.052e-04,-0.00890625,0.00177813,-0.00448438
9.056e-04,-0.00840625,0.00178125,-0.00435938
9.060e-04,-0.00753125,0.00185938,-0.00439063
9.064e-04,-0.00884375,0.00187656,-0.004625
9.068e-04,-0.0100625,0.00171719,-0.00514063
9.072e-04,-0.0085625,0.00182031,-0.00475
9.076e-04,-0.0080625,0.001825,-0.00420313
9.080e-04,-0.0080625,0.00170469,-0.0045
9.084e-04,-0.0085625,0.00184063,-0.00435938
9.088e-04,-0.00790625,0.00176406,-0.00475
9.092e-04,-0.00865625,0.00176719,-0.004625
9.096e-04,-0.00853125,0.00174688,-0.00460937
9.100e-04,-0.00925,0.00176094,-0.00514063
9.104e-04,-0.0089375,0.00172656,-0.004875
9.108e-04,-0.00834375,0.001675,-0.0044375
9.112e-04,-0.0083125,0.00177656,-0.0045625
9.116e-04,-0.008625,0.00170781,-0.00457812
9.120e-04,-0.00853125,0.00158125,-0.00454687
9.124e-04,-0.00859375,0.00176094,-0.00440625
9.128e-04,-0.00971875,0.00160781,-0.0045625
9.132e-04,-0.0081875,0.00167188,-0.00420313
9.136e-04,-0.00953125,0.00169531,-0.00490625
9.140e-04,-0.0085625,0.00160625,-0.00475
9.144e-04,-0.009,0.00187344,-0.00496875
9.148e-04,-0.0086875,0.00165625,-0.00446875
9.152e-04,-0.0079375,0.00170156,-0.0043125
9.156e-04,-0.00846875,0.00168906,-0.0046875
9.160e-04,-0.00878125,0.00166719,-0.0045625
9.164e-04,-0.0081875,0.00162031,-0.00467187
9.168e-04,-0.00796875,0.00160781,-0.0039375
9.172e-04,-0.0085,0.00149688,-0.00484375
9.176e-04,-0.00815625,0.00157188,-0.00454687
9.180e-04,-0.0086875,0.00167031,-0.0044375
9.184e-04,-0.00871875,0.00163281,-0.00454687
9.188e-04,-0.0076875,0.00169531,-0.00404688
9.192e-04,-0.00853125,0.00159219,-0.00459375
9.196e-04,-0.00915625,0.00138437,-0.00498438
9.200e-04,-0.008375,0.00158438,-0.0046875
9.204e-04,-0.00884375,0.00178281,-0.004375
9.208e-04,-0.0081875,0.00174062,-0.00421875
9.212e-04,-0.00840625,0.00165469,-0.00448438
9.216e-04,-0.00875,0.0014,-0.00479687
9.220e-04,-0.00875,0.00131563,-0.00451562
9.224e-04,-0.008375,0.00157969,-0.00473437
9.228e-04,-0.00984375,0.001725,-0.00498438
9.232e-04,-0.0096875,0.00145,-0.00457812
9.236e-04,-0.0085,0.00159687,-0.00415625
9.240e-04,-0.00825,0.00147344,-0.00479687
9.244e-04,-0.0083125,0.00153125,-0.00459375
9.248e-04,-0.0085,0.00158281,-0.0044375
9.252e-04,-0.00778125,0.00159687,-0.00445313
9.256e-04,-0.008375,0.0014875,-0.00451562
9.260e-04,-0.007875,0.00160781,-0.00429688
9.264e-04,-0.00984375,0.00152969,-0.00495313
9.268e-04,-0.00865625,0.0016125,-0.0045625
9.272e-04,-0.0091875,0.00139219,-0.00510938
9.276e-04,-0.00821875,0.00146875,-0.00454687
9.280e-04,-0.00853125,0.00137344,-0.0041875
9.284e-04,-0.0091875,0.00154688,-0.00479687
9.288e-04,-0.0075625,0.00139531,-0.00467187
9.292e-04,-0.0095,0.00137969,-0.0050625
9.296e-04,-0.00771875,0.001575,-0.00434375
9.300e-04,-0.009375,0.00150313,-0.00473437
9.304e-04,-0.00875,0.00135469,-0.0045625
9.308e-04,-0.009,0.00149844,-0.00448438
9.312e-04,-0.0084375,0.00148906,-0.00470312
9.316e-04,-0.00828125,0.00141875,-0.00446875
9.320e-04,-0.008375,0.00133906,-0.00498438
9.324e-04,-0.0095,0.00145938,-0.00495313
9.328e-04,-0.009,0.00143594,-0.00439063
9.332e-04,-0.00771875,0.00147188,-0.004
9.336e-04,-0.00740625,0.00144531,-0.004125
9.340e-04,-0.0095625,0.00140625,-0.00457812
9.344e-04,-0.00890625,0.001275,-0.00471875
9.348e-04,-0.00828125,0.00128438,-0.0045
9.352e-04,-0.008625,0.00133906,-0.00467187
9.356e-04,-0.00946875,0.00131875,-0.00492188
9.360e-04,-0.0089375,0.00131094,-0.00507813
9.364e-04,-0.00771875,0.00135,-0.00420313
9.368e-04,-0.00890625,0.00136719,-0.0049375
9.372e-04,-0.0088125,0.0014375,-0.0048125
9.376e-04,-0.00846875,0.00139063,-0.00439063
9.380e-04,-0.00865625,0.00132813,-0.00451562
9.384e-04,-0.0080625,0.00140781,-0.00490625
9.388e-04,-0.007875,0.0013125,-0.00425
9.392e-04,-0.009625,0.00128125,-0.00496875
9.396e-04,-0.008625,0.00138125,-0.0045625
9.400e-04,-0.00909375,0.001275,-0.00498438
9.404e-04,-0.00875,0.00132188,-0.00439063
9.408e-04,-0.00840625,0.00112656,-0.00423438
9.412e-04,-0.00875,0.00123281,-0.00442188
9.416e-04,-0.00765625,0.00124531,-0.00434375
9.420e-04,-0.009,0.001175,-0.00484375
9.424e-04,-0.0079375,0.00139844,-0.00409375
9.428e-04,-0.00909375,0.00124844,-0.0046875
9.432e-04,-0.0086875,0.00121563,-0.00459375
9.436e-04,-0.008375,0.00124531,-0.00446875
9.440e-04,-0.0085625,0.0012,-0.00492188
9.444e-04,-0.007625,0.00132813,-0.004375
9.448e-04,-0.00978125,0.00132969,-0.00489063
9.452e-04,-0.00946875,0.00116719,-0.00535938
9.456e-04,-0.00915625,0.00124062,-0.00473437
9.460e-04,-0.007375,0.00129531,-0.00425
9.464e-04,-0.00790625,0.00127344,-0.00429688
9.468e-04,-0.008125,0.00128594,-0.00415625
9.472e-04,-0.00934375,0.0010875,-0.00492188
9.476e-04,-0.00890625,0.00123594,-0.00435938
9.480e-04,-0.00828125,0.00124844,-0.00471875
9.484e-04,-0.00946875,0.00114844,-0.00459375
9.488e-04,-0.00940625,0.00107188,-0.00496875
9.492e-04,-0.0084375,0.00120156,-0.00440625
9.496e-04,-0.00875,0.0011875,-0.00465625
9.500e-04,-0.009,0.00123281,-0.00440625
9.504e-04,-0.00871875,0.00115,-0.0041875
9.508e-04,-0.00815625,0.00122813,-0.00470312
9.512e-04,-0.00803125,0.0010875,-0.00485937
9.516e-04,-0.00809375,0.00132031,-0.00423438
9.520e-04,-0.00975,0.00110156,-0.00484375
9.524e-04,-0.0083125,0.00121875,-0.00445313
9.528e-04,-0.00965625,0.00119844,-0.00484375
9.532e-04,-0.00821875,0.00120781,-0.0046875
9.536e-04,-0.0078125,0.00111563,-0.00432813
9.540e-04,-0.0081875,0.00112188,-0.00476562
9.544e-04,-0.0080625,0.00108594,-0.00471875
9.548e-04,-0.00953125,0.00116406,-0.00470312
9.552e-04,-0.00834375,0.00117656,-0.00421875
9.556e-04,-0.00884375,0.00108594,-0.00459375
9.560e-04,-0.0084375,0.00105937,-0.00473437
9.564e-04,-0.0088125,0.00109219,-0.00440625
9.568e-04,-0.00928125,0.00118906,-0.00445313

