Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG,
5.876e-04,-0.00803125,0.0146719
5.880e-04,-0.00834375,0.0145688
5.884e-04,-0.009,0.0146125
5.888e-04,-0.0088125,0.0145156
5.892e-04,-0.00865625,0.0145234
5.896e-04,-0.00715625,0.0145391
5.900e-04,-0.0078125,0.0144656
5.904e-04,-0.009,0.0145453
5.908e-04,-0.008125,0.0145
5.912e-04,-0.00859375,0.0144813
5.916e-04,-0.00803125,0.0144969
5.920e-04,-0.00840625,0.014175
5.924e-04,-0.0078125,0.0143609
5.928e-04,-0.00834375,0.0142469
5.932e-04,-0.0081875,0.0141672
5.936e-04,-0.008125,0.0141688
5.940e-04,-0.0079375,0.0143047
5.944e-04,-0.0085625,0.0141438
5.948e-04,-0.0086875,0.0141563
5.952e-04,-0.0070625,0.0141188
5.956e-04,-0.009,0.0140469
5.960e-04,-0.00878125,0.0140422
5.964e-04,-0.0088125,0.0138891
5.968e-04,-0.0085625,0.0138266
5.972e-04,-0.00940625,0.0139578
5.976e-04,-0.0081875,0.0138578
5.980e-04,-0.008625,0.0138359
5.984e-04,-0.00821875,0.0138688
5.988e-04,-0.00784375,0.01375
5.992e-04,-0.00825,0.0137703
5.996e-04,-0.008625,0.0137188
6.000e-04,-0.00815625,0.013725
6.004e-04,-0.0084375,0.0137219
6.008e-04,-0.00825,0.0137484
6.012e-04,-0.00821875,0.0135219
6.016e-04,-0.00934375,0.0135937
6.020e-04,-0.0085,0.0135203
6.024e-04,-0.00771875,0.0134734
6.028e-04,-0.00775,0.0133844
6.032e-04,-0.00825,0.0134297
6.036e-04,-0.00846875,0.0133906
6.040e-04,-0.00840625,0.013375
6.044e-04,-0.008375,0.0133938
6.048e-04,-0.0085,0.0132641
6.052e-04,-0.00875,0.0132953
6.056e-04,-0.0078125,0.0131016
6.060e-04,-0.00771875,0.0132109
6.064e-04,-0.00828125,0.0132969
6.068e-04,-0.0078125,0.0132797
6.072e-04,-0.0093125,0.0131547
6.076e-04,-0.0085625,0.0131203
6.080e-04,-0.00771875,0.0131531
6.084e-04,-0.009,0.0130859
6.088e-04,-0.00925,0.013
6.092e-04,-0.0085,0.0129313
6.096e-04,-0.00840625,0.0130563
6.100e-04,-0.008,0.0129922
6.104e-04,-0.0083125,0.0130016
6.108e-04,-0.00909375,0.0129656
6.112e-04,-0.00825,0.0129172
6.116e-04,-0.0084375,0.0128266
6.120e-04,-0.009125,0.0128516
6.124e-04,-0.00878125,0.0127953
6.128e-04,-0.00784375,0.0128359
6.132e-04,-0.008,0.0126922
6.136e-04,-0.0085625,0.0126938
6.140e-04,-0.0081875,0.0125141
6.144e-04,-0.00859375,0.0127234
6.148e-04,-0.00859375,0.0125578
6.152e-04,-0.00784375,0.0126688
6.156e-04,-0.00825,0.0124578
6.160e-04,-0.00884375,0.0124469
6.164e-04,-0.0085625,0.0126187
6.168e-04,-0.00928125,0.0125234
6.172e-04,-0.0085625,0.0124875
6.176e-04,-0.00875,0.0123797
6.180e-04,-0.0089375,0.0123359
6.184e-04,-0.0076875,0.0124313
6.188e-04,-0.00834375,0.0123172
6.192e-04,-0.00815625,0.0124016
6.196e-04,-0.0085,0.0122766
6.200e-04,-0.00934375,0.0122859
6.204e-04,-0.00840625,0.0122766
6.208e-04,-0.00740625,0.0121953
6.212e-04,-0.0089375,0.0122531
6.216e-04,-0.0085,0.0122438
6.220e-04,-0.0090625,0.0122078
6.224e-04,-0.008625,0.0121813
6.228e-04,-0.00853125,0.0121453
6.232e-04,-0.00846875,0.0120328
6.236e-04,-0.007875,0.0121219
6.240e-04,-0.00846875,0.0120078
6.244e-04,-0.00896875,0.012
6.248e-04,-0.00934375,0.0118797
6.252e-04,-0.00834375,0.0120578
6.256e-04,-0.0081875,0.0118172
6.260e-04,-0.00878125,0.0118547
6.264e-04,-0.0085625,0.0119109
6.268e-04,-0.0089375,0.0118266
6.272e-04,-0.00896875,0.0116438
6.276e-04,-0.0085625,0.0118063
6.280e-04,-0.0069375,0.0116453
6.284e-04,-0.0086875,0.0116328
6.288e-04,-0.00925,0.0116359
6.292e-04,-0.0084375,0.0117156
6.296e-04,-0.00896875,0.0115922
6.300e-04,-0.00871875,0.0116969
6.304e-04,-0.0094375,0.0116234
6.308e-04,-0.008625,0.0115906
6.312e-04,-0.0076875,0.0115781
6.316e-04,-0.00821875,0.0116297
6.320e-04,-0.008125,0.0115469
6.324e-04,-0.008125,0.01155
6.328e-04,-0.00840625,0.0115078
6.332e-04,-0.0093125,0.0114078
6.336e-04,-0.0075625,0.0113547
6.340e-04,-0.0095,0.0113297
6.344e-04,-0.00859375,0.0113219
6.348e-04,-0.00853125,0.0113469
6.352e-04,-0.00890625,0.0112875
6.356e-04,-0.0074375,0.0110547
6.360e-04,-0.0081875,0.0111594
6.364e-04,-0.0085625,0.0112875
6.368e-04,-0.00821875,0.0112484
6.372e-04,-0.00809375,0.0111844
6.376e-04,-0.00853125,0.0112188
6.380e-04,-0.00890625,0.0111188
6.384e-04,-0.0080625,0.0110531
6.388e-04,-0.0083125,0.0109391
6.392e-04,-0.0083125,0.0111516
6.396e-04,-0.00928125,0.0111625
6.400e-04,-0.00934375,0.0110313
6.404e-04,-0.00878125,0.0109891
6.408e-04,-0.00715625,0.0109609
6.412e-04,-0.00803125,0.0109344
6.416e-04,-0.008625,0.0109422
6.420e-04,-0.008625,0.0108344
6.424e-04,-0.00840625,0.0108438
6.428e-04,-0.00878125,0.0108203
6.432e-04,-0.00846875,0.0107984
6.436e-04,-0.0086875,0.0108313
6.440e-04,-0.0078125,0.0106688
6.444e-04,-0.00784375,0.0107891
6.448e-04,-0.009375,0.0106641
6.452e-04,-0.00840625,0.0105391
6.456e-04,-0.00871875,0.0106766
6.460e-04,-0.00971875,0.0106891
6.464e-04,-0.00709375,0.0107469
6.468e-04,-0.0084375,0.0105828
6.472e-04,-0.00875,0.0105344
6.476e-04,-0.009,0.0105078
6.480e-04,-0.0086875,0.0104781
6.484e-04,-0.00853125,0.0106422
6.488e-04,-0.0086875,0.0104625
6.492e-04,-0.0080625,0.0102844
6.496e-04,-0.0084375,0.0103234
6.500e-04,-0.00815625,0.0104563
6.504e-04,-0.00884375,0.0103812
6.508e-04,-0.00815625,0.0102516
6.512e-04,-0.00825,0.0103359
6.516e-04,-0.00840625,0.0103234
6.520e-04,-0.00765625,0.0102
6.524e-04,-0.00903125,0.0101813
6.528e-04,-0.00884375,0.0101609
6.532e-04,-0.0084375,0.0101063
6.536e-04,-0.00771875,0.0102313
6.540e-04,-0.00765625,0.0101047
6.544e-04,-0.00878125,0.0100328
6.548e-04,-0.00915625,0.0100016
6.552e-04,-0.008375,0.0100891
6.556e-04,-0.00828125,0.0100484
6.560e-04,-0.009125,0.0099
6.564e-04,-0.00890625,0.0100469
6.568e-04,-0.00775,0.0100234
6.572e-04,-0.007625,0.0100266
6.576e-04,-0.0083125,0.00995469
6.580e-04,-0.0076875,0.00999531
6.584e-04,-0.0089375,0.00992031
6.588e-04,-0.0094375,0.00987812
6.592e-04,-0.00784375,0.00992969
6.596e-04,-0.0086875,0.00993906
6.600e-04,-0.00871875,0.00981562
6.604e-04,-0.00875,0.009725
6.608e-04,-0.00825,0.00972813
6.612e-04,-0.0088125,0.00978281
6.616e-04,-0.008875,0.00987344
6.620e-04,-0.00871875,0.00983594
6.624e-04,-0.0083125,0.00969531
6.628e-04,-0.0084375,0.00960781
6.632e-04,-0.009625,0.00951406
6.636e-04,-0.00871875,0.0096625
6.640e-04,-0.00834375,0.00959531
6.644e-04,-0.00821875,0.00945312
6.648e-04,-0.00815625,0.00952813
6.652e-04,-0.009,0.00961563
6.656e-04,-0.00903125,0.00951406
6.660e-04,-0.00846875,0.00942656
6.664e-04,-0.00690625,0.00939219
6.668e-04,-0.00853125,0.00940938
6.672e-04,-0.00878125,0.00945781
6.676e-04,-0.0089375,0.00936719
6.680e-04,-0.008625,0.00941094
6.684e-04,-0.00815625,0.00947031
6.688e-04,-0.009125,0.00932031
6.692e-04,-0.0090625,0.00930313
6.696e-04,-0.00765625,0.00929687
6.700e-04,-0.008125,0.00929531
6.704e-04,-0.00803125,0.00930625
6.708e-04,-0.008375,0.00914219
6.712e-04,-0.0094375,0.00924063
6.716e-04,-0.008625,0.00924844
6.720e-04,-0.007125,0.00924844
6.724e-04,-0.0100938,0.00901875
6.728e-04,-0.00903125,0.00906719
6.732e-04,-0.00875,0.00896406
6.736e-04,-0.00890625,0.00908125
6.740e-04,-0.00746875,0.00903281
6.744e-04,-0.00853125,0.00901719
6.748e-04,-0.00834375,0.00896719
6.752e-04,-0.0088125,0.00897656
6.756e-04,-0.00815625,0.00898594
6.760e-04,-0.00975,0.00881563
6.764e-04,-0.00865625,0.00892656
6.768e-04,-0.00790625,0.00884375
6.772e-04,-0.00840625,0.00894375
6.776e-04,-0.00859375,0.00881563
6.780e-04,-0.009125,0.00881875
6.784e-04,-0.00878125,0.0088125
6.788e-04,-0.00915625,0.00887969
6.792e-04,-0.00709375,0.00887344
6.796e-04,-0.00809375,0.00873281
6.800e-04,-0.0089375,0.00873125
6.804e-04,-0.00865625,0.00876563
6.808e-04,-0.00878125,0.00878125
6.812e-04,-0.0084375,0.00858594
6.816e-04,-0.00946875,0.00863437
6.820e-04,-0.00909375,0.00849219
6.824e-04,-0.00865625,0.00871406
6.828e-04,-0.0085625,0.00853125
6.832e-04,-0.00915625,0.00864219
6.836e-04,-0.00896875,0.00856875
6.840e-04,-0.008625,0.0084375
6.844e-04,-0.0090625,0.00858594
6.848e-04,-0.00771875,0.00855
6.852e-04,-0.00921875,0.00844219
6.856e-04,-0.00884375,0.00853438
6.860e-04,-0.008875,0.00850625
6.864e-04,-0.00925,0.00854844
6.868e-04,-0.0081875,0.00851563
6.872e-04,-0.0083125,0.00830625
6.876e-04,-0.00834375,0.0083875
6.880e-04,-0.009375,0.00827344
6.884e-04,-0.0079375,0.00835469
6.888e-04,-0.00915625,0.0082375
6.892e-04,-0.00896875,0.00834688
6.896e-04,-0.00853125,0.00821719
6.900e-04,-0.00871875,0.00824062
6.904e-04,-0.0080625,0.00820156
6.908e-04,-0.00884375,0.00822344
6.912e-04,-0.0090625,0.00821719
6.916e-04,-0.00884375,0.00825938
6.920e-04,-0.00746875,0.0081875
6.924e-04,-0.008125,0.00830938
6.928e-04,-0.00928125,0.0080875
6.932e-04,-0.00871875,0.0081375
6.936e-04,-0.00909375,0.00820469
6.940e-04,-0.00771875,0.00804844
6.944e-04,-0.00953125,0.00796094
6.948e-04,-0.0085625,0.008
6.952e-04,-0.00840625,0.00795625
6.956e-04,-0.00853125,0.00805938
6.960e-04,-0.00925,0.00796563
6.964e-04,-0.0090625,0.00802344
6.968e-04,-0.00884375,0.00788438
6.972e-04,-0.0095,0.00786406
6.976e-04,-0.0071875,0.00783281
6.980e-04,-0.01,0.00772969
6.984e-04,-0.00859375,0.00779063
6.988e-04,-0.009625,0.00771094
6.992e-04,-0.00884375,0.00791875
6.996e-04,-0.0081875,0.00780938
7.000e-04,-0.00809375,0.00768594
7.004e-04,-0.00903125,0.00771563
7.008e-04,-0.009125,0.00790781
7.012e-04,-0.00803125,0.00772813
7.016e-04,-0.00940625,0.00767344
7.020e-04,-0.008375,0.00774063
7.024e-04,-0.0083125,0.00763125
7.028e-04,-0.0083125,0.00749063
7.032e-04,-0.00828125,0.00766563
7.036e-04,-0.009625,0.00767969
7.040e-04,-0.00965625,0.00747969
7.044e-04,-0.00878125,0.00764844
7.048e-04,-0.0064375,0.00763125
7.052e-04,-0.00828125,0.00749531
7.056e-04,-0.0084375,0.00757656
7.060e-04,-0.008875,0.00751875
7.064e-04,-0.00884375,0.00743281
7.068e-04,-0.008,0.0075875
7.072e-04,-0.00921875,0.00752031
7.076e-04,-0.008125,0.00754531
7.080e-04,-0.00815625,0.00756875
7.084e-04,-0.00784375,0.00743594
7.088e-04,-0.008625,0.00724844
7.092e-04,-0.0086875,0.00757656
7.096e-04,-0.00896875,0.0073375
7.100e-04,-0.00915625,0.00727031
7.104e-04,-0.0078125,0.00722031
7.108e-04,-0.0095625,0.00738594
7.112e-04,-0.0084375,0.00724219
7.116e-04,-0.0090625,0.00723438
7.120e-04,-0.00884375,0.00729844
7.124e-04,-0.007625,0.00713281
7.128e-04,-0.00865625,0.00722813
7.132e-04,-0.00875,0.00728438
7.136e-04,-0.00884375,0.00720781
7.140e-04,-0.00775,0.00720781
7.144e-04,-0.0094375,0.007175
7.148e-04,-0.0085625,0.00717344
7.152e-04,-0.0085625,0.00720313
7.156e-04,-0.0085625,0.00709688
7.160e-04,-0.00846875,0.00709688
7.164e-04,-0.00853125,0.00716719
7.168e-04,-0.009,0.00703281
7.172e-04,-0.00925,0.00708906
7.176e-04,-0.0074375,0.007075
7.180e-04,-0.00859375,0.00701719
7.184e-04,-0.00928125,0.00719531
7.188e-04,-0.0089375,0.00692813
7.192e-04,-0.008875,0.00689844
7.196e-04,-0.008625,0.00707656
7.200e-04,-0.00921875,0.00680625
7.204e-04,-0.008875,0.00703281
7.208e-04,-0.00834375,0.00702969
7.212e-04,-0.00875,0.00674375
7.216e-04,-0.008125,0.00685625
7.220e-04,-0.0086875,0.0068875
7.224e-04,-0.009125,0.00681406
7.228e-04,-0.00975,0.00672344
7.232e-04,-0.00721875,0.00681563
7.236e-04,-0.0094375,0.00674063
7.240e-04,-0.0091875,0.00675
7.244e-04,-0.00925,0.0069
7.248e-04,-0.00925,0.0068375
7.252e-04,-0.00790625,0.006725
7.256e-04,-0.00871875,0.00667188
7.260e-04,-0.00865625,0.00672656
7.264e-04,-0.00875,0.00670625
7.268e-04,-0.00778125,0.00666719
7.272e-04,-0.0096875,0.00657813
7.276e-04,-0.00753125,0.00674063
7.280e-04,-0.0085,0.00662656
7.284e-04,-0.00853125,0.00662656
7.288e-04,-0.00796875,0.00662813
7.292e-04,-0.00890625,0.00654844
7.296e-04,-0.0099375,0.0065875
7.300e-04,-0.0093125,0.00640938
7.304e-04,-0.00703125,0.00656719
7.308e-04,-0.0081875,0.00646563
7.312e-04,-0.0085625,0.00642813
7.316e-04,-0.0090625,0.00647813
7.320e-04,-0.00859375,0.00651875
7.324e-04,-0.008,0.006475
7.328e-04,-0.0095,0.00647344
7.332e-04,-0.00909375,0.00637344
7.336e-04,-0.00840625,0.00644063
7.340e-04,-0.0085,0.00638281
7.344e-04,-0.0085,0.00639219
7.348e-04,-0.00903125,0.00637969
7.352e-04,-0.00871875,0.00639063
7.356e-04,-0.008375,0.00644063
7.360e-04,-0.00759375,0.00635156
7.364e-04,-0.00965625,0.00626094
7.368e-04,-0.0091875,0.00621719
7.372e-04,-0.0094375,0.00622656
7.376e-04,-0.00925,0.00634375
7.380e-04,-0.008125,0.00614375
7.384e-04,-0.00853125,0.00622187
7.388e-04,-0.00846875,0.00620938
7.392e-04,-0.009,0.00608906
7.396e-04,-0.00790625,0.00619531
7.400e-04,-0.00925,0.00605938
7.404e-04,-0.00853125,0.00614688
7.408e-04,-0.00815625,0.0060125
7.412e-04,-0.00815625,0.00612031
7.416e-04,-0.008,0.00622813
7.420e-04,-0.008625,0.00605781
7.424e-04,-0.0094375,0.00610313
7.428e-04,-0.00871875,0.00606406
7.432e-04,-0.00778125,0.00625938
7.436e-04,-0.00840625,0.00601875
7.440e-04,-0.00903125,0.005975
7.444e-04,-0.009125,0.00594687
7.448e-04,-0.00915625,0.00599219
7.452e-04,-0.00784375,0.00603594
7.456e-04,-0.009625,0.00595
7.460e-04,-0.00865625,0.00585469
7.464e-04,-0.00803125,0.00602656
7.468e-04,-0.0083125,0.00606719
7.472e-04,-0.0085,0.00590313
7.476e-04,-0.0085,0.00602656
7.480e-04,-0.00875,0.00585781
7.484e-04,-0.00884375,0.00588437
7.488e-04,-0.00759375,0.0059
7.492e-04,-0.010125,0.00568594
7.496e-04,-0.00878125,0.00573281
7.500e-04,-0.0095,0.00577656
7.504e-04,-0.0089375,0.00586563
7.508e-04,-0.0076875,0.00574375
7.512e-04,-0.0086875,0.00567656
7.516e-04,-0.00796875,0.00584531
7.520e-04,-0.00896875,0.00567031
7.524e-04,-0.0075,0.00571406
7.528e-04,-0.00928125,0.00577188
7.532e-04,-0.0081875,0.00573281
7.536e-04,-0.00840625,0.00572969
7.540e-04,-0.00834375,0.00562031
7.544e-04,-0.00821875,0.00565313
7.548e-04,-0.00865625,0.00557188
7.552e-04,-0.00984375,0.00555781
7.556e-04,-0.008625,0.00570781
7.560e-04,-0.00715625,0.00558125
7.564e-04,-0.008125,0.00552969
7.568e-04,-0.008,0.00554063
7.572e-04,-0.00871875,0.005625
7.576e-04,-0.00878125,0.00563906
7.580e-04,-0.0080625,0.00562188
7.584e-04,-0.00996875,0.00549219
7.588e-04,-0.0094375,0.00557813
7.592e-04,-0.0083125,0.00553438
7.596e-04,-0.008625,0.00561406
7.600e-04,-0.00859375,0.00550625
7.604e-04,-0.00834375,0.00565781
7.608e-04,-0.00884375,0.0054875
7.612e-04,-0.008375,0.00550156
7.616e-04,-0.0075625,0.00548281
7.620e-04,-0.00984375,0.00517969
7.624e-04,-0.0089375,0.00537344
7.628e-04,-0.00896875,0.00544375
7.632e-04,-0.00934375,0.00539844
7.636e-04,-0.0081875,0.00534531
7.640e-04,-0.0091875,0.00522969
7.644e-04,-0.00846875,0.00527188
7.648e-04,-0.00953125,0.00541875
7.652e-04,-0.00915625,0.0052625
7.656e-04,-0.00903125,0.005225
7.660e-04,-0.00909375,0.00532031
7.664e-04,-0.008375,0.00532813
7.668e-04,-0.008375,0.00518281
7.672e-04,-0.008125,0.00529063
7.676e-04,-0.00965625,0.00526406
7.680e-04,-0.0100625,0.0051375
7.684e-04,-0.00840625,0.00508281
7.688e-04,-0.0079375,0.00510938
7.692e-04,-0.0085,0.00512812
7.696e-04,-0.00853125,0.00520156
7.700e-04,-0.00890625,0.00503281
7.704e-04,-0.00909375,0.00505156
7.708e-04,-0.00828125,0.00523906
7.712e-04,-0.00903125,0.00504844
7.716e-04,-0.009125,0.00510313
7.720e-04,-0.007625,0.00505625
7.724e-04,-0.0086875,0.0050875
7.728e-04,-0.00940625,0.00506719
7.732e-04,-0.00840625,0.00491562
7.736e-04,-0.009,0.00504062
7.740e-04,-0.009125,0.00505781
7.744e-04,-0.00734375,0.0050125
7.748e-04,-0.00978125,0.00503125
7.752e-04,-0.00884375,0.00500781
7.756e-04,-0.0101563,0.00506562
7.760e-04,-0.00896875,0.005
7.764e-04,-0.00840625,0.00504062
7.768e-04,-0.00853125,0.0049625
7.772e-04,-0.0080625,0.00489531
7.776e-04,-0.0085,0.0049125
7.780e-04,-0.00796875,0.00494844
7.784e-04,-0.00928125,0.00499844
7.788e-04,-0.008375,0.00479687
7.792e-04,-0.008125,0.00492344
7.796e-04,-0.00878125,0.00483125
7.800e-04,-0.00803125,0.0049875
7.804e-04,-0.0090625,0.00490625
7.808e-04,-0.0095625,0.00477188
7.812e-04,-0.0095,0.00486875
7.816e-04,-0.00803125,0.00489688
7.820e-04,-0.00803125,0.00481563
7.824e-04,-0.00821875,0.00477188
7.828e-04,-0.00896875,0.00483281
7.832e-04,-0.00896875,0.00475156
7.836e-04,-0.00771875,0.00490781
7.840e-04,-0.0096875,0.00469688
7.844e-04,-0.008875,0.0046875
7.848e-04,-0.00790625,0.0048
7.852e-04,-0.00909375,0.00472031
7.856e-04,-0.008375,0.00467187
7.860e-04,-0.00859375,0.00474688
7.864e-04,-0.00865625,0.00460938
7.868e-04,-0.0085,0.00460938
7.872e-04,-0.0069375,0.0046
7.876e-04,-0.00953125,0.00464844
7.880e-04,-0.0095625,0.00465
7.884e-04,-0.00953125,0.0046375
7.888e-04,-0.009375,0.00460469
7.892e-04,-0.0085625,0.00452656
7.896e-04,-0.008875,0.00455938
7.900e-04,-0.00921875,0.00455625
7.904e-04,-0.00940625,0.00450625
7.908e-04,-0.008,0.0045625
7.912e-04,-0.009375,0.00453438
7.916e-04,-0.00821875,0.00458437
7.920e-04,-0.008375,0.00447969
7.924e-04,-0.0086875,0.00437031
7.928e-04,-0.0079375,0.00455312
7.932e-04,-0.0085625,0.00439375
7.936e-04,-0.0100938,0.00428281
7.940e-04,-0.008625,0.00445156
7.944e-04,-0.00796875,0.00446875
7.948e-04,-0.008,0.00429375
7.952e-04,-0.0080625,0.0044125
7.956e-04,-0.00928125,0.00442656
7.960e-04,-0.00915625,0.00440625
7.964e-04,-0.00825,0.00436875
7.968e-04,-0.00928125,0.0044
7.972e-04,-0.00934375,0.00430156
7.976e-04,-0.00828125,0.00427031
7.980e-04,-0.00821875,0.00426563
7.984e-04,-0.00853125,0.00447656
7.988e-04,-0.00890625,0.00427656
7.992e-04,-0.008625,0.0042375
7.996e-04,-0.00821875,0.00436875
8.000e-04,-0.00721875,0.00415313
8.004e-04,-0.0093125,0.00429844
8.008e-04,-0.00834375,0.00437656
8.012e-04,-0.00953125,0.00422813
8.016e-04,-0.0086875,0.00439844
8.020e-04,-0.00815625,0.004225
8.024e-04,-0.00871875,0.00426875
8.028e-04,-0.0083125,0.00419219
8.032e-04,-0.00878125,0.00419219
8.036e-04,-0.00765625,0.00423438
8.040e-04,-0.00946875,0.00421719
8.044e-04,-0.008375,0.00417656
8.048e-04,-0.0084375,0.00420469
8.052e-04,-0.00828125,0.00404375
8.056e-04,-0.0084375,0.00419531
8.060e-04,-0.009,0.00417813
8.064e-04,-0.0103125,0.00408438
8.068e-04,-0.00890625,0.00421719
8.072e-04,-0.006875,0.00428906
8.076e-04,-0.00834375,0.00405625
8.080e-04,-0.00809375,0.00405625
8.084e-04,-0.00915625,0.00402031
8.088e-04,-0.00878125,0.00398594
8.092e-04,-0.00790625,0.00408281
8.096e-04,-0.008875,0.0040375
8.100e-04,-0.009125,0.0041
8.104e-04,-0.008,0.00414531
8.108e-04,-0.00865625,0.00412969
8.112e-04,-0.00903125,0.00407656
8.116e-04,-0.00865625,0.00406094
8.120e-04,-0.0088125,0.00404062
8.124e-04,-0.00765625,0.00402656
8.128e-04,-0.008375,0.00397656
8.132e-04,-0.00975,0.00389688
8.136e-04,-0.00884375,0.00400625
8.140e-04,-0.00921875,0.00394687
8.144e-04,-0.00875,0.00406719
8.148e-04,-0.00821875,0.00404531
8.152e-04,-0.00934375,0.00399688
8.156e-04,-0.00828125,0.00396094
8.160e-04,-0.00834375,0.00389375
8.164e-04,-0.00809375,0.00392813
8.168e-04,-0.00934375,0.00386719
8.172e-04,-0.00853125,0.00391406
8.176e-04,-0.0085625,0.00383438
8.180e-04,-0.00865625,0.00385313
8.184e-04,-0.00759375,0.0038125
8.188e-04,-0.00903125,0.00386719
8.192e-04,-0.00975,0.00379063
8.196e-04,-0.00884375,0.00385
8.200e-04,-0.00825,0.00382344
8.204e-04,-0.008625,0.00373906
8.208e-04,-0.00834375,0.0038375
8.212e-04,-0.0093125,0.003675
8.216e-04,-0.009,0.0037875
8.220e-04,-0.00865625,0.00375313
8.224e-04,-0.0095,0.00381875
8.228e-04,-0.0089375,0.00367344
8.232e-04,-0.00865625,0.00370625
8.236e-04,-0.008625,0.00376719
8.240e-04,-0.00921875,0.00358594
8.244e-04,-0.00915625,0.00371719
8.248e-04,-0.00871875,0.00373906
8.252e-04,-0.00825,0.00368438
8.256e-04,-0.00853125,0.00370156
8.260e-04,-0.0100625,0.003725
8.264e-04,-0.0089375,0.00362969
8.268e-04,-0.009375,0.00352344
8.272e-04,-0.00896875,0.00374063
8.276e-04,-0.00840625,0.003625
8.280e-04,-0.0085,0.00363438
8.284e-04,-0.00809375,0.00361563
8.288e-04,-0.00959375,0.00345781
8.292e-04,-0.0075625,0.00366406
8.296e-04,-0.0094375,0.003575
8.300e-04,-0.00796875,0.00359375
8.304e-04,-0.00828125,0.00360781
8.308e-04,-0.00946875,0.00345313
8.312e-04,-0.0081875,0.00355781
8.316e-04,-0.00946875,0.00364688
8.320e-04,-0.009625,0.00334063
8.324e-04,-0.00928125,0.00359688
8.328e-04,-0.00728125,0.00358281
8.332e-04,-0.0079375,0.00347031
8.336e-04,-0.00765625,0.00372188
8.340e-04,-0.008875,0.00357187
8.344e-04,-0.0093125,0.00346562
8.348e-04,-0.008375,0.00349531
8.352e-04,-0.00903125,0.00333906
8.356e-04,-0.00934375,0.00344688
8.360e-04,-0.0088125,0.00349063
8.364e-04,-0.00859375,0.00339531
8.368e-04,-0.00903125,0.00340469
8.372e-04,-0.0089375,0.0034625
8.376e-04,-0.0085,0.003475
8.380e-04,-0.00865625,0.00350625
8.384e-04,-0.008,0.00345781
8.388e-04,-0.00990625,0.00333125
