Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.2
Horizontal Delay,0
Sample Interval,0.002
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Vertical Position,0
,
,
,
Label,
TIME,CH1
-1.00e+00,-0.04
-9.98e-01,-0.04
-9.96e-01,-0.04
-9.94e-01,-0.04
-9.92e-01,-0.04
-9.90e-01,0.04
-9.88e-01,-0.04
-9.86e-01,-0.04
-9.84e-01,0
-9.82e-01,0
-9.80e-01,-0.04
-9.78e-01,0.04
-9.76e-01,0.08
-9.74e-01,-0.04
-9.72e-01,-0.04
-9.70e-01,0
-9.68e-01,0.04
-9.66e-01,0.04
-9.64e-01,-0.04
-9.62e-01,0.04
-9.60e-01,-0.16
-9.58e-01,-0.04
-9.56e-01,0.04
-9.54e-01,0.04
-9.52e-01,0.04
-9.50e-01,0
-9.48e-01,-0.08
-9.46e-01,0
-9.44e-01,0.04
-9.42e-01,0.08
-9.40e-01,0
-9.38e-01,-0.04
-9.36e-01,0
-9.34e-01,0.04
-9.32e-01,-0.04
-9.30e-01,0.12
-9.28e-01,0.04
-9.26e-01,-0.04
-9.24e-01,-0.12
-9.22e-01,0
-9.20e-01,-0.04
-9.18e-01,-0.12
-9.16e-01,-0.04
-9.14e-01,0.12
-9.12e-01,0.04
-9.10e-01,0.04
-9.08e-01,0.04
-9.06e-01,0
-9.04e-01,0.08
-9.02e-01,-0.04
-9.00e-01,-0.04
-8.98e-01,-0.12
-8.96e-01,0.04
-8.94e-01,-0.04
-8.92e-01,0.08
-8.90e-01,-0.04
-8.88e-01,0
-8.86e-01,0.04
-8.84e-01,-0.04
-8.82e-01,0
-8.80e-01,-0.12
-8.78e-01,0.04
-8.76e-01,0.08
-8.74e-01,-0.04
-8.72e-01,0.04
-8.70e-01,0
-8.68e-01,-0.12
-8.66e-01,0
-8.64e-01,-0.04
-8.62e-01,-0.04
-8.60e-01,0.08
-8.58e-01,0.12
-8.56e-01,-0.08
-8.54e-01,0.04
-8.52e-01,-0.08
-8.50e-01,0.08
-8.48e-01,-0.04
-8.46e-01,-0.04
-8.44e-01,-0.04
-8.42e-01,-0.04
-8.40e-01,0
-8.38e-01,0.08
-8.36e-01,-0.08
-8.34e-01,0.04
-8.32e-01,0.04
-8.30e-01,-0.08
-8.28e-01,0
-8.26e-01,-0.04
-8.24e-01,-0.04
-8.22e-01,-0.04
-8.20e-01,-0.04
-8.18e-01,-0.04
-8.16e-01,0
-8.14e-01,-0.04
-8.12e-01,0.04
-8.10e-01,-0.04
-8.08e-01,0.04
-8.06e-01,0.04
-8.04e-01,-0.08
-8.02e-01,0.04
-8.00e-01,-0.04
-7.98e-01,0.12
-7.96e-01,-0.04
-7.94e-01,0
-7.92e-01,-0.04
-7.90e-01,-0.04
-7.88e-01,0.08
-7.86e-01,0.08
-7.84e-01,0
-7.82e-01,-0.04
-7.80e-01,0
-7.78e-01,-0.04
-7.76e-01,0
-7.74e-01,-0.08
-7.72e-01,0.08
-7.70e-01,-0.04
-7.68e-01,0
-7.66e-01,-0.08
-7.64e-01,-0.04
-7.62e-01,0
-7.60e-01,-0.04
-7.58e-01,0
-7.56e-01,0
-7.54e-01,-0.04
-7.52e-01,0
-7.50e-01,0
-7.48e-01,-0.04
-7.46e-01,0.12
-7.44e-01,0
-7.42e-01,0
-7.40e-01,-0.04
-7.38e-01,-0.04
-7.36e-01,0
-7.34e-01,-0.04
-7.32e-01,-0.08
-7.30e-01,0.04
-7.28e-01,-0.04
-7.26e-01,0.04
-7.24e-01,-0.12
-7.22e-01,-0.04
-7.20e-01,-0.12
-7.18e-01,0
-7.16e-01,0
-7.14e-01,-0.08
-7.12e-01,0
-7.10e-01,0
-7.08e-01,-0.04
-7.06e-01,-0.08
-7.04e-01,0
-7.02e-01,-0.04
-7.00e-01,-0.04
-6.98e-01,-0.04
-6.96e-01,-0.08
-6.94e-01,-0.04
-6.92e-01,0.08
-6.90e-01,0.04
-6.88e-01,0.16
-6.86e-01,0
-6.84e-01,-0.04
-6.82e-01,0
-6.80e-01,0.04
-6.78e-01,-0.08
-6.76e-01,0.04
-6.74e-01,-0.04
-6.72e-01,-0.04
-6.70e-01,0
-6.68e-01,-0.08
-6.66e-01,0.04
-6.64e-01,0
-6.62e-01,0.08
-6.60e-01,-0.04
-6.58e-01,0
-6.56e-01,0.04
-6.54e-01,0
-6.52e-01,0.04
-6.50e-01,0
-6.48e-01,0.04
-6.46e-01,0.08
-6.44e-01,-0.04
-6.42e-01,0
-6.40e-01,-0.04
-6.38e-01,-0.04
-6.36e-01,-0.04
-6.34e-01,-0.04
-6.32e-01,0.08
-6.30e-01,-0.12
-6.28e-01,-0.04
-6.26e-01,0.08
-6.24e-01,-0.12
-6.22e-01,0.04
-6.20e-01,-0.04
-6.18e-01,0
-6.16e-01,0.08
-6.14e-01,-0.04
-6.12e-01,-0.04
-6.10e-01,0
-6.08e-01,-0.04
-6.06e-01,0.04
-6.04e-01,0
-6.02e-01,-0.08
-6.00e-01,-0.04
-5.98e-01,0
-5.96e-01,0
-5.94e-01,0.04
-5.92e-01,-0.04
-5.90e-01,-0.04
-5.88e-01,-0.04
-5.86e-01,-0.08
-5.84e-01,-0.08
-5.82e-01,-0.04
-5.80e-01,0.04
-5.78e-01,-0.04
-5.76e-01,-0.16
-5.74e-01,0.08
-5.72e-01,0.04
-5.70e-01,-0.04
-5.68e-01,0.04
-5.66e-01,0.04
-5.64e-01,0.04
-5.62e-01,0
-5.60e-01,0
-5.58e-01,-0.12
-5.56e-01,-0.04
-5.54e-01,-0.04
-5.52e-01,-0.12
-5.50e-01,0
-5.48e-01,0
-5.46e-01,-0.08
-5.44e-01,-0.08
-5.42e-01,-0.04
-5.40e-01,-0.04
-5.38e-01,0
-5.36e-01,0
-5.34e-01,-0.04
-5.32e-01,-0.04
-5.30e-01,0
-5.28e-01,0.08
-5.26e-01,-0.04
-5.24e-01,-0.04
-5.22e-01,-0.08
-5.20e-01,0.08
-5.18e-01,-0.08
-5.16e-01,-0.04
-5.14e-01,0.08
-5.12e-01,-0.04
-5.10e-01,-0.04
-5.08e-01,0.08
-5.06e-01,-0.08
-5.04e-01,0
-5.02e-01,-0.08
-5.00e-01,0.04
-4.98e-01,0.08
-4.96e-01,-0.04
-4.94e-01,0
-4.92e-01,-0.04
-4.90e-01,0
-4.88e-01,-0.04
-4.86e-01,-0.08
-4.84e-01,-0.04
-4.82e-01,-0.04
-4.80e-01,-0.04
-4.78e-01,0
-4.76e-01,0.04
-4.74e-01,-0.08
-4.72e-01,-0.04
-4.70e-01,0.08
-4.68e-01,-0.04
-4.66e-01,0
-4.64e-01,0
-4.62e-01,-0.04
-4.60e-01,-0.04
-4.58e-01,-0.04
-4.56e-01,-0.04
-4.54e-01,-0.04
-4.52e-01,-0.08
-4.50e-01,-0.04
-4.48e-01,0.04
-4.46e-01,-0.04
-4.44e-01,0
-4.42e-01,0
-4.40e-01,0.04
-4.38e-01,-0.04
-4.36e-01,-0.04
-4.34e-01,0
-4.32e-01,-0.08
-4.30e-01,0
-4.28e-01,0.04
-4.26e-01,0.08
-4.24e-01,-0.04
-4.22e-01,-0.04
-4.20e-01,-0.04
-4.18e-01,-0.04
-4.16e-01,-0.04
-4.14e-01,0
-4.12e-01,0
-4.10e-01,0.04
-4.08e-01,-0.04
-4.06e-01,-0.04
-4.04e-01,0
-4.02e-01,0.08
-4.00e-01,0
-3.98e-01,0.04
-3.96e-01,0
-3.94e-01,-0.04
-3.92e-01,0.04
-3.90e-01,0.08
-3.88e-01,0
-3.86e-01,0
-3.84e-01,0
-3.82e-01,-0.04
-3.80e-01,0
-3.78e-01,-0.08
-3.76e-01,0.04
-3.74e-01,-0.08
-3.72e-01,-0.08
-3.70e-01,-0.04
-3.68e-01,0
-3.66e-01,0
-3.64e-01,-0.12
-3.62e-01,0
-3.60e-01,-0.04
-3.58e-01,0.04
-3.56e-01,0
-3.54e-01,0
-3.52e-01,0.08
-3.50e-01,-0.04
-3.48e-01,0.08
-3.46e-01,-0.04
-3.44e-01,-0.04
-3.42e-01,0.04
-3.40e-01,-0.12
-3.38e-01,0
-3.36e-01,-0.04
-3.34e-01,-0.04
-3.32e-01,0
-3.30e-01,-0.08
-3.28e-01,-0.04
-3.26e-01,0.04
-3.24e-01,0.04
-3.22e-01,-0.08
-3.20e-01,0
-3.18e-01,0
-3.16e-01,0
-3.14e-01,-0.04
-3.12e-01,0.04
-3.10e-01,0
-3.08e-01,0
-3.06e-01,-0.04
-3.04e-01,0
-3.02e-01,0
-3.00e-01,0.04
-2.98e-01,-0.04
-2.96e-01,-0.04
-2.94e-01,-0.04
-2.92e-01,0.08
-2.90e-01,0
-2.88e-01,-0.04
-2.86e-01,0
-2.84e-01,0.04
-2.82e-01,-0.04
-2.80e-01,-0.12
-2.78e-01,-0.04
-2.76e-01,-0.04
-2.74e-01,0.08
-2.72e-01,-0.04
-2.70e-01,-0.12
-2.68e-01,-0.04
-2.66e-01,0.04
-2.64e-01,-0.04
-2.62e-01,0
-2.60e-01,0.04
-2.58e-01,0.04
-2.56e-01,-0.12
-2.54e-01,0.12
-2.52e-01,-0.08
-2.50e-01,0.04
-2.48e-01,0.04
-2.46e-01,0
-2.44e-01,0
-2.42e-01,-0.08
-2.40e-01,0.08
-2.38e-01,0.04
-2.36e-01,-0.04
-2.34e-01,-0.04
-2.32e-01,-0.04
-2.30e-01,-0.04
-2.28e-01,-0.04
-2.26e-01,0.08
-2.24e-01,-0.08
-2.22e-01,-0.08
-2.20e-01,0
-2.18e-01,-0.04
-2.16e-01,-0.04
-2.14e-01,-0.08
-2.12e-01,0
-2.10e-01,0.04
-2.08e-01,0
-2.06e-01,-0.04
-2.04e-01,0.04
-2.02e-01,0.04
-2.00e-01,0
-1.98e-01,-0.04
-1.96e-01,0.04
-1.94e-01,0
-1.92e-01,-0.12
-1.90e-01,0
-1.88e-01,0.04
-1.86e-01,-0.04
-1.84e-01,-0.04
-1.82e-01,0
-1.80e-01,0.08
-1.78e-01,-0.04
-1.76e-01,-0.04
-1.74e-01,-0.08
-1.72e-01,0
-1.70e-01,0.04
-1.68e-01,-0.04
-1.66e-01,-0.08
-1.64e-01,-0.04
-1.62e-01,-0.04
-1.60e-01,0
-1.58e-01,-0.04
-1.56e-01,0
-1.54e-01,0.04
-1.52e-01,-0.04
-1.50e-01,0
-1.48e-01,0
-1.46e-01,0.04
-1.44e-01,0.16
-1.42e-01,0.04
-1.40e-01,1.64
-1.38e-01,2.24
-1.36e-01,-0.08
-1.34e-01,-0.08
-1.32e-01,-0.04
-1.30e-01,-0.08
-1.28e-01,0.04
-1.26e-01,2.08
-1.24e-01,2.56
-1.22e-01,2.44
-1.20e-01,2.52
-1.18e-01,2.44
-1.16e-01,2.4
-1.14e-01,2.44
-1.12e-01,2.52
-1.10e-01,2.36
-1.08e-01,2.44
-1.06e-01,2.44
-1.04e-01,0.08
-1.02e-01,-0.04
-1.00e-01,-0.08
-9.80e-02,-0.04
-9.60e-02,0.08
-9.40e-02,1.24
-9.20e-02,2.52
-9.00e-02,2.4
-8.80e-02,2.48
-8.60e-02,2.48
-8.40e-02,2.56
-8.20e-02,2.52
-8.00e-02,2.48
-7.80e-02,2.52
-7.60e-02,2.48
-7.40e-02,2.52
-7.20e-02,2.48
-7.00e-02,2.56
-6.80e-02,2.48
-6.60e-02,2.44
-6.40e-02,2.56
-6.20e-02,2.44
-6.00e-02,2.44
-5.80e-02,2.52
-5.60e-02,2.48
-5.40e-02,2.4
-5.20e-02,2.64
-5.00e-02,2.52
-4.80e-02,2.44
-4.60e-02,2.48
-4.40e-02,2.56
-4.20e-02,2.4
-4.00e-02,2.44
