Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-05
Horizontal Delay,0.0007564
Sample Interval,4e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,CH3
5.564e-04,0.0182906
5.568e-04,0.0182422
5.572e-04,0.018125
5.576e-04,0.0179953
5.580e-04,0.0180375
5.584e-04,0.0179688
5.588e-04,0.0179953
5.592e-04,0.0180078
5.596e-04,0.0178906
5.600e-04,0.0178078
5.604e-04,0.0176313
5.608e-04,0.0178953
5.612e-04,0.0178859
5.616e-04,0.0175984
5.620e-04,0.0176891
5.624e-04,0.0175797
5.628e-04,0.0176344
5.632e-04,0.0176563
5.636e-04,0.0174859
5.640e-04,0.0175313
5.644e-04,0.0173422
5.648e-04,0.0173953
5.652e-04,0.0173844
5.656e-04,0.0173312
5.660e-04,0.0173422
5.664e-04,0.0172516
5.668e-04,0.0171594
5.672e-04,0.0171328
5.676e-04,0.0171125
5.680e-04,0.0171172
5.684e-04,0.0170328
5.688e-04,0.0169781
5.692e-04,0.0169203
5.696e-04,0.0166906
5.700e-04,0.0169344
5.704e-04,0.0168906
5.708e-04,0.0168594
5.712e-04,0.0168313
5.716e-04,0.0166391
5.720e-04,0.0167391
5.724e-04,0.0164797
5.728e-04,0.0165266
5.732e-04,0.0165063
5.736e-04,0.0165344
5.740e-04,0.0165688
5.744e-04,0.0162969
5.748e-04,0.0162688
5.752e-04,0.0163203
5.756e-04,0.0161656
5.760e-04,0.0163172
5.764e-04,0.0163297
5.768e-04,0.0160938
5.772e-04,0.0162875
5.776e-04,0.016125
5.780e-04,0.0161844
5.784e-04,0.0161188
5.788e-04,0.0160359
5.792e-04,0.0159328
5.796e-04,0.0160469
5.800e-04,0.0160141
5.804e-04,0.0158563
5.808e-04,0.0158063
5.812e-04,0.0158969
5.816e-04,0.0158875
5.820e-04,0.0157219
5.824e-04,0.0156609
5.828e-04,0.0157719
5.832e-04,0.0158031
5.836e-04,0.0156
5.840e-04,0.0156328
5.844e-04,0.0156234
5.848e-04,0.0156312
5.852e-04,0.0156188
5.856e-04,0.0154359
5.860e-04,0.0154891
5.864e-04,0.0153109
5.868e-04,0.0153234
5.872e-04,0.01525
5.876e-04,0.0152578
5.880e-04,0.0151656
5.884e-04,0.0150328
5.888e-04,0.015125
5.892e-04,0.0152578
5.896e-04,0.0150641
5.900e-04,0.0150453
5.904e-04,0.0149813
5.908e-04,0.0149422
5.912e-04,0.0148891
5.916e-04,0.0148219
5.920e-04,0.0150031
5.924e-04,0.0148859
5.928e-04,0.0147313
5.932e-04,0.0147344
5.936e-04,0.014775
5.940e-04,0.0146797
5.944e-04,0.0146578
5.948e-04,0.014575
5.952e-04,0.0145641
5.956e-04,0.0145344
5.960e-04,0.0144641
5.964e-04,0.0144781
5.968e-04,0.0143484
5.972e-04,0.0144281
5.976e-04,0.0143656
5.980e-04,0.0144313
5.984e-04,0.0142875
5.988e-04,0.0143094
5.992e-04,0.0143641
5.996e-04,0.0141328
6.000e-04,0.0141828
6.004e-04,0.0142125
6.008e-04,0.0142359
6.012e-04,0.0141297
6.016e-04,0.0140484
6.020e-04,0.0140125
6.024e-04,0.0139078
6.028e-04,0.0139344
6.032e-04,0.013875
6.036e-04,0.0138531
6.040e-04,0.0139375
6.044e-04,0.013825
6.048e-04,0.0139188
6.052e-04,0.0138688
6.056e-04,0.0136141
6.060e-04,0.0137563
6.064e-04,0.0136156
6.068e-04,0.0136781
6.072e-04,0.0137906
6.076e-04,0.0136109
6.080e-04,0.0136578
6.084e-04,0.0134938
6.088e-04,0.0135594
6.092e-04,0.0134094
6.096e-04,0.0135984
6.100e-04,0.0134328
6.104e-04,0.0134234
6.108e-04,0.0135203
6.112e-04,0.0133781
6.116e-04,0.0132828
6.120e-04,0.0133078
6.124e-04,0.013275
6.128e-04,0.0132625
6.132e-04,0.0129281
6.136e-04,0.013125
6.140e-04,0.0131078
6.144e-04,0.0129094
6.148e-04,0.0131266
6.152e-04,0.0130875
6.156e-04,0.0129469
6.160e-04,0.0130141
6.164e-04,0.0127922
6.168e-04,0.0129016
6.172e-04,0.0128344
6.176e-04,0.0127781
6.180e-04,0.0128859
6.184e-04,0.0127469
6.188e-04,0.0127313
6.192e-04,0.0126125
6.196e-04,0.0127859
6.200e-04,0.0128813
6.204e-04,0.0126484
6.208e-04,0.0126313
6.212e-04,0.0125516
6.216e-04,0.0124906
6.220e-04,0.0125234
6.224e-04,0.0124844
6.228e-04,0.0126625
6.232e-04,0.0125109
6.236e-04,0.0124172
6.240e-04,0.0124188
6.244e-04,0.0122578
6.248e-04,0.0123859
6.252e-04,0.0124641
6.256e-04,0.0123063
6.260e-04,0.0121625
6.264e-04,0.0120812
6.268e-04,0.0121969
6.272e-04,0.0121844
6.276e-04,0.0120625
6.280e-04,0.0120391
6.284e-04,0.0120812
6.288e-04,0.0121406
6.292e-04,0.0120844
6.296e-04,0.0120016
6.300e-04,0.0120031
6.304e-04,0.0118312
6.308e-04,0.0119844
6.312e-04,0.0117891
6.316e-04,0.0118766
6.320e-04,0.0118531
6.324e-04,0.0117375
6.328e-04,0.0117297
6.332e-04,0.0116984
6.336e-04,0.0116828
6.340e-04,0.0119047
6.344e-04,0.0117484
6.348e-04,0.0115531
6.352e-04,0.0115891
6.356e-04,0.0115922
6.360e-04,0.0116562
6.364e-04,0.0115406
6.368e-04,0.0114797
6.372e-04,0.0114266
6.376e-04,0.0114297
6.380e-04,0.0116844
6.384e-04,0.0113766
6.388e-04,0.0115047
6.392e-04,0.0113281
6.396e-04,0.0113219
6.400e-04,0.0114109
6.404e-04,0.0111891
6.408e-04,0.0114609
6.412e-04,0.0112188
6.416e-04,0.0110922
6.420e-04,0.0112344
6.424e-04,0.01115
6.428e-04,0.0110828
6.432e-04,0.0110984
6.436e-04,0.0110563
6.440e-04,0.0110328
6.444e-04,0.0109625
6.448e-04,0.011
6.452e-04,0.0108469
6.456e-04,0.0109578
6.460e-04,0.0109031
6.464e-04,0.0108844
6.468e-04,0.0109031
6.472e-04,0.0110016
6.476e-04,0.0107594
6.480e-04,0.0108844
6.484e-04,0.0107281
6.488e-04,0.0108094
6.492e-04,0.0106719
6.496e-04,0.010675
6.500e-04,0.0106422
6.504e-04,0.0105516
6.508e-04,0.0106391
6.512e-04,0.0106359
6.516e-04,0.0104328
6.520e-04,0.0103922
6.524e-04,0.010425
6.528e-04,0.0103922
6.532e-04,0.0103812
6.536e-04,0.0103344
6.540e-04,0.0103688
6.544e-04,0.0102469
6.548e-04,0.0104359
6.552e-04,0.0104313
6.556e-04,0.0102625
6.560e-04,0.01035
6.564e-04,0.0103094
6.568e-04,0.0101391
6.572e-04,0.0103281
6.576e-04,0.0101437
6.580e-04,0.0101406
6.584e-04,0.010075
6.588e-04,0.0100078
6.592e-04,0.0100375
6.596e-04,0.00979844
6.600e-04,0.0101406
6.604e-04,0.00986719
6.608e-04,0.00987344
6.612e-04,0.00992188
6.616e-04,0.00990937
6.620e-04,0.00987812
6.624e-04,0.00981719
6.628e-04,0.00984219
6.632e-04,0.00982188
6.636e-04,0.00970469
6.640e-04,0.00989844
6.644e-04,0.0096375
6.648e-04,0.00979531
6.652e-04,0.00971719
6.656e-04,0.00969219
6.660e-04,0.00975156
6.664e-04,0.00963438
6.668e-04,0.0095625
6.672e-04,0.00973281
6.676e-04,0.00951094
6.680e-04,0.009525
6.684e-04,0.009475
6.688e-04,0.00942656
6.692e-04,0.00955469
6.696e-04,0.00937031
6.700e-04,0.00938594
6.704e-04,0.0092125
6.708e-04,0.00948906
6.712e-04,0.00938281
6.716e-04,0.00938438
6.720e-04,0.00928438
6.724e-04,0.00927344
6.728e-04,0.00932969
6.732e-04,0.00941094
6.736e-04,0.00920469
6.740e-04,0.00916094
6.744e-04,0.00913906
6.748e-04,0.00914531
6.752e-04,0.00921406
6.756e-04,0.00917031
6.760e-04,0.00896562
6.764e-04,0.0090875
6.768e-04,0.0091875
6.772e-04,0.00897969
6.776e-04,0.00912031
6.780e-04,0.00899531
6.784e-04,0.00899063
6.788e-04,0.00897812
6.792e-04,0.00880781
6.796e-04,0.00890938
6.800e-04,0.00900781
6.804e-04,0.00879688
6.808e-04,0.00874375
6.812e-04,0.00891406
6.816e-04,0.00866875
6.820e-04,0.008825
6.824e-04,0.00863594
6.828e-04,0.00872188
6.832e-04,0.00859375
6.836e-04,0.00862969
6.840e-04,0.00880781
6.844e-04,0.00858125
6.848e-04,0.00860156
6.852e-04,0.00860625
6.856e-04,0.00852031
6.860e-04,0.00848438
6.864e-04,0.00844219
6.868e-04,0.00841875
6.872e-04,0.00852656
6.876e-04,0.00842031
6.880e-04,0.00848594
6.884e-04,0.00847344
6.888e-04,0.00832031
6.892e-04,0.00843125
6.896e-04,0.00831875
6.900e-04,0.00834063
6.904e-04,0.00822969
6.908e-04,0.00830156
6.912e-04,0.00819375
6.916e-04,0.00813281
6.920e-04,0.00809531
6.924e-04,0.00808906
6.928e-04,0.00815
6.932e-04,0.00812188
6.936e-04,0.00798281
6.940e-04,0.00821094
6.944e-04,0.00803437
6.948e-04,0.00808281
6.952e-04,0.00786563
6.956e-04,0.00795938
6.960e-04,0.00795
6.964e-04,0.00788594
6.968e-04,0.00807969
6.972e-04,0.00793125
6.976e-04,0.0078625
6.980e-04,0.0078375
6.984e-04,0.00792344
6.988e-04,0.00791719
6.992e-04,0.00796875
6.996e-04,0.00775781
7.000e-04,0.00787188
7.004e-04,0.00779219
7.008e-04,0.00779063
7.012e-04,0.00771406
7.016e-04,0.00757188
7.020e-04,0.00774531
7.024e-04,0.00779687
7.028e-04,0.0076375
7.032e-04,0.00750313
7.036e-04,0.00768438
7.040e-04,0.00770781
7.044e-04,0.00757969
7.048e-04,0.00766094
7.052e-04,0.0076625
7.056e-04,0.00749844
7.060e-04,0.00751094
7.064e-04,0.00753906
7.068e-04,0.00746406
7.072e-04,0.00758125
7.076e-04,0.00747969
7.080e-04,0.00747813
7.084e-04,0.00731563
7.088e-04,0.0074625
7.092e-04,0.00750156
7.096e-04,0.00742969
7.100e-04,0.00720781
7.104e-04,0.00730625
7.108e-04,0.00740469
7.112e-04,0.00743906
7.116e-04,0.00728438
7.120e-04,0.00740781
7.124e-04,0.00724219
7.128e-04,0.00719844
7.132e-04,0.00735156
7.136e-04,0.00711563
7.140e-04,0.00717188
7.144e-04,0.00715781
7.148e-04,0.00725313
7.152e-04,0.00722656
7.156e-04,0.00716094
7.160e-04,0.00699375
7.164e-04,0.00714063
7.168e-04,0.00698906
7.172e-04,0.00709844
7.176e-04,0.00710625
7.180e-04,0.00716406
7.184e-04,0.00694375
7.188e-04,0.0068875
7.192e-04,0.00695156
7.196e-04,0.00690781
7.200e-04,0.00702031
7.204e-04,0.00685156
7.208e-04,0.0067875
7.212e-04,0.00700937
7.216e-04,0.00678125
7.220e-04,0.00673281
7.224e-04,0.00681875
7.228e-04,0.00665
7.232e-04,0.00682031
7.236e-04,0.00662969
7.240e-04,0.00663594
7.244e-04,0.00667969
7.248e-04,0.00655781
7.252e-04,0.00669531
7.256e-04,0.0066375
7.260e-04,0.00677813
7.264e-04,0.00665625
7.268e-04,0.0065125
7.272e-04,0.00667344
7.276e-04,0.00648281
7.280e-04,0.0065875
7.284e-04,0.00646875
7.288e-04,0.006375
7.292e-04,0.0066125
7.296e-04,0.00642813
7.300e-04,0.00647031
7.304e-04,0.00664531
7.308e-04,0.00646406
7.312e-04,0.00665781
7.316e-04,0.00630469
7.320e-04,0.00641719
7.324e-04,0.00632656
7.328e-04,0.00643281
7.332e-04,0.00647656
7.336e-04,0.00625469
7.340e-04,0.00623281
7.344e-04,0.00638594
